Date,Open,High,Low,Close,Volume,Dividends
1973-02-21T05:00:00Z,1.6077247858047483,1.6077247858047483,1.6077247858047483,1.6077247858047483,99200,0
1973-02-22T05:00:00Z,1.613155484199524,1.613155484199524,1.613155484199524,1.613155484199524,47200,0
1973-02-23T05:00:00Z,1.6077247858047483,1.6077247858047483,1.6077247858047483,1.6077247858047483,133600,0
1973-02-26T05:00:00Z,1.6077247858047483,1.6077247858047483,1.6077247858047483,1.6077247858047483,24000,0
1973-02-27T05:00:00Z,1.6077247858047483,1.6077247858047483,1.6077247858047483,1.6077247858047483,41600,0
1973-02-28T05:00:00Z,1.6077247858047483,1.6077247858047483,1.6077247858047483,1.6077247858047483,66400,0
1973-03-01T05:00:00Z,1.6185872554779053,1.6185872554779053,1.6185872554779053,1.6185872554779053,93600,0
1973-03-02T05:00:00Z,1.6240193843841553,1.6240193843841553,1.6240193843841553,1.6240193843841553,26400,0
1973-03-05T05:00:00Z,1.6457452774047852,1.6457452774047852,1.6457452774047852,1.6457452774047852,68000,0
1973-03-06T05:00:00Z,1.6946285963058472,1.6946285963058472,1.6946285963058472,1.6946285963058472,76800,0
1973-03-07T05:00:00Z,1.6946285963058472,1.6946285963058472,1.6946285963058472,1.6946285963058472,51200,0
1973-03-08T05:00:00Z,1.70549213886261,1.70549213886261,1.70549213886261,1.70549213886261,84800,0
1973-03-09T05:00:00Z,1.70549213886261,1.70549213886261,1.70549213886261,1.70549213886261,78400,0
1973-03-12T05:00:00Z,1.7000601291656494,1.7000601291656494,1.7000601291656494,1.7000601291656494,73600,0
1973-03-13T05:00:00Z,1.70549213886261,1.70549213886261,1.70549213886261,1.70549213886261,47200,0
1973-03-14T05:00:00Z,1.7109235525131228,1.7109235525131228,1.7109235525131228,1.7109235525131226,50400,0
1973-03-15T05:00:00Z,1.70549213886261,1.70549213886261,1.70549213886261,1.70549213886261,70400,0
1973-03-16T05:00:00Z,1.7000601291656494,1.7000601291656494,1.7000601291656494,1.7000601291656494,44800,0
1973-03-19T05:00:00Z,1.6837660074234009,1.6837660074234009,1.6837660074234009,1.6837660074234009,28000,0
1973-03-20T05:00:00Z,1.6511762142181396,1.6511762142181396,1.6511762142181396,1.6511762142181396,68800,0
1973-03-21T05:00:00Z,1.6294502019882204,1.6294502019882204,1.6294502019882204,1.6294502019882202,94400,0
1973-03-22T05:00:00Z,1.602293610572815,1.602293610572815,1.602293610572815,1.602293610572815,55200,0
1973-03-23T05:00:00Z,1.602293610572815,1.602293610572815,1.602293610572815,1.602293610572815,117600,0
1973-03-26T05:00:00Z,1.5968611240386963,1.5968611240386963,1.5968611240386963,1.5968611240386963,9600,0
1973-03-27T05:00:00Z,1.5968611240386963,1.5968611240386963,1.5968611240386963,1.5968611240386963,15200,0
1973-03-28T05:00:00Z,1.6185872554779053,1.6185872554779053,1.6185872554779053,1.6185872554779053,141600,0
1973-03-29T05:00:00Z,1.6403136253356934,1.6403136253356934,1.6403136253356934,1.6403136253356934,120000,0
1973-03-30T05:00:00Z,1.6403136253356934,1.6403136253356934,1.6403136253356934,1.6403136253356934,85600,0
1973-04-02T05:00:00Z,1.6294502019882204,1.6294502019882204,1.6294502019882204,1.6294502019882202,52800,0
1973-04-03T05:00:00Z,1.6185872554779053,1.6185872554779053,1.6185872554779053,1.6185872554779053,23200,0
1973-04-04T05:00:00Z,1.6077247858047483,1.6077247858047483,1.6077247858047483,1.6077247858047483,78400,0
1973-04-05T05:00:00Z,1.602293610572815,1.602293610572815,1.602293610572815,1.602293610572815,78400,0
1973-04-06T05:00:00Z,1.602293610572815,1.602293610572815,1.602293610572815,1.602293610572815,36000,0
1973-04-09T05:00:00Z,1.602293610572815,1.602293610572815,1.602293610572815,1.602293610572815,28000,0
1973-04-10T05:00:00Z,1.6403136253356934,1.6403136253356934,1.6403136253356934,1.6403136253356934,88800,0
1973-04-11T05:00:00Z,1.6511762142181396,1.6511762142181396,1.6511762142181396,1.6511762142181396,144000,0
1973-04-12T05:00:00Z,1.6729024648666382,1.6729024648666382,1.6729024648666382,1.6729024648666382,140800,0
1973-04-13T05:00:00Z,1.6729024648666382,1.6729024648666382,1.6729024648666382,1.6729024648666382,13600,0
1973-04-16T05:00:00Z,1.6729024648666382,1.6729024648666382,1.6729024648666382,1.6729024648666382,40000,0
1973-04-17T05:00:00Z,1.6294502019882204,1.6294502019882204,1.6294502019882204,1.6294502019882202,92800,0
1973-04-18T05:00:00Z,1.6240193843841553,1.6240193843841553,1.6240193843841553,1.6240193843841553,25600,0
1973-04-19T05:00:00Z,1.6294502019882204,1.6294502019882204,1.6294502019882204,1.6294502019882202,39200,0
1973-04-23T05:00:00Z,1.6077247858047483,1.6077247858047483,1.6077247858047483,1.6077247858047483,48000,0
