Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Allman Keith J.,President and CEO,2022-07-14,Sale,52.02,10000,520200,Jul 15 04:40 PM
Stevens Charles K. III,Director,2022-06-08,Sale,56.38,7000,394633,Jun 09 05:48 PM
Allman Keith J.,President and CEO,2022-04-14,Sale,49.88,10000,498779,Apr 15 12:38 PM
Sznewajs John G,VP and CFO,2022-02-09,Sale,60.25,12447,749932,Feb 10 05:01 PM
Allman Keith J.,President and CEO,2022-02-09,Sale,60.68,43884,2662982,Feb 10 05:01 PM
Sznewajs John G,VP and CFO,2022-01-18,Sale,66.85,6837,457053,Jan 19 04:14 PM
Allman Keith J.,President and CEO,2022-01-18,Sale,66.85,21674,1448907,Jan 19 04:14 PM
Allman Keith J.,President and CEO,2022-01-14,Sale,67.14,10000,671400,Jan 19 04:14 PM
Lindow John P,"VP, Controller and CAO",2021-12-29,Sale,70,9430,660100,Dec 30 11:33 AM
Lindow John P,"VP, Controller and CAO",2021-10-28,Option Exercise,25.28,67009,1694303,Oct 29 04:19 PM
Lindow John P,"VP, Controller and CAO",2021-10-28,Sale,65,67009,4355873,Oct 29 04:19 PM
O'Reagan Richard A.,Group President,2021-10-27,Option Exercise,25.51,43500,1109685,Oct 28 04:33 PM
O'Reagan Richard A.,Group President,2021-10-27,Sale,64.81,43500,2819068,Oct 28 04:33 PM
Allman Keith J.,President and CEO,2021-10-14,Sale,57.22,10000,572200,Oct 15 04:04 PM
Allman Keith J.,President and CEO,2021-07-14,Sale,58.28,10000,582800,Jul 16 05:07 PM
