Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Schweitzer Pascal,"President, Services Group",2022-03-01,Option Exercise,0,1000,0,Mar 03 02:43 PM
Jain Nalin,"President, Equipment Group",2022-03-01,Option Exercise,0,666,0,Mar 03 02:37 PM
Leroux Lilian,"President, Transit Group",2022-03-01,Option Exercise,0,5551,0,Mar 03 02:27 PM
NEUPAVER ALBERT J,Director,2022-02-22,Sale,96.8,55877,5408886,Feb 22 05:40 PM
DeNinno David L,"Exec VP, General Counsel, Sec.",2022-02-18,Sale,95.36,5000,476800,Feb 18 12:09 PM
Mastalerz John A Jr,"VP Fin., Corp. Controller, CAO",2022-02-18,Sale,95.34,5012,477844,Feb 22 08:35 AM
Leroux Lilian,"President, Transit Group",2021-12-31,Option Exercise,0,625,0,Jan 04 12:06 PM
Olin John A,Executive Vice President & CFO,2021-11-30,Buy,91.66,11000,1008276,Dec 02 03:07 PM
DeNinno David L,"Exec VP, General Counsel, Sec.",2021-11-19,Sale,95.47,5000,477350,Nov 22 12:10 PM
Harty Linda S,Director,2021-11-19,Sale,94.15,5000,470750,Nov 22 12:08 PM
KASSLING WILLIAM E,Director,2021-11-18,Sale,94.5,100000,9450159,Nov 19 12:42 PM
Hehir Brian,Director,2021-11-16,Sale,96,1835,176160,Nov 16 03:24 PM
NEUPAVER ALBERT J,Director,2021-11-15,Option Exercise,39.29,30800,1210209,Nov 16 03:22 PM
NEUPAVER ALBERT J,Director,2021-11-15,Sale,95.83,30800,2951678,Nov 16 03:22 PM
DeNinno David L,"Exec VP, General Counsel, Sec.",2021-08-31,Sale,89.36,2533,226338,Sep 01 11:20 AM
DeNinno David L,"Exec VP, General Counsel, Sec.",2021-08-30,Sale,89.95,4000,359817,Sep 01 11:20 AM
DUGAN PATRICK D,EVP & Chief Financial Officer,2021-08-30,Sale,90.02,17033,1533275,Sep 01 11:14 AM
HOWELL MICHAEL W D,Director,2021-08-19,Sale,86.39,4446,384106,Aug 20 04:47 PM
Mastalerz John A Jr,"VP Fin., Corp. Controller, CAO",2021-08-13,Sale,88.42,2700,238734,Aug 16 12:24 PM
