Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Lowery-Yilmaz Barbara J,Senior Vice President,2022-06-09,Option Exercise,53.04,36260,1923212,Jun 10 05:23 PM
Lowery-Yilmaz Barbara J,Senior Vice President,2022-06-09,Sale,128.29,36260,4651947,Jun 10 05:23 PM
Hill Gregory P.,"COO and President, E&P",2022-03-25,Option Exercise,69.7,13771,959795,Mar 28 05:17 PM
Hill Gregory P.,"COO and President, E&P",2022-03-25,Sale,106.23,13771,1462908,Mar 28 05:17 PM
Schoonman Geurt G,Senior Vice President,2022-03-24,Sale,108.24,6885,745232,Mar 25 07:09 PM
Lynch Richard D.,Senior Vice President,2022-03-16,Option Exercise,53.62,26796,1436886,Mar 18 04:36 PM
Lynch Richard D.,Senior Vice President,2022-03-16,Sale,96,47527,4562592,Mar 18 04:36 PM
Hill Gregory P.,"COO and President, E&P",2022-03-14,Option Exercise,52.66,37394,1969310,Mar 15 05:48 PM
Hill Gregory P.,"COO and President, E&P",2022-03-14,Sale,93.49,77394,7235732,Mar 15 05:48 PM
Schoonman Geurt G,Senior Vice President,2022-03-09,Option Exercise,52.83,12988,686213,Mar 10 07:50 PM
Schoonman Geurt G,Senior Vice President,2022-03-09,Sale,96.08,12988,1247845,Mar 10 07:50 PM
HESS JOHN B,Chief Executive Officer,2022-03-08,Sale,100.44,77035,7737308,Mar 08 09:17 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-03-07,Option Exercise,57.55,22058,1269425,Mar 08 09:15 PM
Slentz Andrew P,Senior Vice President,2022-03-07,Option Exercise,51.03,17229,879196,Mar 08 09:16 PM
Hill Gregory P.,"COO and President, E&P",2022-03-07,Sale,98.39,6725,661673,Mar 08 09:18 PM
Lowery-Yilmaz Barbara J,Senior Vice President,2022-03-07,Sale,98.39,2341,230331,Mar 08 09:19 PM
HESS JOHN B,Chief Executive Officer,2022-03-07,Sale,100.43,172965,17370037,Mar 08 09:17 PM
Schoonman Geurt G,Senior Vice President,2022-03-07,Sale,98.39,2742,269785,Mar 08 09:17 PM
Lynch Richard D.,Senior Vice President,2022-03-07,Sale,98.39,1939,190778,Mar 08 09:16 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-03-07,Sale,99.76,25973,2590997,Mar 08 09:15 PM
RIELLY JOHN P,EVP and CFO,2022-03-07,Sale,98.39,6990,687746,Mar 08 09:14 PM
Slentz Andrew P,Senior Vice President,2022-03-07,Sale,99.57,18967,1888561,Mar 08 09:16 PM
RIELLY JOHN P,EVP and CFO,2022-03-04,Option Exercise,67.75,61438,4162557,Mar 08 09:14 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-03-04,Option Exercise,49.72,9906,492526,Mar 08 09:15 PM
RIELLY JOHN P,EVP and CFO,2022-03-04,Sale,100.25,61438,6159222,Mar 08 09:14 PM
HESS JOHN B,Chief Executive Officer,2022-03-04,Sale,100.06,250000,25015528,Mar 08 09:17 PM
HESS JOHN B,Chief Executive Officer,2022-03-04,Sale,100.22,150000,15032863,Mar 08 09:17 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-03-04,Sale,100.8,24655,2485224,Mar 08 09:15 PM
Lowery-Yilmaz Barbara J,Senior Vice President,2022-02-15,Option Exercise,48.1,62765,3019115,Feb 17 04:53 PM
Lowery-Yilmaz Barbara J,Senior Vice President,2022-02-15,Sale,90.65,62765,5689763,Feb 17 04:53 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-02-03,Option Exercise,77.29,36433,2815770,Feb 03 08:39 PM
Schoonman Geurt G,Senior Vice President,2022-02-03,Option Exercise,74.49,11905,886803,Feb 03 08:40 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-02-03,Sale,91.44,65867,6022975,Feb 03 08:39 PM
RIELLY JOHN P,EVP and CFO,2022-02-03,Sale,91,10003,910273,Feb 03 08:43 PM
Hill Gregory P.,"COO and President, E&P",2022-02-03,Sale,91,25764,2344524,Feb 03 08:41 PM
Lowery-Yilmaz Barbara J,Senior Vice President,2022-02-03,Sale,91,7405,673855,Feb 03 08:42 PM
HESS JOHN B,Chief Executive Officer,2022-02-03,Sale,91.27,220742,20146019,Feb 03 08:42 PM
Lynch Richard D.,Senior Vice President,2022-02-03,Sale,91,5671,516061,Feb 03 08:41 PM
Schoonman Geurt G,Senior Vice President,2022-02-03,Sale,92.54,13811,1278111,Feb 03 08:40 PM
Slentz Andrew P,Senior Vice President,2022-02-03,Sale,91.4,23771,2172669,Feb 03 08:38 PM
RIELLY JOHN P,EVP and CFO,2022-02-01,Option Exercise,0,29434,0,Feb 03 08:43 PM
Hill Gregory P.,"COO and President, E&P",2022-02-01,Option Exercise,0,69535,0,Feb 03 08:41 PM
Lowery-Yilmaz Barbara J,Senior Vice President,2022-02-01,Option Exercise,0,22810,0,Feb 03 08:42 PM
HESS JOHN B,Chief Executive Officer,2022-02-01,Option Exercise,0,110371,0,Feb 03 08:42 PM
Lynch Richard D.,Senior Vice President,2022-02-01,Option Exercise,0,18396,0,Feb 03 08:41 PM
Schoonman Geurt G,Senior Vice President,2022-02-01,Option Exercise,0,7665,0,Feb 03 08:40 PM
Goodell Timothy B.,"EVP, Gen. Counsel & Secretary",2022-02-01,Option Exercise,0,29434,0,Feb 03 08:39 PM
Slentz Andrew P,Senior Vice President,2022-02-01,Option Exercise,0,18396,0,Feb 03 08:38 PM
Hill Gregory P.,"COO and President, E&P",2021-12-08,Sale,81.35,3600,292860,Dec 10 04:39 PM
Hill Gregory P.,"COO and President, E&P",2021-09-15,Sale,72.04,15000,1080600,Sep 17 05:10 PM
