Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Hoyt Rebecca A,"Sr. VP, Chief Acct Officer",2022-07-15,Option Exercise,0,463,0,Jul 18 02:55 PM
LANNIE P ANTHONY,Exec. Vice Pres & Gen Counsel,2022-05-16,Sale,41.26,86750,3579305,May 16 09:59 PM
LANNIE P ANTHONY,Exec. Vice Pres & Gen Counsel,2022-03-07,Sale,39.9,40800,1627920,Mar 08 12:07 PM
Joung Chansoo,Director,2022-02-25,Buy,32.92,40000,1316992,Feb 28 06:21 PM
Riney Stephen J,Executive Vice Pres & CFO,2022-02-24,Buy,31.47,6300,198258,Feb 24 05:22 PM
Riney Stephen J,Executive Vice Pres & CFO,2022-02-24,Sale,31.41,12300,386404,Feb 24 05:22 PM
Hoyt Rebecca A,"Sr. VP, Chief Acct Officer",2022-02-01,Option Exercise,0,7045,0,Feb 03 04:19 PM
CHRISTMANN JOHN J,CEO and President,2022-02-01,Option Exercise,0,45957,0,Feb 03 04:17 PM
Riney Stephen J,Executive Vice Pres & CFO,2022-02-01,Option Exercise,0,19653,0,Feb 03 04:08 PM
Bretches D. Clay,"Exec. VP, Operations",2022-02-01,Option Exercise,0,8343,0,Feb 03 04:06 PM
Pursell David A,Exec. Vice Pres - Development,2022-02-01,Option Exercise,0,13349,0,Feb 03 04:04 PM
LANNIE P ANTHONY,Exec. Vice Pres & Gen Counsel,2022-02-01,Option Exercise,0,12370,0,Feb 03 04:02 PM
Riney Stephen J,Executive Vice Pres & CFO,2022-01-28,Option Exercise,0,43436,0,Feb 01 11:57 AM
Hoyt Rebecca A,"Sr. VP, Chief Acct Officer",2022-01-28,Option Exercise,0,15860,0,Feb 01 11:55 AM
LANNIE P ANTHONY,Exec. Vice Pres & Gen Counsel,2022-01-28,Option Exercise,0,28128,0,Feb 01 11:53 AM
Bretches D. Clay,"Exec. VP, Operations",2022-01-28,Option Exercise,0,5976,0,Feb 01 11:52 AM
Pursell David A,Exec. Vice Pres - Development,2022-01-28,Option Exercise,0,23902,0,Feb 01 11:50 AM
CHRISTMANN JOHN J,CEO and President,2022-01-28,Option Exercise,0,107198,0,Feb 01 11:48 AM
Bretches D. Clay,"Exec. VP, Operations",2022-01-15,Option Exercise,0,8586,0,Jan 18 02:03 PM
CHRISTMANN JOHN J,CEO and President,2022-01-03,Option Exercise,0,56232,0,Jan 05 07:36 PM
Riney Stephen J,Executive Vice Pres & CFO,2022-01-03,Option Exercise,0,23435,0,Jan 05 07:34 PM
Pursell David A,Exec. Vice Pres - Development,2022-01-03,Option Exercise,0,14493,0,Jan 05 07:26 PM
LANNIE P ANTHONY,Exec. Vice Pres & Gen Counsel,2022-01-03,Option Exercise,0,14951,0,Jan 05 07:19 PM
Bretches D. Clay,"Exec. VP, Operations",2022-01-03,Option Exercise,0,5255,0,Jan 05 07:06 PM
Hoyt Rebecca A,"Sr. VP, Chief Acct Officer",2022-01-03,Option Exercise,0,8475,0,Jan 05 07:02 PM
LANNIE P ANTHONY,Exec. Vice Pres & Gen Counsel,2022-01-01,Option Exercise,0,3355,0,Jan 04 04:53 PM
Pursell David A,Exec. Vice Pres - Development,2022-01-01,Option Exercise,0,36038,0,Jan 04 04:51 PM
Hoyt Rebecca A,"Sr. VP, Chief Acct Officer",2022-01-01,Option Exercise,0,1948,0,Jan 04 04:49 PM
Riney Stephen J,Executive Vice Pres & CFO,2022-01-01,Option Exercise,0,4775,0,Jan 04 04:47 PM
CHRISTMANN JOHN J,CEO and President,2022-01-01,Option Exercise,0,13167,0,Jan 04 04:45 PM
Joung Chansoo,Director,2021-08-10,Sale,19.06,20000,381178,Aug 12 05:53 PM
Hoyt Rebecca A,"Sr. VP, Chief Acct Officer",2021-07-15,Option Exercise,0,466,0,Jul 19 04:41 PM
