Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Dorchak Glenda,Director,2022-06-02,Sale,256.18,800,204944,Jun 02 05:00 PM
Emswiler Shane,"SVP, Products",2022-03-04,Sale,311.84,3471,1082397,Mar 07 06:00 PM
Emswiler Shane,"SVP, Products",2022-02-18,Sale,309.58,5989,1854066,Feb 18 06:00 PM
MAHONEY RICHARD S.,"SVP, World Sales & Cust. Exc.",2022-01-04,Sale,389.83,9512,3708109,Jan 05 05:00 PM
SHIELDS MARIA T,"SVP, Administration",2022-01-03,Option Exercise,67.44,18000,1213920,Jan 04 09:00 PM
SHIELDS MARIA T,"SVP, Administration",2022-01-03,Sale,394.02,18000,7092347,Jan 04 09:00 PM
LEE JANET,"VP, GC and Secretary",2021-10-25,Sale,370,2899,1072630,Oct 26 08:08 PM
Emswiler Shane,"SVP, Products",2021-10-05,Sale,335.65,436,146343,Oct 06 04:30 PM
Dorchak Glenda,Director,2021-09-01,Sale,369.64,700,258745,Sep 02 06:59 PM
Dorchak Glenda,Director,2021-08-31,Sale,364.98,300,109495,Sep 01 04:15 PM
Gopal Ajei,President and CEO,2021-08-10,Sale,364.07,63726,23200623,Aug 11 07:27 PM
GALLIMORE ALEC D.,Director,2021-07-09,Sale,351.84,625,219900,Jul 12 05:02 PM
