Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Behr Allen C,Executive Vice President,2022-07-26,Sale,122.57,4353,533542,Jul 27 12:50 PM
Behr Allen C,Executive Vice President,2022-07-25,Sale,122.17,3407,416233,Jul 26 12:42 PM
Topalian Leon J,President and CEO,2022-06-17,Option Exercise,48,28768,1380864,Jun 21 03:11 PM
Topalian Leon J,President and CEO,2022-06-17,Sale,112.61,48768,5491919,Jun 21 03:11 PM
Needham Daniel R.,Executive Vice President,2022-04-26,Sale,160,4000,640000,Apr 27 01:52 PM
Keller Michael D,Vice Pres. and Corp. Contro,2022-03-25,Sale,154.58,3600,556474,Mar 28 01:28 PM
Utermark D. Chad,Executive Vice President,2022-03-24,Sale,152.87,2945,450196,Mar 25 11:18 AM
QUERY KENNETH REX,Executive Vice President,2022-03-24,Sale,153.69,4000,614742,Mar 25 11:15 AM
Topalian Leon J,President and CEO,2022-03-23,Option Exercise,65.8,16589,1091556,Mar 24 01:34 PM
Topalian Leon J,President and CEO,2022-03-23,Sale,148.28,16589,2459734,Mar 24 01:34 PM
SLATE MARYEMILY,Executive Vice President,2022-03-23,Sale,146.03,4436,647805,Mar 24 01:32 PM
Behr Allen C,Executive Vice President,2022-03-21,Sale,143.4,3014,432204,Mar 23 09:21 AM
Topalian Leon J,President and CEO,2021-12-17,Sale,115.62,8000,925000,Dec 20 03:49 PM
Keller Michael D,Vice Pres. and Corp. Contro,2021-08-13,Sale,127.4,3431,437109,Aug 16 02:53 PM
SLATE MARYEMILY,Executive Vice President,2021-08-12,Sale,123,5169,635787,Aug 16 03:16 PM
Behr Allen C,Executive Vice President,2021-08-11,Sale,123.28,6103,752370,Aug 12 12:55 PM
Frias James D,"CFO, Treasurer and EVP",2021-08-10,Option Exercise,48.28,58000,2800150,Aug 12 12:54 PM
Frias James D,"CFO, Treasurer and EVP",2021-08-10,Sale,112.09,58000,6501127,Aug 12 12:54 PM
QUERY KENNETH REX,Executive Vice President,2021-08-05,Sale,101.88,3792,386311,Aug 09 01:31 PM
Sumoski David A,Chief Operating Officer,2021-08-04,Option Exercise,59.07,47581,2810610,Aug 05 02:38 PM
Sumoski David A,Chief Operating Officer,2021-08-04,Sale,105.8,47581,5033879,Aug 05 02:38 PM
Utermark D. Chad,Executive Vice President,2021-08-03,Option Exercise,59.07,47581,2810610,Aug 04 10:58 AM
Utermark D. Chad,Executive Vice President,2021-08-03,Sale,105.15,47581,5003142,Aug 04 10:58 AM
Needham Daniel R.,Executive Vice President,2021-07-29,Sale,101,3171,320271,Aug 02 01:14 PM
Topalian Leon J,President and CEO,2021-07-26,Sale,96.76,12000,1161073,Jul 28 08:47 AM
Frias James D,"CFO, Treasurer and EVP",2021-07-26,Sale,96.63,5736,554276,Jul 28 08:46 AM
