Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Vitalone Britt J.,EVP & CFO,2022-05-21,Option Exercise,0,3117,0,May 24 04:40 PM
Faber Tracy,EVP & Chief HR Officer,2022-05-21,Option Exercise,0,1895,0,May 24 04:39 PM
TYLER BRIAN S.,Chief Executive Officer,2022-05-17,Option Exercise,159,8678,1379802,May 18 05:39 PM
TYLER BRIAN S.,Chief Executive Officer,2022-05-17,Sale,331.43,8678,2876150,May 18 05:39 PM
TYLER BRIAN S.,Chief Executive Officer,2022-05-13,Option Exercise,237.86,5438,1293483,May 16 06:50 PM
TYLER BRIAN S.,Chief Executive Officer,2022-05-13,Sale,322.97,5438,1756311,May 16 06:50 PM
TYLER BRIAN S.,Chief Executive Officer,2022-05-11,Option Exercise,159,8678,1379802,May 12 03:31 PM
TYLER BRIAN S.,Chief Executive Officer,2022-05-11,Sale,331.45,8678,2876323,May 12 03:31 PM
TYLER BRIAN S.,Chief Executive Officer,2022-05-09,Option Exercise,237.86,5438,1293483,May 11 06:11 PM
TYLER BRIAN S.,Chief Executive Officer,2022-05-09,Sale,330.93,5438,1799597,May 11 06:11 PM
TYLER BRIAN S.,Chief Executive Officer,2022-04-29,Option Exercise,237.86,5438,1293483,May 02 11:56 AM
TYLER BRIAN S.,Chief Executive Officer,2022-04-29,Sale,319.36,5438,1736680,May 02 11:56 AM
TYLER BRIAN S.,Chief Executive Officer,2022-04-18,Option Exercise,237.86,5438,1293483,Apr 20 02:52 PM
TYLER BRIAN S.,Chief Executive Officer,2022-04-18,Sale,323.25,5438,1757834,Apr 20 02:52 PM
Flores Nancy,"EVP, CIO & CTO",2022-04-07,Sale,311.09,3298,1025975,Apr 08 06:40 PM
Vitalone Britt J.,EVP & CFO,2022-03-10,Option Exercise,144.43,6324,913375,Mar 14 05:58 PM
Vitalone Britt J.,EVP & CFO,2022-02-08,Option Exercise,237.86,2712,645076,Feb 10 05:53 PM
Faber Tracy,EVP & Chief HR Officer,2022-02-07,Option Exercise,237.86,2034,483807,Feb 09 03:39 PM
Flores Nancy,"EVP, CIO & CTO",2022-02-07,Option Exercise,0,5438,0,Feb 09 03:40 PM
Faber Tracy,EVP & Chief HR Officer,2022-02-07,Sale,265.23,2034,539472,Feb 09 03:39 PM
Emerson Kevin,"SVP, Controller & CAO",2022-02-02,Sale,256.17,25,6404,Feb 03 02:31 PM
Schechter Lori A.,"EVP, Chief Legal Officer & GC",2021-12-29,Option Exercise,237.86,15842,3768178,Dec 30 01:04 PM
Schechter Lori A.,"EVP, Chief Legal Officer & GC",2021-12-29,Sale,250,15842,3960500,Dec 30 01:04 PM
Faber Tracy,EVP & Chief HR Officer,2021-11-22,Sale,222.92,8426,1878299,Nov 23 01:25 PM
Schechter Lori A.,"EVP, Chief Legal Officer & GC",2021-11-10,Sale,220.01,10249,2254882,Nov 12 10:18 AM
TYLER BRIAN S.,Chief Executive Officer,2021-11-10,Sale,220.05,12288,2703937,Nov 12 10:19 AM
Vitalone Britt J.,EVP & CFO,2021-11-09,Option Exercise,0,19112,0,Nov 12 08:59 AM
Schechter Lori A.,"EVP, Chief Legal Officer & GC",2021-11-09,Option Exercise,0,19112,0,Nov 12 10:18 AM
TYLER BRIAN S.,Chief Executive Officer,2021-11-09,Option Exercise,0,20772,0,Nov 12 10:19 AM
Faber Tracy,EVP & Chief HR Officer,2021-11-04,Option Exercise,0,901,0,Nov 08 12:06 PM
Schechter Lori A.,"EVP, Chief Legal Officer & GC",2021-11-03,Option Exercise,144.43,5488,792632,Nov 04 05:11 PM
Schechter Lori A.,"EVP, Chief Legal Officer & GC",2021-11-03,Sale,225,5488,1234800,Nov 04 05:11 PM
Schechter Lori A.,"EVP, Chief Legal Officer & GC",2021-11-02,Option Exercise,172.47,48924,8437820,Nov 04 05:11 PM
TYLER BRIAN S.,Chief Executive Officer,2021-11-02,Sale,220,6214,1367080,Nov 04 05:10 PM
Schechter Lori A.,"EVP, Chief Legal Officer & GC",2021-11-02,Sale,217.82,48924,10656752,Nov 04 05:11 PM
Vitalone Britt J.,EVP & CFO,2021-11-02,Sale,216,1095,236520,Nov 04 05:06 PM
Emerson Kevin,"SVP, Controller & CAO",2021-11-02,Sale,216,9,1944,Nov 04 05:03 PM
Vitalone Britt J.,EVP & CFO,2021-10-25,Option Exercise,159,1447,230073,Oct 27 01:34 PM
Vitalone Britt J.,EVP & CFO,2021-10-25,Sale,210,8022,1684620,Oct 27 01:34 PM
Vitalone Britt J.,EVP & CFO,2021-09-13,Option Exercise,182.84,7839,1433265,Sep 15 12:30 PM
Vitalone Britt J.,EVP & CFO,2021-09-13,Sale,203.75,22085,4499817,Sep 15 12:30 PM
Schechter Lori A.,"EVP, Chief Legal Officer & GC",2021-08-03,Option Exercise,191.81,14419,2765708,Aug 04 01:10 PM
Schechter Lori A.,"EVP, Chief Legal Officer & GC",2021-08-03,Sale,203.03,14419,2927490,Aug 04 01:10 PM
TYLER BRIAN S.,Chief Executive Officer,2021-08-02,Option Exercise,191.81,1467,281385,Aug 03 03:19 PM
TYLER BRIAN S.,Chief Executive Officer,2021-08-02,Sale,203.84,1467,299033,Aug 03 03:19 PM
Vitalone Britt J.,EVP & CFO,2021-07-30,Option Exercise,191.81,3000,575430,Aug 03 03:18 PM
