Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
VON STAATS AARON C,"EVP, GC and Secretary",2022-08-01,Sale,122.59,1000,122594,Aug 02 04:07 PM
HEPPELMANN JAMES E,President and CEO,2022-08-01,Sale,122.52,5000,612591,Aug 02 04:06 PM
Moret Blake D.,Director,2022-08-01,Sale,122.18,58000,7086676,Aug 02 04:03 PM
Kniker Catherine,Chief Strategy Officer,2022-08-01,Sale,122.32,107,13088,Aug 01 04:07 PM
Kniker Catherine,Chief Strategy Officer,2022-07-29,Sale,125.5,124,15562,Jul 29 04:10 PM
Moret Blake D.,Director,2022-07-29,Sale,123.65,58000,7171572,Aug 02 04:03 PM
Moret Blake D.,Director,2022-07-28,Sale,124.68,8000,997451,Jul 29 04:11 PM
Kniker Catherine,Chief Strategy Officer,2022-06-15,Option Exercise,0,1237,0,Jun 16 04:03 PM
Moret Blake D.,Director,2022-06-09,Sale,114.21,50000,5710415,Jun 10 04:06 PM
Moret Blake D.,Director,2022-06-08,Sale,116.62,100000,11662413,Jun 08 05:18 PM
Moret Blake D.,Director,2022-06-07,Sale,117.44,100000,11744165,Jun 08 05:18 PM
Moret Blake D.,Director,2022-06-06,Sale,118.8,101106,12011855,Jun 08 05:18 PM
Kniker Catherine,Chief Strategy Officer,2022-06-03,Sale,118.24,1232,145675,Jun 03 04:14 PM
Moret Blake D.,Director,2022-06-03,Sale,117.99,100000,11799033,Jun 06 04:39 PM
Moret Blake D.,Director,2022-06-02,Sale,118.46,100000,11845501,Jun 06 04:39 PM
Ditullio Michael,"EVP, Velocity",2022-05-15,Option Exercise,0,4833,0,May 16 04:08 PM
HEPPELMANN JAMES E,President and CEO,2022-05-02,Sale,113.75,5000,568737,May 03 04:25 PM
VON STAATS AARON C,"EVP, GC and Secretary",2022-04-29,Sale,116.46,1800,209634,May 03 04:24 PM
Kniker Catherine,Chief Strategy Officer,2022-02-15,Option Exercise,0,1946,0,Mar 03 09:44 PM
Benjamin Mark D,Director,2022-02-10,Option Exercise,0,1296,0,Feb 11 04:16 PM
HEPPELMANN JAMES E,President and CEO,2022-02-01,Sale,116.16,5000,580804,Feb 02 05:14 PM
VON STAATS AARON C,"EVP, GC and Secretary",2022-02-01,Sale,116.27,3741,434970,Feb 02 05:13 PM
CHAFFIN JANICE,Director,2022-01-31,Option Exercise,0,1727,0,Feb 01 04:07 PM
Benjamin Mark D,Director,2022-01-31,Option Exercise,0,1727,0,Feb 01 04:08 PM
HOEHN KLAUS,Director,2022-01-31,Option Exercise,0,1727,0,Feb 01 04:06 PM
Lathan Corinna,Director,2022-01-31,Option Exercise,0,1727,0,Feb 01 04:04 PM
LACY PAUL A,Director,2022-01-31,Option Exercise,0,1727,0,Feb 01 04:05 PM
SCHECHTER ROBERT,Director,2022-01-31,Option Exercise,0,2072,0,Feb 01 04:02 PM
Moret Blake D.,Director,2022-01-31,Option Exercise,0,1727,0,Feb 01 04:03 PM
Talvitie Kristian,"EVP, Chief Financial Officer",2021-11-16,Sale,120.15,12482,1499739,Nov 18 06:44 PM
HEPPELMANN JAMES E,President and CEO,2021-11-16,Sale,121.91,15000,1828669,Nov 18 06:43 PM
VON STAATS AARON C,"EVP, GC and Secretary",2021-11-16,Sale,121.88,7162,872927,Nov 18 06:41 PM
VON STAATS AARON C,"EVP, GC and Secretary",2021-11-15,Option Exercise,0,28615,0,Nov 17 07:56 PM
HEPPELMANN JAMES E,President and CEO,2021-11-15,Option Exercise,0,295077,0,Nov 17 07:51 PM
Talvitie Kristian,"EVP, Chief Financial Officer",2021-11-15,Option Exercise,0,46405,0,Nov 17 08:32 PM
Richardson Troy,"COO, EVP Digital Thread",2021-11-15,Option Exercise,0,22755,0,Nov 17 08:27 PM
Ditullio Michael,"EVP, Velocity",2021-11-15,Option Exercise,0,42633,0,Nov 17 08:01 PM
VON STAATS AARON C,"EVP, GC and Secretary",2021-11-15,Sale,120.24,2141,257432,Nov 17 07:56 PM
SCHECHTER ROBERT,Director,2021-08-03,Sale,132.92,5000,664608,Aug 04 04:03 PM
HEPPELMANN JAMES E,President and CEO,2021-08-02,Sale,133.14,15000,1997069,Aug 04 04:02 PM
VON STAATS AARON C,"EVP, GC and Secretary",2021-07-30,Sale,134.32,1750,235060,Aug 02 04:03 PM
