Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Subramanian Rakesh,"EVP, Chief Revenue Officer",2022-05-09,Sale,53,4315,228689,May 10 04:28 PM
McDonald William Everett,"EVP, GC & Corporate Secretary",2022-05-09,Sale,53,487,25811,May 10 04:21 PM
Jacobs Jeffrey Scott,Head of Acct & Fin Reporting,2022-05-09,Sale,53,163,8639,May 10 04:14 PM
Armstrong Christopher R,"EVP, Chief Operating Officer",2022-05-09,Sale,52.99,1811,95965,May 10 04:07 PM
Heuland Noemie Clemence,"EVP, CFO",2022-05-05,Sale,57.69,3500,201915,May 06 04:40 PM
Turner Leagh Erin,Co-Chief Executive Officer,2022-03-17,Option Exercise,38.63,6000,231780,Mar 18 04:22 PM
Turner Leagh Erin,Co-Chief Executive Officer,2022-03-17,Sale,65,6000,390000,Mar 18 04:22 PM
McDonald William Everett,"EVP, GC & Corporate Secretary",2022-03-09,Sale,62.49,1225,76550,Mar 10 04:19 PM
Korngiebel Joseph B,"EVP, CPTO",2022-03-09,Sale,62.49,5237,327265,Mar 10 04:17 PM
Jacobs Jeffrey Scott,Head of Acct & Fin Reporting,2022-03-09,Sale,62.49,784,48989,Mar 10 04:13 PM
Holdridge Stephen H.,"EVP, Chief Customer Officer",2022-03-09,Sale,62.49,2565,160289,Mar 10 04:11 PM
Heuland Noemie Clemence,"EVP, CFO",2022-03-09,Sale,62.49,592,36997,Mar 10 04:09 PM
Armstrong Christopher R,"EVP, Chief Operating Officer",2022-03-09,Sale,62.49,6861,428744,Mar 10 04:07 PM
McDonald William Everett,"EVP, GC & Corporate Secretary",2022-03-01,Sale,72.85,51,3715,Mar 02 04:13 PM
Armstrong Christopher R,"EVP, Chief Operating Officer",2022-03-01,Sale,72.85,165,12020,Mar 02 04:10 PM
Jacobs Jeffrey Scott,Head of Acct & Fin Reporting,2022-03-01,Sale,72.85,27,1967,Mar 02 04:11 PM
Turner Leagh Erin,Co-Chief Executive Officer,2022-02-15,Option Exercise,38.63,6000,231780,Feb 17 04:08 PM
Turner Leagh Erin,Co-Chief Executive Officer,2022-02-15,Sale,70.86,6000,425177,Feb 17 04:08 PM
Armstrong Christopher R,"EVP, Chief Customer Officer",2022-02-09,Sale,79.48,3891,309257,Feb 11 04:09 PM
Turner Leagh Erin,President and COO,2022-01-18,Option Exercise,49.93,6084,303774,Jan 20 04:16 PM
Turner Leagh Erin,President and COO,2022-01-18,Sale,81.15,6084,493716,Jan 20 04:16 PM
Turner Leagh Erin,President and COO,2021-12-15,Option Exercise,49.93,6500,324545,Dec 17 04:09 PM
Turner Leagh Erin,President and COO,2021-12-15,Sale,102.37,6500,665378,Dec 17 04:09 PM
Ossip David D,Chairman and CEO,2021-12-08,Option Exercise,22,500000,11000000,Dec 10 04:08 PM
Ossip David D,Chairman and CEO,2021-12-08,Sale,105.37,500000,52685000,Dec 10 04:08 PM
Turner Leagh Erin,President and COO,2021-11-15,Option Exercise,49.93,6500,324545,Nov 17 04:12 PM
Turner Leagh Erin,President and COO,2021-11-15,Sale,119.15,6500,774491,Nov 17 04:12 PM
Heuland Noemie Clemence,"EVP, CFO",2021-11-10,Sale,120.77,3237,390932,Nov 12 04:09 PM
HAGERTY THOMAS M,Director,2021-11-09,Sale,122.13,9023,1101961,Nov 10 09:10 PM
HAGERTY THOMAS M,Director,2021-11-09,Sale,122.13,9022,1101840,Nov 10 09:10 PM
