Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
HAGERTY THOMAS M,Director,2021-11-08,Sale,124.24,20977,2606099,Nov 10 09:10 PM
HAGERTY THOMAS M,Director,2021-11-08,Sale,124.24,20978,2606223,Nov 10 09:10 PM
McDonald William Everett,"EVP, GC & Corporate Secretary",2021-11-05,Option Exercise,20.73,8750,181400,Nov 08 04:07 PM
McDonald William Everett,"EVP, GC & Corporate Secretary",2021-11-05,Sale,122.22,8750,1069421,Nov 08 04:07 PM
Turner Leagh Erin,President and COO,2021-10-15,Option Exercise,38.63,7000,270410,Oct 19 04:24 PM
Turner Leagh Erin,President and COO,2021-10-15,Sale,122.64,7000,858473,Oct 19 04:24 PM
Turner Leagh Erin,President and COO,2021-09-15,Option Exercise,38.63,6000,231780,Sep 17 04:06 PM
Turner Leagh Erin,President and COO,2021-09-15,Sale,106.26,6000,637560,Sep 17 04:06 PM
Throop Gerald C,Director,2021-09-09,Sale,112.7,8736,984547,Sep 10 04:05 PM
Jacobs Jeffrey Scott,Head of Acct & Fin Reporting,2021-09-03,Option Exercise,16.82,1000,16820,Sep 07 04:08 PM
Jacobs Jeffrey Scott,Head of Acct & Fin Reporting,2021-09-03,Sale,115,1000,115000,Sep 07 04:08 PM
Korngiebel Joseph B,"EVP, CPTO",2021-08-23,Sale,106.41,10006,1064738,Aug 24 04:14 PM
Jacobs Jeffrey Scott,Head of Acct & Fin Reporting,2021-08-16,Option Exercise,16.82,2000,33640,Aug 18 04:09 PM
Turner Leagh Erin,President and COO,2021-08-16,Option Exercise,38.63,6000,231780,Aug 18 04:14 PM
Turner Leagh Erin,President and COO,2021-08-16,Sale,104.78,6000,628677,Aug 18 04:14 PM
Jacobs Jeffrey Scott,Head of Acct & Fin Reporting,2021-08-16,Sale,104.77,2000,209548,Aug 18 04:09 PM
Ossip David D,Chairman and CEO,2021-08-11,Option Exercise,17.2,750000,12900000,Aug 11 04:16 PM
Ossip David D,Chairman and CEO,2021-08-11,Sale,102.45,750000,76837500,Aug 11 04:16 PM
Turner Leagh Erin,President and COO,2021-07-15,Option Exercise,38.63,6000,231780,Jul 16 04:09 PM
Turner Leagh Erin,President and COO,2021-07-15,Sale,95.55,6000,573324,Jul 16 04:09 PM
