Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Clement David P,Senior Vice President,2022-06-07,Sale,165.23,3377,557985,Jun 08 11:18 AM
Clement David P,Senior Vice President,2022-06-03,Option Exercise,92.02,2800,257656,Jun 08 11:18 AM
Perkins Jerry F Jr,Senior Vice President,2021-11-23,Sale,199.04,493,98127,Nov 23 05:54 PM
Clement David P,Senior Vice President,2021-11-23,Sale,197.71,4000,790840,Nov 23 05:53 PM
Perkins Jerry F Jr,Senior Vice President,2021-11-22,Sale,198.37,2968,588757,Nov 23 05:54 PM
Clement David P,Senior Vice President,2021-11-22,Sale,198.16,2743,543560,Nov 23 05:53 PM
Perkins Jerry F Jr,Senior Vice President,2021-11-19,Option Exercise,55.41,1230,68154,Nov 23 05:54 PM
Clement David P,Senior Vice President,2021-11-19,Option Exercise,73.49,4380,321896,Nov 23 05:53 PM
Teter Jason P,Senior Vice President,2021-11-18,Sale,201.52,1390,280118,Nov 18 04:33 PM
Teter Jason P,Senior Vice President,2021-11-16,Option Exercise,120.02,6168,740300,Nov 18 04:33 PM
Bass Stanley G,Chief Strategy Officer,2021-09-01,Option Exercise,103.35,29000,2997222,Sep 02 05:59 PM
Bass Stanley G,Chief Strategy Officer,2021-09-01,Sale,185.85,17057,3170062,Sep 03 04:19 PM
Bass Stanley G,Chief Strategy Officer,2021-08-31,Sale,185.52,33521,6218817,Sep 02 05:59 PM
Hill J Thomas,"Chairman, President & CEO",2021-08-31,Sale,186.12,23109,4300969,Sep 01 07:56 PM
Hill J Thomas,"Chairman, President & CEO",2021-08-30,Sale,186.48,69558,12971042,Sep 01 07:56 PM
Clement David P,Senior Vice President,2021-08-24,Sale,184.34,3716,685007,Aug 26 04:48 PM
Clement David P,Senior Vice President,2021-08-20,Option Exercise,66,3600,237600,Aug 24 07:40 PM
