Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Nadella Satya,Chief Executive Officer,2022-03-01,Sale,296.52,7931,2351736,Mar 02 06:20 PM
SMITH BRADFORD L,President and Vice Chair,2022-02-08,Sale,304.64,27860,8487170,Feb 09 06:16 PM
Walmsley Emma N,Director,2022-01-31,Buy,311.53,1600,498445,Feb 01 06:15 PM
Walmsley Emma N,Director,2022-01-28,Buy,295.48,1700,502317,Feb 01 06:15 PM
List Teri,Director,2021-12-07,Sale,334.9,1650,552578,Dec 08 05:59 PM
Nadella Satya,Chief Executive Officer,2021-11-23,Sale,335.91,419292,140844874,Nov 24 06:02 PM
Nadella Satya,Chief Executive Officer,2021-11-22,Sale,344.61,419292,144493661,Nov 24 06:02 PM
Althoff Judson,"EVP, Chief Commercial Officer",2021-11-02,Sale,332.28,54757,18194837,Nov 03 06:13 PM
SMITH BRADFORD L,President and Vice Chair,2021-11-01,Sale,328.6,55000,18073050,Nov 02 06:03 PM
Hogan Kathleen T,"EVP, Human Resources",2021-09-10,Sale,298.68,20000,5973540,Sep 13 06:05 PM
Capossela Christopher C,"EVP, Chief Marketing Officer",2021-09-10,Sale,298.82,10000,2988176,Sep 13 06:03 PM
Nadella Satya,Chief Executive Officer,2021-09-01,Sale,303.28,75573,22920037,Sep 01 08:12 PM
Hood Amy,"EVP, Chief Financial Officer",2021-09-01,Sale,303.08,60000,18184980,Sep 03 06:05 PM
