Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Hiebler Jessica M,Principal Accounting Officer,2022-05-02,Option Exercise,68.91,3120,214999,May 03 01:03 PM
Hiebler Jessica M,Principal Accounting Officer,2022-05-02,Sale,125,730,91253,May 03 01:03 PM
Stromberg William J,Non-Executive COB,2022-03-07,Option Exercise,79.71,1254,99961,Mar 08 10:33 AM
Hiebler Jessica M,Principal Accounting Officer,2022-02-28,Sale,143.65,1260,180999,Mar 01 02:36 PM
Thomson Andrew Justin Mackenzi,Vice President,2022-02-22,Option Exercise,58.17,11891,691672,Feb 23 09:37 AM
Thomson Andrew Justin Mackenzi,Vice President,2022-02-22,Sale,142.92,8216,1174250,Feb 23 09:37 AM
McCormick Andrew C.,Vice President,2022-02-08,Option Exercise,58.17,1585,92196,Feb 09 11:00 AM
Jackson Stephon A.,Vice President,2022-02-07,Option Exercise,58.17,3696,214988,Feb 08 01:32 PM
Stromberg William J,CEO,2021-12-28,Sale,199.58,15000,2993680,Dec 29 11:14 AM
Higginbotham Robert C.T.,Vice President,2021-12-10,Sale,196.28,7292,1431281,Dec 14 01:30 PM
Thomson Andrew Justin Mackenzi,Vice President,2021-12-10,Sale,196.28,7347,1442074,Dec 14 01:29 PM
Jackson Stephon A.,Vice President,2021-09-07,Option Exercise,47.82,3698,176834,Sep 09 09:27 AM
Page Sebastien,Vice President,2021-09-02,Sale,220.95,7667,1694003,Sep 03 12:19 PM
Veiel Eric L,Vice President,2021-08-31,Option Exercise,74.84,35984,2692908,Sep 01 01:06 PM
Stromberg William J,CEO,2021-08-05,Sale,211.17,8000,1689398,Aug 06 02:46 PM
Hiebler Jessica M,Principal Accounting Officer,2021-08-03,Sale,207.7,1150,238860,Aug 05 07:20 AM
