Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Abbaszadeh Sia,See Remarks,2022-03-07,Option Exercise,20.2,50000,1010128,Mar 09 05:30 PM
Abbaszadeh Sia,See Remarks,2022-03-07,Sale,45.69,50000,2284340,Mar 09 05:30 PM
Kendall-Jones Nicholas J,See Remarks,2022-03-02,Sale,50.88,6000,305287,Mar 04 06:53 PM
Schiesl Andrew R,See Remarks,2022-02-25,Sale,50.09,33105,1658203,Feb 25 09:38 PM
Scheske Michael J,"VP, Corporate Controller",2021-12-09,Option Exercise,11.43,6972,79690,Dec 13 07:05 PM
Scheske Michael J,"VP, Corporate Controller",2021-12-09,Sale,59.98,6972,418181,Dec 13 07:05 PM
Abbaszadeh Sia,See Remarks,2021-11-15,Option Exercise,10.61,5000,53050,Nov 17 09:59 PM
Abbaszadeh Sia,See Remarks,2021-11-15,Sale,58.59,5000,292950,Nov 17 09:59 PM
Reynal Vicente,See Remarks,2021-09-10,Option Exercise,10.61,30000,318300,Sep 14 06:27 PM
Reynal Vicente,See Remarks,2021-09-10,Sale,55,30000,1650000,Sep 14 06:27 PM
Gillespie Gary E,See Remarks,2021-08-27,Option Exercise,8.16,54975,448596,Aug 31 05:53 PM
Gillespie Gary E,See Remarks,2021-08-27,Sale,52.88,54975,2906803,Aug 31 05:53 PM
Abbaszadeh Sia,See Remarks,2021-08-05,Option Exercise,10.61,45000,477450,Aug 06 07:11 PM
Abbaszadeh Sia,See Remarks,2021-08-05,Sale,50.89,45000,2289915,Aug 06 07:11 PM
