Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Filliol Olivier A,Director,2022-05-31,Option Exercise,244.99,9570,2344554,Jun 02 09:13 AM
Filliol Olivier A,Director,2022-05-31,Sale,1287.11,9570,12317597,Jun 02 09:13 AM
SPOERRY ROBERT F,Director,2022-05-27,Option Exercise,244.99,2290,561027,Jun 01 11:53 AM
Chu Wah-Hui,Director,2022-05-27,Option Exercise,169.37,300,50811,Jun 01 11:56 AM
Aggersbjerg Peter,Head of Divisions,2022-05-27,Option Exercise,772.89,1797,1388887,Jun 01 11:55 AM
Aggersbjerg Peter,Head of Divisions,2022-05-27,Sale,1300,1797,2336100,Jun 01 11:55 AM
Chu Wah-Hui,Director,2022-05-27,Sale,1308,56,73248,Jun 01 11:56 AM
SPOERRY ROBERT F,Director,2022-05-27,Sale,1304.37,2290,2987000,Jun 01 11:53 AM
Vadala Shawn,Chief Financial Officer,2022-05-26,Option Exercise,263.62,400,105448,May 31 10:48 AM
Vadala Shawn,Chief Financial Officer,2022-05-26,Sale,1259,400,503600,May 31 10:48 AM
Filliol Olivier A,Director,2022-05-23,Option Exercise,244.99,12500,3062375,May 25 11:42 AM
Vadala Shawn,Chief Financial Officer,2022-05-23,Option Exercise,244.99,400,97996,May 25 11:43 AM
Vadala Shawn,Chief Financial Officer,2022-05-23,Sale,1245,400,498000,May 25 11:43 AM
Filliol Olivier A,Director,2022-05-23,Sale,1243.32,12500,15541447,May 25 11:42 AM
Chu Wah-Hui,Director,2022-05-19,Option Exercise,169.37,500,84685,May 23 01:01 PM
Chu Wah-Hui,Director,2022-05-19,Sale,1228,100,122800,May 23 01:01 PM
Filliol Olivier A,Director,2022-05-19,Sale,1217.3,4874,5933113,May 23 12:59 PM
Filliol Olivier A,Director,2022-05-16,Option Exercise,244.99,12500,3062375,May 18 11:27 AM
Filliol Olivier A,Director,2022-05-16,Sale,1237.68,12500,15470950,May 18 11:27 AM
Magloth Christian,Head of Human Resources,2022-05-13,Option Exercise,244.99,910,222941,May 17 10:10 AM
Chu Wah-Hui,Director,2022-05-13,Option Exercise,169.37,300,50811,May 16 11:08 AM
Chu Wah-Hui,Director,2022-05-13,Sale,1268,300,380400,May 16 11:08 AM
Magloth Christian,Head of Human Resources,2022-05-13,Sale,1251.59,910,1138947,May 17 10:10 AM
Chu Wah-Hui,Director,2022-05-12,Option Exercise,169.37,308,52166,May 16 11:08 AM
Keller Gerry,Head of Process Analytics,2022-05-12,Option Exercise,595.31,948,564354,May 16 11:07 AM
Keller Gerry,Head of Process Analytics,2022-05-12,Sale,1195.6,948,1133429,May 16 11:07 AM
Chu Wah-Hui,Director,2022-05-12,Sale,1208,64,77312,May 16 11:08 AM
Aggersbjerg Peter,Head of Divisions,2022-03-04,Option Exercise,595.31,1000,595310,Mar 07 11:13 AM
Aggersbjerg Peter,Head of Divisions,2022-03-04,Sale,1386.53,1000,1386530,Mar 07 11:13 AM
Filliol Olivier A,Director,2022-03-02,Option Exercise,244.99,12500,3062375,Mar 04 09:52 AM
Filliol Olivier A,Director,2022-03-02,Sale,1390.27,12500,17378401,Mar 04 09:52 AM
Magloth Christian,Head of Human Resources,2022-02-28,Option Exercise,244.99,1500,367485,Mar 02 11:18 AM
Magloth Christian,Head of Human Resources,2022-02-28,Sale,1421.12,1500,2131675,Mar 02 11:18 AM
Vadala Shawn,Chief Financial Officer,2022-02-25,Option Exercise,254.31,800,203444,Mar 01 10:13 AM
