Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
SEGAL NED D.,Chief Financial Officer,2022-07-12,Sale,32.76,5000,163800,Jul 14 06:36 PM
Caldwell Nick V.,General Manager of Core Tech,2022-07-07,Sale,38.38,10921,419115,Jul 11 07:19 PM
SEGAL NED D.,Chief Financial Officer,2022-06-14,Sale,38,5000,190000,Jun 16 07:10 PM
Caldwell Nick V.,General Manager of Core Tech,2022-06-06,Sale,38.02,15467,588066,Jun 08 07:12 PM
Falck Bruce,General Manager of Revenue,2022-05-20,Option Exercise,0,30189,0,May 24 06:41 PM
SAUD H R H PRINCE ALWALEED BIN,Possible member of 10% group,2022-05-18,Sale,37.27,490000,18262300,May 18 08:19 PM
SAUD H R H PRINCE ALWALEED BIN,Possible member of 10% group,2022-05-13,Buy,40.73,490000,19957700,May 18 08:19 PM
SEGAL NED D.,Chief Financial Officer,2022-05-10,Sale,47.85,5000,239254,May 12 07:25 PM
Kaiden Robert,Chief Accounting Officer,2022-05-05,Sale,50.5,17695,893598,May 06 06:38 PM
Beykpour Kayvon,General Manager of Consumer,2022-05-04,Sale,48.65,14877,723766,May 06 06:38 PM
Falck Bruce,General Manager of Revenue,2022-05-04,Sale,48.89,20069,981199,May 06 06:51 PM
SEGAL NED D.,Chief Financial Officer,2022-04-12,Sale,47.14,5000,235700,Apr 14 06:32 PM
SEGAL NED D.,Chief Financial Officer,2022-03-08,Sale,32.27,5000,161350,Mar 10 06:08 PM
SEGAL NED D.,Chief Financial Officer,2022-02-08,Sale,35.35,5000,176750,Feb 11 09:08 PM
Kaiden Robert,Chief Accounting Officer,2022-02-01,Sale,37.04,5614,207926,Feb 03 07:03 PM
SEGAL NED D.,Chief Financial Officer,2022-01-11,Sale,39.79,5000,198950,Jan 11 06:50 PM
Montano Michael,Engineering Lead,2021-12-31,Option Exercise,0,30192,0,Jan 04 09:10 PM
Montano Michael,Engineering Lead,2021-12-20,Sale,42.3,4500,190350,Dec 21 06:27 PM
Gadde Vijaya,Chief Legal Officer,2021-12-15,Sale,44,796,35024,Dec 16 07:07 PM
SEGAL NED D.,Chief Financial Officer,2021-12-14,Sale,44.04,5000,220200,Dec 16 07:05 PM
"SLTA V (GP), L.L.C.",Director,2021-12-07,Buy,45.71,700000,32000481,Dec 08 08:39 PM
"SLTA V (GP), L.L.C.",Director,2021-12-06,Buy,43.94,1400000,61511421,Dec 08 08:39 PM
Montano Michael,Engineering Lead,2021-12-06,Sale,41.9,4500,188550,Dec 07 06:53 PM
Montano Michael,Engineering Lead,2021-11-22,Sale,48.51,4500,218295,Nov 23 06:36 PM
Gadde Vijaya,Chief Legal Officer,2021-11-15,Sale,52.61,14471,761319,Nov 17 06:15 PM
SEGAL NED D.,Chief Financial Officer,2021-11-09,Sale,54.4,5000,272000,Nov 12 07:04 PM
Kaiden Robert,Chief Accounting Officer,2021-11-05,Sale,53.35,10637,567478,Nov 09 07:29 PM
Montano Michael,Engineering Lead,2021-11-05,Sale,54.11,4500,243495,Nov 09 07:30 PM
Kaiden Robert,Chief Accounting Officer,2021-11-01,Sale,54.26,10198,553318,Nov 03 08:09 PM
Personette Sarah,Customers Lead,2021-11-01,Sale,54.2,14586,790628,Nov 03 08:08 PM
Montano Michael,Engineering Lead,2021-10-20,Sale,66.74,4500,300330,Oct 25 06:43 AM
Gadde Vijaya,Chief Legal Officer,2021-10-15,Sale,63.21,2388,150945,Oct 19 08:45 PM
SEGAL NED D.,Chief Financial Officer,2021-10-12,Sale,61.86,5000,309300,Oct 12 07:15 PM
Personette Sarah,Customers Lead,2021-10-08,Sale,63.9,15485,989485,Oct 12 07:16 PM
Montano Michael,Engineering Lead,2021-10-05,Sale,59.09,4500,265905,Oct 07 06:55 PM
Montano Michael,Engineering Lead,2021-09-20,Sale,61.02,4500,274590,Sep 22 07:57 PM
Gadde Vijaya,Chief Legal Officer,2021-09-15,Sale,59.86,2388,142946,Sep 16 07:41 PM
SEGAL NED D.,Chief Financial Officer,2021-09-14,Sale,59.99,5000,299950,Sep 16 07:41 PM
Montano Michael,Engineering Lead,2021-09-07,Sale,64.8,4500,291600,Sep 09 06:40 PM
Montano Michael,Engineering Lead,2021-08-23,Sale,63.21,4500,284445,Aug 25 07:13 PM
Gadde Vijaya,Chief Legal Officer,2021-08-16,Sale,64.5,14470,933315,Aug 18 07:48 PM
SEGAL NED D.,Chief Financial Officer,2021-08-10,Sale,67.15,7000,470050,Aug 12 07:13 PM
Kaiden Robert,Chief Accounting Officer,2021-08-05,Sale,69.04,11603,801106,Aug 06 07:32 PM
Derella Matthew,Customers Lead,2021-08-04,Sale,68.59,18382,1260777,Aug 06 07:32 PM
Kaiden Robert,Chief Accounting Officer,2021-08-02,Sale,69,10446,720768,Aug 03 07:38 PM
Gadde Vijaya,Chief Legal Officer,2021-07-15,Sale,70.13,2388,167470,Jul 15 07:57 PM
SEGAL NED D.,Chief Financial Officer,2021-07-13,Sale,69.51,7000,486543,Jul 15 07:58 PM
