Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Zamiska Gene M.,SVP & Princ. Acctg Officer,2022-05-04,Sale,63,4776,300888,May 06 04:49 PM
Goeckeler David,Chief Executive Officer,2022-03-09,Option Exercise,0,1246,0,Mar 10 04:55 PM
Sivaram Srinivasan,"President, Tech & Strategy",2022-02-15,Option Exercise,40.63,11380,462369,Feb 17 04:43 PM
Sivaram Srinivasan,"President, Tech & Strategy",2022-02-15,Sale,53.37,11380,607385,Feb 17 04:43 PM
Price Paula A,Director,2022-01-31,Sale,51.82,4150,215054,Feb 01 07:55 PM
Zamiska Gene M.,SVP & Princ. Acctg Officer,2021-11-02,Sale,55,2607,143385,Nov 03 06:47 PM
RAY MICHAEL CHARLES,"EVP, Chief Legal Officer & Sec",2021-09-04,Option Exercise,0,183,0,Sep 07 06:55 PM
Sivaram Srinivasan,"President, Tech & Strategy",2021-09-04,Option Exercise,0,234,0,Sep 07 06:55 PM
EULAU ROBERT K,EVP & CFO,2021-09-04,Option Exercise,0,234,0,Sep 07 06:54 PM
Hunkler Sean,"EVP, Global Operations",2021-09-04,Option Exercise,0,112,0,Sep 07 06:55 PM
Hunkler Sean,"EVP, Global Operations",2021-08-30,Option Exercise,0,1246,0,Aug 31 07:31 PM
RAY MICHAEL CHARLES,"EVP, Chief Legal Officer & Sec",2021-08-30,Option Exercise,0,743,0,Aug 31 07:31 PM
Sivaram Srinivasan,"President, Tech & Strategy",2021-08-30,Option Exercise,0,1153,0,Aug 31 07:31 PM
Zamiska Gene M.,SVP & Princ. Acctg Officer,2021-08-12,Option Exercise,0,107,0,Aug 13 05:34 PM
Sundberg Lori S,EVP & Chief Human Res Officer,2021-08-06,Sale,67.92,3380,229570,Aug 10 06:02 PM
Sivaram Srinivasan,"President, Tech & Strategy",2021-08-02,Option Exercise,0,282,0,Aug 04 06:14 PM
RAY MICHAEL CHARLES,"EVP, Chief Legal Officer & Sec",2021-08-02,Option Exercise,0,282,0,Aug 04 06:13 PM
