Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",2022-07-28,Sale,400,794,317600,Jul 28 05:55 PM
Belsky Scott,"EVP, CPO, Creative Cloud",2022-07-26,Sale,393.58,2711,1066995,Jul 28 05:54 PM
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",2022-07-24,Option Exercise,0,1572,0,Jul 26 05:19 PM
NARAYEN SHANTANU,Chairman and CEO,2022-07-24,Option Exercise,0,5642,0,Jul 26 05:19 PM
Rao Dana,"EVP, Gen. Counsel & Secretary",2022-07-24,Option Exercise,0,1334,0,Jul 26 05:19 PM
Belsky Scott,"EVP, CPO, Creative Cloud",2022-07-24,Option Exercise,0,1874,0,Jul 26 05:18 PM
Chakravarthy Anil,"President, DX",2022-07-24,Option Exercise,0,603,0,Jul 26 05:19 PM
Chen Gloria,"EVP, Chief People Officer",2022-07-24,Option Exercise,0,975,0,Jul 26 05:19 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-07-24,Option Exercise,0,137,0,Jul 26 05:19 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-07-22,Sale,409.75,132,54087,Jul 26 05:19 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-06-15,Option Exercise,0,519,0,Jun 16 04:33 PM
Wadhwani David,"President, Digital Media",2022-06-14,Option Exercise,0,7732,0,Jun 16 04:31 PM
Chen Gloria,"EVP, Chief People Officer",2022-05-30,Option Exercise,0,224,0,May 31 06:54 PM
Durn Daniel,EVP & CFO,2022-05-15,Option Exercise,0,3837,0,May 16 05:50 PM
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",2022-05-02,Sale,400,793,317200,May 03 04:18 PM
WARNOCK JOHN E,Director,2022-04-26,Sale,404.3,5000,2021514,Apr 26 06:10 PM
Belsky Scott,"EVP, CPO, Creative Cloud",2022-04-25,Sale,410.18,2710,1111588,Apr 26 06:10 PM
Belsky Scott,"EVP, CPO, Creative Cloud",2022-04-24,Option Exercise,0,1872,0,Apr 26 06:10 PM
Chakravarthy Anil,"President, DX",2022-04-24,Option Exercise,0,603,0,Apr 26 06:11 PM
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",2022-04-24,Option Exercise,0,1570,0,Apr 26 06:14 PM
NARAYEN SHANTANU,Chairman and CEO,2022-04-24,Option Exercise,0,5640,0,Apr 26 06:14 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-04-24,Option Exercise,0,136,0,Apr 26 06:11 PM
Chen Gloria,"EVP, Chief People Officer",2022-04-24,Option Exercise,0,974,0,Apr 26 06:11 PM
Rao Dana,"EVP, Gen. Counsel & Secretary",2022-04-24,Option Exercise,0,1335,0,Apr 26 06:12 PM
WARNOCK JOHN E,Director,2022-04-14,Option Exercise,0,615,0,Apr 18 07:06 PM
Banse Amy,Director,2022-04-14,Option Exercise,0,615,0,Apr 18 07:05 PM
Biggs M. Brett,Director,2022-04-14,Option Exercise,0,137,0,Apr 18 07:05 PM
Boulden Melanie,Director,2022-04-14,Option Exercise,0,615,0,Apr 18 07:05 PM
CALDERONI FRANK,Director,2022-04-14,Option Exercise,0,615,0,Apr 18 07:05 PM
Desmond Laura,Director,2022-04-14,Option Exercise,0,615,0,Apr 18 07:05 PM
Neumann Spencer Adam,Director,2022-04-14,Option Exercise,0,137,0,Apr 18 07:05 PM
Oberg Kathleen K.,Director,2022-04-14,Option Exercise,0,615,0,Apr 18 07:05 PM
Pandey Dheeraj,Director,2022-04-14,Option Exercise,0,615,0,Apr 18 07:05 PM
Ricks David A,Director,2022-04-14,Option Exercise,0,615,0,Apr 18 07:06 PM
ROSENSWEIG DANIEL,Director,2022-04-14,Option Exercise,0,615,0,Apr 18 07:06 PM
WARNOCK JOHN E,Director,2022-04-14,Sale,432.03,615,265695,Apr 18 07:06 PM
Belsky Scott,"EVP, CPO, Creative Cloud",2022-03-25,Sale,435.44,2750,1197460,Mar 28 04:41 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-03-24,Sale,425.79,463,197141,Mar 28 04:38 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-03-15,Option Exercise,0,2082,0,Mar 16 11:32 AM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-03-02,Option Exercise,0,473,0,Mar 02 06:07 PM
Chen Gloria,"EVP, Chief People Officer",2022-02-28,Option Exercise,0,223,0,Mar 02 06:07 PM
Durn Daniel,EVP & CFO,2022-02-15,Option Exercise,0,3836,0,Feb 16 04:44 PM
Rao Dana,"EVP, Gen. Counsel & Secretary",2022-01-28,Sale,507.25,5300,2688425,Feb 01 05:45 PM
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",2022-01-25,Sale,507.63,10004,5078348,Jan 26 05:12 PM
Parasnis Abhay,"EVP, CTO, Document Cloud",2022-01-24,Option Exercise,0,24072,0,Jan 26 05:13 PM
Rao Dana,"EVP, Gen. Counsel & Secretary",2022-01-24,Option Exercise,0,16300,0,Jan 26 05:13 PM
Chen Gloria,"EVP, Chief People Officer",2022-01-24,Option Exercise,0,9113,0,Jan 26 05:11 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2022-01-24,Option Exercise,0,439,0,Jan 26 05:12 PM
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",2022-01-24,Option Exercise,0,19288,0,Jan 26 05:12 PM
NARAYEN SHANTANU,Chairman and CEO,2022-01-24,Option Exercise,0,165478,0,Jan 26 05:12 PM
Belsky Scott,"EVP, CPO, Creative Cloud",2022-01-24,Option Exercise,0,24072,0,Jan 26 05:11 PM
Chakravarthy Anil,"President, DX",2022-01-24,Option Exercise,0,2413,0,Jan 26 05:11 PM
WARNOCK JOHN E,Director,2022-01-19,Sale,518.73,4000,2074938,Jan 19 05:47 PM
Chakravarthy Anil,"President, DX",2022-01-09,Option Exercise,0,11019,0,Jan 10 05:33 PM
Desmond Laura,Director,2022-01-07,Buy,509.72,491,250273,Jan 10 05:33 PM
Desmond Laura,Director,2022-01-06,Buy,517.63,482,249498,Jan 10 05:33 PM
Chen Gloria,"EVP, Chief People Officer",2021-12-23,Sale,568.96,42,23896,Dec 23 04:46 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2021-12-20,Sale,545.61,474,258619,Dec 21 06:28 PM
Belsky Scott,"EVP, CPO, Creative Cloud",2021-12-20,Sale,545.61,2750,1500428,Dec 21 06:28 PM
Garfield Mark S.,"SVP, CAO & Corp. Controller",2021-12-03,Option Exercise,0,1879,0,Dec 06 04:59 PM
Chen Gloria,"EVP, Chief People Officer",2021-11-30,Option Exercise,0,224,0,Dec 01 05:23 PM
Chen Gloria,"EVP, Chief People Officer",2021-11-24,Sale,654.73,42,27499,Nov 24 07:08 PM
