Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Law Scott A.,Executive Vice President,2022-05-17,Option Exercise,29.02,1327,38510,May 18 05:38 PM
Law Scott A.,Executive Vice President,2022-05-17,Sale,54.16,713,38616,May 18 05:38 PM
SIMMONS HARRIS H,Chairman & CEO,2022-05-06,Option Exercise,40.91,13000,531830,May 09 07:19 PM
Richards Robert Ryan,Controller,2022-05-03,Option Exercise,0,2350,0,May 05 05:49 PM
Richards Robert Ryan,Controller,2022-05-03,Option Exercise,0,2350,0,May 04 05:24 PM
Abbott James R,Senior Vice President,2022-05-02,Buy,57.03,10000,570348,May 03 04:54 PM
Abbott James R,Senior Vice President,2022-04-13,Option Exercise,29.02,3832,111205,Apr 14 05:06 PM
LAURSEN THOMAS E,Executive VP &,2022-02-15,Option Exercise,29.02,6269,181926,Feb 16 05:02 PM
ANDERSON A SCOTT,Exec VP and,2022-02-14,Option Exercise,29.02,17915,519893,Feb 16 04:51 PM
ANDERSON A SCOTT,Exec VP and,2022-02-14,Sale,71.85,30703,2206006,Feb 16 04:51 PM
Forney Alan M,Exec VP & Division CEO,2022-02-10,Option Exercise,29.02,2047,59404,Feb 11 04:50 PM
Forney Alan M,Exec VP & Division CEO,2022-02-10,Sale,74.6,2047,152713,Feb 11 04:50 PM
Forney Alan M,Exec VP & Division CEO,2022-02-04,Option Exercise,29.02,1933,56096,Feb 07 04:52 PM
Forney Alan M,Exec VP & Division CEO,2022-02-04,Sale,70.63,3029,213945,Feb 07 04:52 PM
Robinson Rebecca K,Executive Vice President,2022-02-03,Option Exercise,49.52,11720,580374,Feb 04 04:48 PM
Robinson Rebecca K,Executive Vice President,2022-02-03,Sale,69.52,15120,1051201,Feb 04 04:48 PM
SHIREY TERRY ALAN,Executive Vice President &,2021-11-10,Option Exercise,49.46,8867,438537,Nov 12 07:02 PM
SHIREY TERRY ALAN,Executive Vice President &,2021-11-10,Sale,65.71,8867,582633,Nov 12 07:02 PM
ANDERSON A SCOTT,Exec VP and,2021-11-08,Sale,65.65,1520,99790,Nov 09 04:55 PM
Young Mark Richard,Exec VP,2021-11-03,Option Exercise,55.68,1262,70268,Nov 04 04:21 PM
Young Mark Richard,Exec VP,2021-11-03,Sale,65,1262,82030,Nov 04 04:21 PM
STEPHENS STEVEN DAN,Executive Vice President,2021-11-01,Sale,64.4,8000,515199,Nov 02 07:33 PM
Young Mark Richard,Exec VP,2021-10-29,Option Exercise,55.68,1935,107741,Nov 01 06:38 PM
Young Mark Richard,Exec VP,2021-10-29,Sale,63.07,403,25418,Nov 01 06:38 PM
Maio Keith D,EVP - Chief Risk Officer,2021-10-25,Option Exercise,44,6302,277267,Oct 26 06:08 PM
Maio Keith D,EVP - Chief Risk Officer,2021-10-25,Sale,66.25,11785,780786,Oct 26 06:08 PM
ALEXANDER BRUCE K,Exec VP and,2021-10-25,Sale,66.39,2946,195585,Oct 26 06:06 PM
