Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Meikle Scott Gerald,Senior Vice President,2022-06-01,Option Exercise,176.75,700,123725,Jun 02 03:26 PM
Meikle Scott Gerald,Senior Vice President,2022-06-01,Sale,523.22,700,366254,Jun 02 03:26 PM
Lego Catherine P,Director,2022-04-26,Buy,460.35,1736,799168,Apr 27 05:05 PM
Meikle Scott Gerald,Senior Vice President,2022-04-01,Option Exercise,176.75,700,123725,Apr 05 02:04 PM
Meikle Scott Gerald,Senior Vice President,2022-04-01,Sale,541.22,700,378854,Apr 05 02:04 PM
Gottscho Richard A,Executive Vice President & CTO,2022-03-03,Sale,560.5,537,300988,Mar 04 01:05 PM
Gottscho Richard A,Executive Vice President & CTO,2022-03-02,Sale,541.41,6019,3258747,Mar 03 04:46 PM
ARCHER TIMOTHY,President and CEO,2022-02-09,Option Exercise,0,31864,0,Feb 10 12:24 PM
Gottscho Richard A,Executive Vice President & CTO,2022-02-07,Option Exercise,0,9957,0,Feb 09 06:00 PM
Bettinger Douglas R,Chief Financial Officer & EVP,2022-02-07,Option Exercise,0,11949,0,Feb 09 05:58 PM
LORD PATRICK J,Executive Vice President,2022-02-07,Option Exercise,0,7965,0,Feb 09 05:55 PM
Meikle Scott Gerald,Senior Vice President,2022-02-07,Option Exercise,0,5974,0,Feb 09 05:53 PM
Varadarajan Seshasayee,Senior Vice President,2022-02-07,Option Exercise,0,6970,0,Feb 09 05:50 PM
Vahedi Vahid,Senior Vice President,2022-02-07,Option Exercise,0,6970,0,Feb 09 05:48 PM
Meikle Scott Gerald,Senior Vice President,2022-02-01,Option Exercise,188.7,700,132090,Feb 02 04:38 PM
Meikle Scott Gerald,Senior Vice President,2022-02-01,Sale,590,700,413000,Feb 02 04:38 PM
Varadarajan Seshasayee,Senior Vice President,2022-01-13,Sale,712.5,10000,7125000,Jan 14 02:17 PM
Meikle Scott Gerald,Senior Vice President,2021-12-15,Option Exercise,190.07,500,95035,Dec 16 12:49 PM
Meikle Scott Gerald,Senior Vice President,2021-12-15,Sale,680,500,340000,Dec 16 12:49 PM
ARCHER TIMOTHY,President and CEO,2021-12-01,Sale,700,4383,3068100,Dec 02 05:14 PM
ARCHER TIMOTHY,President and CEO,2021-11-29,Option Exercise,176.75,11329,2002401,Nov 30 04:21 PM
ARCHER TIMOTHY,President and CEO,2021-11-29,Sale,675,11329,7647075,Nov 30 04:21 PM
ARCHER TIMOTHY,President and CEO,2021-11-19,Sale,650,4691,3049150,Nov 22 04:59 PM
ARCHER TIMOTHY,President and CEO,2021-11-11,Option Exercise,145.73,4464,650539,Nov 12 03:12 PM
ARCHER TIMOTHY,President and CEO,2021-11-11,Sale,613.59,4464,2739066,Nov 12 03:12 PM
Vahedi Vahid,Senior Vice President,2021-11-05,Sale,608.07,8357,5081641,Nov 09 03:46 PM
Bettinger Douglas R,Chief Financial Officer & EVP,2021-10-25,Option Exercise,80.6,9303,749822,Oct 27 02:45 PM
Bettinger Douglas R,Chief Financial Officer & EVP,2021-10-25,Sale,555.21,5295,2939837,Oct 27 02:45 PM
Meikle Scott Gerald,Senior Vice President,2021-09-15,Option Exercise,190.7,500,95350,Sep 16 02:18 PM
Meikle Scott Gerald,Senior Vice President,2021-09-15,Sale,603.79,500,301895,Sep 16 02:18 PM
ARCHER TIMOTHY,President and CEO,2021-08-27,Option Exercise,145.73,4464,650539,Aug 30 03:56 PM
ARCHER TIMOTHY,President and CEO,2021-08-27,Sale,600,4464,2678400,Aug 30 03:56 PM
