Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Atkinson Robert D,EVP & COO,2022-07-01,Sale,59.43,3000,178290,Jul 05 04:34 PM
Palmer Thomas Ronald,President & CEO,2022-07-01,Sale,59.43,11000,653730,Jul 05 04:35 PM
Buese Nancy,EVP & CFO,2022-06-30,Sale,61.5,10000,615000,Jul 01 04:47 PM
Gottesfeld Stephen P,EVP and Chief S&EA Officer,2022-06-09,Sale,66.81,4000,267240,Jun 10 04:47 PM
Atkinson Robert D,EVP & COO,2022-06-01,Sale,67.64,3000,202920,Jun 03 04:52 PM
Palmer Thomas Ronald,President & CEO,2022-06-01,Sale,67.64,11000,744040,Jun 03 04:50 PM
Gottesfeld Stephen P,EVP and Chief S&EA Officer,2022-05-12,Sale,66.63,4000,266520,May 13 04:45 PM
Atkinson Robert D,EVP & COO,2022-05-02,Sale,71.2,3000,213600,May 04 07:34 PM
Palmer Thomas Ronald,President & CEO,2022-05-02,Sale,71.2,11000,783200,May 04 05:04 PM
Gottesfeld Stephen P,EVP and Chief S&EA Officer,2022-04-01,Sale,82,8000,656000,Apr 05 04:51 PM
Atkinson Robert D,EVP & COO,2022-04-01,Sale,78.79,3000,236370,Apr 05 04:48 PM
Palmer Thomas Ronald,President & CEO,2022-04-01,Sale,78.79,11000,866690,Apr 05 04:47 PM
Buese Nancy,EVP & CFO,2022-03-30,Sale,79,10000,790000,Apr 01 04:45 PM
Lipson Nancy,EVP & General Counsel,2022-03-30,Sale,79,19866,1569414,Apr 01 04:40 PM
Gehring Dean,EVP & CTO,2022-03-23,Sale,76.98,4477,344639,Mar 25 04:30 PM
Gottesfeld Stephen P,EVP and Chief S&EA Officer,2022-03-09,Sale,73.76,4000,295040,Mar 11 05:30 PM
Rhodes Blake,"SVP, Strategic Development",2022-03-07,Sale,77.91,3000,233737,Mar 09 05:22 PM
Rhodes Blake,"SVP, Strategic Development",2022-03-01,Sale,66.94,500,33470,Mar 02 05:32 PM
Palmer Thomas Ronald,President & CEO,2022-03-01,Sale,66.94,7000,468580,Mar 02 05:30 PM
Atkinson Robert D,EVP & COO,2022-03-01,Sale,66.94,3000,200820,Mar 02 05:29 PM
Gottesfeld Stephen P,EVP and Chief S&EA Officer,2022-02-09,Sale,62.96,4000,251840,Feb 11 04:37 PM
Atkinson Robert D,EVP & COO,2022-02-01,Sale,62,3000,186000,Feb 03 05:45 PM
Palmer Thomas Ronald,President & CEO,2022-02-01,Sale,62,7000,434000,Feb 03 05:46 PM
Rhodes Blake,"SVP, Strategic Development",2022-02-01,Sale,62,500,31000,Feb 03 05:43 PM
Gottesfeld Stephen P,EVP and Chief S&EA Officer,2022-01-12,Sale,61.02,4000,244080,Jan 14 05:08 PM
