Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Mobassaly Robert,SVP General Counsel,2022-07-23,Option Exercise,0,17000,0,Jul 25 04:00 PM
Mobassaly Robert,SVP General Counsel,2022-07-17,Option Exercise,0,3135,0,Jul 18 04:36 PM
Austin Thomas A,GVP Corp Controller & CAO,2022-07-17,Option Exercise,0,3300,0,Jul 18 04:36 PM
Austin Thomas A,GVP Corp Controller & CAO,2022-07-16,Option Exercise,0,4080,0,Jul 18 04:36 PM
Mobassaly Robert,SVP General Counsel,2022-07-16,Option Exercise,0,3195,0,Jul 18 04:36 PM
rahim rami,Chief Executive Officer,2022-06-15,Sale,28.54,5555,158559,Jun 15 05:56 PM
rahim rami,Chief Executive Officer,2022-06-14,Sale,28.38,5555,157643,Jun 15 05:56 PM
rahim rami,Chief Executive Officer,2022-06-13,Sale,28.15,5555,156378,Jun 15 05:56 PM
KRIENS SCOTT,Director,2022-05-10,Option Exercise,0,10761,0,May 12 05:40 PM
DOLCE JAMES A JR,Director,2022-05-10,Option Exercise,0,10761,0,May 12 05:17 PM
Daichendt Gary James,Director,2022-05-10,Option Exercise,0,10761,0,May 12 05:17 PM
Gorjanc Christine Marie,Director,2022-05-10,Option Exercise,0,10761,0,May 12 05:17 PM
DelSanto Anne,Director,2022-05-10,Option Exercise,0,10761,0,May 12 05:17 PM
DENUCCIO KEVIN A,Director,2022-05-10,Option Exercise,0,10761,0,May 12 05:15 PM
HAUGEN JANET BRUTSCHEA,Director,2022-05-10,Option Exercise,0,10761,0,May 12 05:15 PM
STENSRUD WILLIAM,Director,2022-05-10,Option Exercise,0,10761,0,May 12 05:14 PM
Merchant Rahul N,Director,2022-05-10,Option Exercise,0,10761,0,May 12 05:14 PM
Leelanivas Manoj,EVP Chief Operating Officer,2022-05-06,Sale,32.15,8274,266040,May 10 04:24 PM
rahim rami,Chief Executive Officer,2022-05-06,Sale,32.01,5555,177800,May 06 05:53 PM
rahim rami,Chief Executive Officer,2022-05-05,Sale,32.03,5555,177946,May 06 05:53 PM
rahim rami,Chief Executive Officer,2022-05-04,Sale,32.62,5555,181191,May 06 05:53 PM
Miller Kenneth Bradley,EVP CFO,2022-05-02,Sale,31.84,6000,191040,May 03 04:41 PM
Leelanivas Manoj,EVP Chief Operating Officer,2022-03-31,Sale,38,13366,507908,Mar 31 04:39 PM
Mobassaly Robert,SVP General Counsel,2022-03-18,Option Exercise,0,7933,0,Mar 21 06:47 PM
rahim rami,Chief Executive Officer,2022-03-18,Option Exercise,0,49095,0,Mar 21 06:47 PM
Austin Thomas A,VP Corp Controller & CAO,2022-03-18,Option Exercise,0,4684,0,Mar 21 06:47 PM
Athreya Anand,EVP Chief Development Officer,2022-03-18,Option Exercise,0,14280,0,Mar 21 06:46 PM
Miller Kenneth Bradley,EVP CFO,2022-03-18,Option Exercise,0,17183,0,Mar 21 06:46 PM
Jewell Marcus,EVP Chief Revenue Officer,2022-03-18,Option Exercise,0,16126,0,Mar 21 06:46 PM
Leelanivas Manoj,EVP Chief Operating Officer,2022-03-18,Option Exercise,0,16412,0,Mar 21 06:46 PM
Leelanivas Manoj,EVP Chief Operating Officer,2022-03-17,Sale,34.51,10934,377307,Mar 21 06:46 PM
Jewell Marcus,EVP Chief Revenue Officer,2022-03-16,Sale,34.01,2852,97001,Mar 17 11:51 AM
Jewell Marcus,EVP Chief Revenue Officer,2022-03-15,Option Exercise,0,18282,0,Mar 17 11:51 AM
rahim rami,Chief Executive Officer,2022-03-15,Option Exercise,0,51562,0,Mar 17 11:50 AM
Mobassaly Robert,SVP General Counsel,2022-03-15,Option Exercise,0,2970,0,Mar 17 11:50 AM
Miller Kenneth Bradley,EVP CFO,2022-03-15,Option Exercise,0,20955,0,Mar 17 11:50 AM
Leelanivas Manoj,EVP Chief Operating Officer,2022-03-15,Option Exercise,0,14883,0,Mar 17 11:51 AM
Athreya Anand,EVP Chief Development Officer,2022-03-15,Option Exercise,0,17292,0,Mar 17 11:51 AM
Jewell Marcus,EVP Chief Revenue Officer,2022-03-03,Sale,34.38,29099,1000388,Mar 04 04:55 PM
Athreya Anand,EVP Chief Development Officer,2022-02-21,Option Exercise,0,16665,0,Feb 23 06:56 PM
Leelanivas Manoj,EVP Chief Operating Officer,2022-02-21,Option Exercise,0,17325,0,Feb 23 06:56 PM
Miller Kenneth Bradley,EVP CFO,2022-02-21,Option Exercise,0,18645,0,Feb 23 06:32 PM
Jewell Marcus,"EVP, Chief Revenue Officer",2022-02-21,Option Exercise,0,15312,0,Feb 23 07:17 PM
rahim rami,Chief Executive Officer,2022-02-21,Option Exercise,0,57918,0,Feb 23 06:32 PM
rahim rami,Chief Executive Officer,2022-02-19,Option Exercise,0,64158,0,Feb 23 06:32 PM
Jewell Marcus,"EVP, Chief Revenue Officer",2022-02-19,Option Exercise,0,18734,0,Feb 23 07:17 PM
Miller Kenneth Bradley,EVP CFO,2022-02-19,Option Exercise,0,19414,0,Feb 23 06:32 PM
Leelanivas Manoj,EVP Chief Operating Officer,2022-02-19,Option Exercise,0,20808,0,Feb 23 06:56 PM
Leelanivas Manoj,EVP Chief Operating Officer,2022-02-18,Option Exercise,0,34941,0,Feb 23 06:56 PM
Miller Kenneth Bradley,EVP CFO,2022-02-18,Option Exercise,0,34941,0,Feb 23 06:32 PM
Jewell Marcus,"EVP, Chief Revenue Officer",2022-02-18,Option Exercise,0,65241,0,Feb 23 07:17 PM
Athreya Anand,EVP Chief Development Officer,2022-02-18,Option Exercise,0,53675,0,Feb 23 06:56 PM
rahim rami,Chief Executive Officer,2022-02-18,Option Exercise,0,131874,0,Feb 23 06:32 PM
rahim rami,Chief Executive Officer,2022-02-11,Sale,34.23,5555,190167,Feb 11 06:22 PM
rahim rami,Chief Executive Officer,2022-02-10,Sale,35.03,5555,194601,Feb 11 06:22 PM
rahim rami,Chief Executive Officer,2022-02-09,Sale,35.05,5555,194682,Feb 11 06:22 PM
STENSRUD WILLIAM,Director,2022-02-04,Sale,35.39,10000,353920,Feb 04 06:02 PM
Miller Kenneth Bradley,EVP CFO,2022-02-01,Sale,34.78,6000,208680,Feb 02 05:05 PM
rahim rami,Chief Executive Officer,2021-12-17,Sale,33.58,5555,186557,Dec 17 06:34 PM
rahim rami,Chief Executive Officer,2021-12-16,Sale,33.59,5555,186614,Dec 17 06:34 PM
rahim rami,Chief Executive Officer,2021-12-15,Sale,33.75,5555,187496,Dec 17 06:34 PM
STENSRUD WILLIAM,Director,2021-11-05,Sale,31.3,20000,625912,Nov 05 06:47 PM
rahim rami,Chief Executive Officer,2021-11-05,Sale,31.29,5555,173819,Nov 05 06:47 PM
rahim rami,Chief Executive Officer,2021-11-04,Sale,31.2,5555,173318,Nov 05 06:47 PM
rahim rami,Chief Executive Officer,2021-11-03,Sale,31.32,5555,173994,Nov 05 06:47 PM
Miller Kenneth Bradley,EVP CFO,2021-11-01,Sale,29.44,6000,176640,Nov 02 04:59 PM
Austin Thomas A,VP Corp Controller & CAO,2021-10-18,Option Exercise,0,6600,0,Oct 19 06:30 PM
Jewell Marcus,"EVP, Chief Revenue Officer",2021-08-17,Option Exercise,0,11550,0,Aug 18 06:04 PM
Jewell Marcus,"EVP, Chief Revenue Officer",2021-08-16,Option Exercise,0,16500,0,Aug 18 06:04 PM
STENSRUD WILLIAM,Director,2021-08-10,Sale,28.31,10000,283131,Aug 10 04:50 PM
