Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Tulenko Stephen T,"President, Moody's Analytics",2022-05-18,Sale,280.99,1100,309086,May 19 04:00 PM
Tulenko Stephen T,"President, Moody's Analytics",2022-05-17,Option Exercise,170.63,2363,403208,May 18 04:00 PM
Tulenko Stephen T,"President, Moody's Analytics",2022-05-17,Sale,292.63,3885,1136872,May 18 04:00 PM
MCDANIEL RAYMOND W,Director,2022-05-06,Sale,299.41,10000,2994112,May 09 04:01 PM
Kaye Mark,EVP & Chief Financial Officer,2022-03-02,Sale,325.24,3702,1204038,Mar 03 04:00 PM
Fauber Robert,President and CEO,2022-03-01,Sale,321.29,447,143617,Mar 02 04:01 PM
Fauber Robert,President and CEO,2022-02-01,Sale,343.98,447,153759,Feb 02 04:00 PM
Fauber Robert,President and CEO,2022-01-03,Sale,391.74,447,175108,Jan 04 04:00 PM
Fauber Robert,President and CEO,2021-12-01,Sale,394.62,447,176395,Dec 02 04:00 PM
Kaye Mark,EVP & Chief Financial Officer,2021-11-18,Sale,398.28,316,125856,Nov 19 04:00 PM
West Michael L,"President, Moody's Investors",2021-11-16,Sale,399.92,180,71985,Nov 17 04:00 PM
Fauber Robert,President and CEO,2021-11-01,Sale,406.82,447,181849,Nov 02 04:00 PM
Fauber Robert,President and CEO,2021-10-01,Sale,357.5,447,159802,Oct 04 04:01 PM
Fauber Robert,President and CEO,2021-09-01,Sale,380.31,447,169999,Sep 02 04:00 PM
Kaye Mark,EVP & Chief Financial Officer,2021-08-16,Option Exercise,279.85,2090,584878,Aug 17 04:01 PM
Tulenko Stephen T,"President, Moody's Analytics",2021-08-16,Option Exercise,192.75,3009,579989,Aug 17 04:36 PM
Tulenko Stephen T,"President, Moody's Analytics",2021-08-16,Sale,383.23,3009,1153151,Aug 17 04:36 PM
Kaye Mark,EVP & Chief Financial Officer,2021-08-16,Sale,379.69,3133,1189569,Aug 17 04:01 PM
Hughes Melanie,SVP & Chief HR Officer,2021-08-12,Sale,378.07,1559,589413,Aug 13 04:00 PM
West Michael L,"President, Moody's Investors",2021-08-09,Sale,382.35,680,259998,Aug 10 04:00 PM
Fauber Robert,President and CEO,2021-07-01,Sale,362.5,447,162038,Jul 02 04:00 PM
Fauber Robert,President and CEO,2021-07-01,Sale,378.57,447,169221,Aug 03 04:00 PM
