Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Alt Aaron E,EVP and CFO,2022-06-21,Buy,80.09,1000,80090,Jun 22 06:39 PM
Bertrand Greg D,EVP,2022-04-21,Option Exercise,52.42,50000,2621000,Apr 22 05:06 PM
Bertrand Greg D,EVP,2022-04-21,Sale,90,50000,4500000,Apr 22 05:06 PM
Hourican Kevin,President and CEO,2022-04-08,Option Exercise,58.08,75018,4357045,Apr 11 05:11 PM
Hourican Kevin,President and CEO,2022-04-08,Sale,86,75018,6451548,Apr 11 05:11 PM
Bertrand Greg D,EVP,2022-03-16,Sale,78.3,800,62640,Mar 18 05:02 PM
Bertrand Greg D,EVP,2022-03-11,Sale,80.74,500,40370,Mar 15 05:26 PM
Zielinski Anita A,SVP & CAO,2022-03-02,Option Exercise,58.08,12362,717985,Mar 03 05:08 PM
Zielinski Anita A,SVP & CAO,2022-03-02,Sale,89,12362,1100218,Mar 03 05:08 PM
Bertrand Greg D,EVP,2022-02-16,Option Exercise,40.59,75526,3065600,Feb 18 05:43 PM
Zielinski Anita A,SVP & CAO,2022-02-16,Option Exercise,51.22,7221,369860,Feb 18 05:46 PM
Zielinski Anita A,SVP & CAO,2022-02-16,Sale,85,7221,613785,Feb 18 05:46 PM
Bertrand Greg D,EVP,2022-02-16,Sale,85.43,75526,6452186,Feb 18 05:43 PM
Talton Sheila,Director,2022-02-10,Sale,82.14,2265,186047,Feb 11 05:20 PM
Jasper James Chris,SVP,2022-02-09,Option Exercise,38.89,9097,353782,Feb 11 05:07 PM
Zielinski Anita A,SVP & CAO,2022-02-09,Option Exercise,51.22,3611,184955,Feb 11 05:13 PM
Zielinski Anita A,SVP & CAO,2022-02-09,Sale,84,3611,303324,Feb 11 05:13 PM
Jasper James Chris,SVP,2022-02-09,Sale,83,9097,755051,Feb 11 05:07 PM
Bertrand Greg D,EVP,2022-01-26,Option Exercise,40.59,2463,99973,Jan 27 05:12 PM
Zielinski Anita A,SVP & CAO,2021-10-08,Option Exercise,51.22,3611,184955,Oct 12 05:04 PM
Zielinski Anita A,SVP & CAO,2021-10-08,Sale,83,3611,299713,Oct 12 05:04 PM
Zielinski Anita A,SVP & CAO,2021-09-27,Option Exercise,51.22,34737,1779229,Sep 28 05:20 PM
Zielinski Anita A,SVP & CAO,2021-09-27,Sale,81.83,34737,2842578,Sep 28 05:20 PM
Robinson Cathy Marie,EVP,2021-09-23,Sale,80,7101,568080,Sep 24 05:10 PM
Robinson Cathy Marie,EVP,2021-08-30,Option Exercise,50.43,44531,2245765,Oct 01 05:31 PM
Robinson Cathy Marie,EVP,2021-08-30,Sale,80.29,32923,2643388,Oct 01 05:31 PM
Bertrand Greg D,EVP,2021-08-27,Sale,80,7230,578400,Aug 31 05:05 PM
