Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Mastercard Foundation,10% Owner,2022-05-13,Sale,333.03,106330,35411388,May 13 04:26 PM
Mastercard Foundation,10% Owner,2022-05-12,Sale,320.16,106326,34041821,May 13 04:26 PM
Mastercard Foundation,10% Owner,2022-05-11,Sale,327.74,106326,34847188,May 11 04:31 PM
Mastercard Foundation,10% Owner,2022-05-10,Sale,326.59,106326,34725253,May 11 04:31 PM
Mastercard Foundation,10% Owner,2022-05-09,Sale,329.93,106326,35080297,May 11 04:31 PM
Seshadri Raj,"President, Data & Services",2022-04-29,Option Exercise,112.31,7000,786170,May 03 04:30 PM
Murphy Timothy H,Chief Administrative Officer,2022-04-29,Option Exercise,173.49,14669,2544925,May 03 04:28 PM
Murphy Timothy H,Chief Administrative Officer,2022-04-29,Sale,367.95,14924,5491293,May 03 04:28 PM
Seshadri Raj,"President, Data & Services",2022-04-29,Sale,367.68,7000,2573770,May 03 04:30 PM
Vosburg Craig,Chief Product Officer,2022-03-29,Sale,365,1561,569766,Mar 30 08:21 PM
Mastercard Foundation,10% Owner,2022-02-16,Sale,380.33,155061,58974676,Feb 16 04:14 PM
Mastercard Foundation,10% Owner,2022-02-15,Sale,379.77,155060,58886547,Feb 16 04:14 PM
Mastercard Foundation,10% Owner,2022-02-14,Sale,372.93,155060,57826371,Feb 14 04:57 PM
Mastercard Foundation,10% Owner,2022-02-10,Sale,377.13,155060,58477437,Feb 14 04:57 PM
Mastercard Foundation,10% Owner,2022-02-09,Sale,383.74,155060,59503453,Feb 09 04:40 PM
Mastercard Foundation,10% Owner,2022-02-08,Sale,374.7,155060,58100563,Feb 09 04:40 PM
Mastercard Foundation,10% Owner,2022-02-07,Sale,377.5,155060,58535615,Feb 09 04:40 PM
Vosburg Craig,Chief Product Officer,2022-01-28,Option Exercise,90.1,5684,512128,Jan 31 04:26 PM
McLaughlin Edward Grunde,"President, Operations & Tech",2022-01-28,Option Exercise,90.1,6912,622771,Jan 31 04:27 PM
Arkell Sandra A,Controller,2022-01-28,Sale,375,872,327000,Jan 31 04:27 PM
McLaughlin Edward Grunde,"President, Operations & Tech",2022-01-28,Sale,360.26,15310,5515514,Jan 31 04:27 PM
Vosburg Craig,Chief Product Officer,2022-01-28,Sale,365,5684,2074660,Jan 31 04:26 PM
Mastercard Foundation,10% Owner,2021-12-02,Sale,315.33,91004,28695845,Dec 03 09:05 AM
Mastercard Foundation,10% Owner,2021-12-01,Sale,315.3,90994,28690690,Dec 03 09:05 AM
Mastercard Foundation,10% Owner,2021-11-30,Sale,314.07,90994,28578749,Nov 30 04:36 PM
Mastercard Foundation,10% Owner,2021-11-29,Sale,322.13,90994,29311870,Nov 30 04:36 PM
Mastercard Foundation,10% Owner,2021-11-26,Sale,323.1,90994,29399961,Nov 30 04:36 PM
Mastercard Foundation,10% Owner,2021-11-24,Sale,331.84,90994,30195886,Nov 24 04:24 PM
Mastercard Foundation,10% Owner,2021-11-23,Sale,324.56,90994,29532985,Nov 24 04:24 PM
Mastercard Foundation,10% Owner,2021-11-22,Sale,327.91,90994,29837833,Nov 24 04:24 PM
Mastercard Foundation,10% Owner,2021-11-19,Sale,344.48,90994,31346023,Nov 19 04:14 PM
Mastercard Foundation,10% Owner,2021-11-18,Sale,350.36,90994,31880339,Nov 19 04:14 PM
Mastercard Foundation,10% Owner,2021-11-17,Sale,354.4,90994,32248729,Nov 19 04:14 PM
Miebach Michael,President & CEO,2021-11-15,Option Exercise,112.31,6500,730015,Nov 16 04:33 PM
Miebach Michael,President & CEO,2021-11-15,Sale,370,10670,3947900,Nov 16 04:33 PM
Mastercard Foundation,10% Owner,2021-08-16,Sale,358.9,78985,28348025,Aug 16 04:42 PM
Mastercard Foundation,10% Owner,2021-08-13,Sale,361.7,78973,28564732,Aug 16 04:42 PM
Mastercard Foundation,10% Owner,2021-08-12,Sale,360.73,78973,28488254,Aug 16 04:42 PM
Mastercard Foundation,10% Owner,2021-08-11,Sale,365.93,78973,28898377,Aug 11 04:09 PM
Mastercard Foundation,10% Owner,2021-08-10,Sale,366.95,78973,28979119,Aug 11 04:09 PM
Mastercard Foundation,10% Owner,2021-08-09,Sale,370.52,78973,29260807,Aug 11 04:09 PM
Mastercard Foundation,10% Owner,2021-08-06,Sale,373.89,78973,29527318,Aug 06 04:23 PM
Mastercard Foundation,10% Owner,2021-08-05,Sale,369.85,78973,29207880,Aug 06 04:23 PM
Mastercard Foundation,10% Owner,2021-08-04,Sale,365.81,78973,28888924,Aug 06 04:23 PM
