Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
RIVERA EFRAIN,"Sr. Vice President, CFO",2022-07-19,Sale,117.91,6458,761463,Jul 19 02:50 PM
RIVERA EFRAIN,"Sr. Vice President, CFO",2022-07-18,Option Exercise,79.19,30866,2444256,Jul 19 02:50 PM
RIVERA EFRAIN,"Sr. Vice President, CFO",2022-07-18,Sale,116.13,30866,3584583,Jul 19 02:50 PM
Schaeffer Stephanie L,"CLO, Secretary",2022-07-15,Sale,115,1265,145475,Jul 19 02:51 PM
Schrader Robert L.,VP/Controller,2022-07-15,Sale,115,783,90045,Jul 19 02:52 PM
Saunders-McClendon Karen E.,"VP, Chief Human Resources Offi",2022-07-15,Sale,115,198,22770,Jul 19 02:50 PM
RIVERA EFRAIN,"Sr. Vice President, CFO",2022-07-15,Sale,115,3103,356845,Jul 19 02:50 PM
MUCCI MARTIN,Chairman and CEO,2022-07-15,Sale,115,12289,1413235,Jul 19 02:49 PM
Gioja Michael E,Sr. Vice President,2022-07-15,Sale,115,2587,297505,Jul 19 02:48 PM
Gibson John B,President and COO,2022-07-15,Sale,115,2842,326830,Jul 19 02:46 PM
Bottini Mark Anthony,Sr. VP of Sales,2022-07-15,Sale,115,2186,251390,Jul 19 02:46 PM
Schrader Robert L.,VP/Controller,2022-07-08,Sale,116.8,1191,139109,Jul 12 03:20 PM
Schaeffer Stephanie L,"CLO, Secretary",2022-07-08,Sale,116.8,1631,190501,Jul 12 03:19 PM
RIVERA EFRAIN,"Sr. Vice President, CFO",2022-07-08,Sale,116.8,3875,452600,Jul 12 03:17 PM
MUCCI MARTIN,Chairman and CEO,2022-07-08,Sale,116.8,21631,2526501,Jul 12 03:16 PM
Gioja Michael E,Sr. Vice President,2022-07-08,Sale,116.8,4009,468251,Jul 12 03:14 PM
Gibson John B,President and COO,2022-07-08,Sale,116.8,3132,365818,Jul 12 03:12 PM
Bottini Mark Anthony,Sr. VP of Sales,2022-07-08,Sale,116.8,2341,273429,Jul 12 03:11 PM
Gioja Michael E,Sr. Vice President,2022-07-06,Sale,117.81,1227,144553,Jul 07 05:45 PM
VELLI JOSEPH M,Director,2022-07-05,Option Exercise,31.5,15052,474138,Jul 06 03:56 PM
VELLI JOSEPH M,Director,2022-07-05,Sale,113.34,4184,474215,Jul 06 03:56 PM
Saunders-McClendon Karen E.,"VP, Chief Human Resources Offi",2022-04-15,Sale,136.69,203,27748,Apr 18 03:48 PM
Gioja Michael E,Sr. Vice President,2022-04-05,Option Exercise,60.84,26000,1581840,Apr 05 03:53 PM
Gioja Michael E,Sr. Vice President,2022-04-05,Sale,141.26,26000,3672760,Apr 05 03:53 PM
Schaeffer Stephanie L,"CLO, Secretary",2021-12-27,Option Exercise,57.76,103029,5951403,Dec 28 03:56 PM
MUCCI MARTIN,Chairman and CEO,2021-12-27,Option Exercise,38.48,150000,5772000,Dec 28 03:58 PM
MUCCI MARTIN,Chairman and CEO,2021-12-27,Sale,134.31,150000,20146500,Dec 28 03:58 PM
Schaeffer Stephanie L,"CLO, Secretary",2021-12-27,Sale,134.35,103029,13841946,Dec 28 03:56 PM
RIVERA EFRAIN,"Sr. Vice President, CFO",2021-12-08,Sale,123.04,747,91911,Dec 09 04:18 PM
MUCCI MARTIN,CEO & President,2021-12-08,Sale,123.04,3219,396066,Dec 09 04:13 PM
Gioja Michael E,Sr. Vice President,2021-12-08,Sale,123.04,591,72717,Dec 09 04:12 PM
Bottini Mark Anthony,Sr. VP of Sales,2021-12-08,Sale,123.04,501,61643,Dec 09 04:10 PM
Bottini Mark Anthony,Sr. VP of Sales,2021-10-15,Option Exercise,41.7,28790,1200543,Oct 15 03:51 PM
Gioja Michael E,Sr. Vice President,2021-10-15,Sale,118.94,8000,951520,Oct 15 03:55 PM
Bottini Mark Anthony,Sr. VP of Sales,2021-10-15,Sale,118.93,44562,5299759,Oct 15 03:51 PM
Schrader Robert L.,VP/Controller,2021-08-03,Sale,113.49,2238,253991,Aug 03 04:07 PM
Schrader Robert L.,VP/Controller,2021-08-01,Sale,113.82,686,78081,Aug 02 03:56 PM
DOODY JOSEPH,Director,2021-07-30,Option Exercise,57.2,9615,549978,Aug 02 04:02 PM
DOODY JOSEPH,Director,2021-07-30,Sale,113.16,9615,1088033,Aug 02 04:02 PM
MUCCI MARTIN,CEO & President,2021-07-16,Option Exercise,36.01,137713,4958591,Jul 19 04:06 PM
RIVERA EFRAIN,"Sr. Vice President, CFO",2021-07-16,Option Exercise,75.59,87713,6630501,Jul 19 04:09 PM
FLASCHEN DAVID J S,Director,2021-07-16,Option Exercise,41.7,10850,452445,Jul 19 03:47 PM
FLASCHEN DAVID J S,Director,2021-07-16,Sale,112.41,10850,1219648,Jul 19 03:47 PM
RIVERA EFRAIN,"Sr. Vice President, CFO",2021-07-16,Sale,112.43,90613,10187620,Jul 19 04:09 PM
MUCCI MARTIN,CEO & President,2021-07-16,Sale,112.55,137713,15499598,Jul 19 04:06 PM
Schrader Robert L.,VP/Controller,2021-07-15,Sale,112.67,578,65123,Jul 19 04:12 PM
Schaeffer Stephanie L,"CLO, Secretary",2021-07-15,Sale,112.67,818,92164,Jul 19 04:11 PM
RIVERA EFRAIN,"Sr. Vice President, CFO",2021-07-15,Sale,112.67,2206,248550,Jul 19 04:09 PM
MUCCI MARTIN,CEO & President,2021-07-15,Sale,112.67,9521,1072731,Jul 19 04:06 PM
Gioja Michael E,Sr. Vice President,2021-07-15,Sale,112.67,1941,218692,Jul 19 04:03 PM
Gibson John B,"Sr. VP, Service",2021-07-15,Sale,112.67,1941,218692,Jul 19 04:01 PM
Bottini Mark Anthony,Sr. VP of Sales,2021-07-15,Sale,112.67,1621,182638,Jul 19 04:00 PM
Schrader Robert L.,VP/Controller,2021-07-09,Sale,111.9,133,14883,Jul 12 04:00 PM
Schaeffer Stephanie L,"CLO, Secretary",2021-07-09,Sale,111.9,1921,214960,Jul 12 03:59 PM
RIVERA EFRAIN,"Sr. Vice President, CFO",2021-07-09,Sale,111.9,419,46886,Jul 12 03:57 PM
MUCCI MARTIN,CEO & President,2021-07-09,Sale,111.9,30121,3370540,Jul 12 03:56 PM
Gioja Michael E,Sr. Vice President,2021-07-09,Sale,111.9,5319,595196,Jul 12 03:54 PM
Gibson John B,"Sr. VP, Service",2021-07-09,Sale,111.9,5339,597434,Jul 12 03:52 PM
Bottini Mark Anthony,Sr. VP of Sales,2021-07-09,Sale,111.9,3121,349240,Jul 12 03:50 PM
