Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Martens Robert C.,SVP Chief Innovation & Design,2022-06-06,Sale,112.07,2150,240961,Jun 08 04:17 PM
Eckersley Timothy P,Sr. VP-Allegion International,2022-06-03,Sale,111.32,2046,227751,Jun 06 04:21 PM
Kemp Tracy L,SVP-Chief Info. & Digital Ofr.,2022-05-09,Sale,112.55,2544,286327,May 11 04:24 PM
Braun Jeffrey N,SVP and GC,2022-05-05,Sale,114.02,2186,249248,May 09 04:20 PM
Eckersley Timothy P,Sr. VP-Allegion International,2021-11-18,Option Exercise,71.83,2500,179587,Nov 22 04:15 PM
Eckersley Timothy P,Sr. VP-Allegion International,2021-11-18,Sale,136.95,2500,342375,Nov 22 04:15 PM
PETRATIS DAVID D,"Chairman, President & CEO",2021-11-12,Sale,135,2841,383535,Nov 16 04:16 PM
Ranck Douglas P,"VP, Controller & CAO",2021-11-02,Sale,131.62,2000,263236,Nov 04 04:16 PM
Shannon Patrick S,Sr. VP & CFO,2021-10-26,Option Exercise,56.53,16247,918433,Oct 27 04:16 PM
Shannon Patrick S,Sr. VP & CFO,2021-10-26,Sale,131.19,16247,2131444,Oct 27 04:16 PM
Shannon Patrick S,Sr. VP & CFO,2021-10-25,Option Exercise,54.12,3826,207082,Oct 27 04:16 PM
Shannon Patrick S,Sr. VP & CFO,2021-10-25,Sale,131.5,3826,503106,Oct 27 04:16 PM
PETRATIS DAVID D,"Chairman, President & CEO",2021-09-27,Sale,137.54,2841,390738,Sep 29 04:18 PM
PETRATIS DAVID D,"Chairman, President & CEO",2021-09-02,Sale,147,68190,10023930,Sep 03 04:16 PM
PETRATIS DAVID D,"Chairman, President & CEO",2021-08-25,Sale,141.29,2841,401391,Aug 27 04:18 PM
PETRATIS DAVID D,"Chairman, President & CEO",2021-07-26,Sale,139.28,2841,395685,Jul 28 04:18 PM
