Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Thomas William R.,Director,2022-06-07,Option Exercise,127,45815,5818505,Jun 08 10:21 AM
Boedeker Kenneth W.,EVP Exploration and Production,2022-06-03,Option Exercise,95.05,5000,475250,Jun 06 03:00 PM
Boedeker Kenneth W.,EVP Exploration and Production,2022-06-03,Sale,142.32,1006,143174,Jun 06 03:00 PM
Janssen Ann D.,SVP & Chief Accounting Officer,2022-06-02,Option Exercise,82.24,7000,575680,Jun 03 01:45 PM
Janssen Ann D.,SVP & Chief Accounting Officer,2022-06-02,Sale,140.6,1905,267839,Jun 03 01:45 PM
DRIGGERS TIMOTHY K,EVP & Chief Financial Officer,2022-05-27,Option Exercise,95.05,19239,1828667,May 31 01:12 PM
DRIGGERS TIMOTHY K,EVP & Chief Financial Officer,2022-05-27,Sale,135.51,3484,472121,May 31 01:12 PM
Helms Lloyd W Jr,President & COO,2022-05-23,Option Exercise,95.7,20775,1988242,May 24 03:45 PM
Yacob Ezra Y,Chief Executive Officer,2022-05-17,Option Exercise,95.05,13500,1283175,May 18 01:14 PM
Janssen Ann D.,SVP & Chief Accounting Officer,2022-03-21,Option Exercise,69.43,5000,347150,Mar 22 06:21 PM
Leitzell Jeffrey R.,EVP Exploration and Production,2022-03-21,Option Exercise,69.43,4000,277720,Mar 22 06:23 PM
Leitzell Jeffrey R.,EVP Exploration and Production,2022-03-21,Sale,121.48,4662,566351,Mar 22 06:23 PM
Janssen Ann D.,SVP & Chief Accounting Officer,2022-03-21,Sale,121.96,3688,449774,Mar 22 06:21 PM
Thomas William R.,Director,2022-03-16,Option Exercise,69.43,64133,4452754,Mar 18 10:22 AM
Boedeker Kenneth W.,EVP Exploration and Production,2022-03-04,Option Exercise,37.44,2118,79298,Mar 07 11:07 AM
Boedeker Kenneth W.,EVP Exploration and Production,2022-03-04,Sale,120.14,1102,132395,Mar 07 11:07 AM
Donaldson Michael P,"EVP, Gen. Counsel & Corp Sec",2022-03-03,Option Exercise,87.36,48423,4230385,Mar 07 11:13 AM
Donaldson Michael P,"EVP, Gen. Counsel & Corp Sec",2022-03-03,Sale,117.15,11327,1326964,Mar 07 11:13 AM
Helms Lloyd W Jr,President & COO,2022-03-02,Option Exercise,72.68,19480,1415716,Mar 03 06:20 PM
Boedeker Kenneth W.,EVP Exploration and Production,2022-02-28,Option Exercise,69.43,5250,364508,Mar 02 04:17 PM
Boedeker Kenneth W.,EVP Exploration and Production,2022-02-28,Sale,114.86,7121,817947,Mar 02 04:17 PM
DRIGGERS TIMOTHY K,EVP & Chief Financial Officer,2022-01-06,Option Exercise,69.43,19239,1335764,Jan 07 11:06 AM
DRIGGERS TIMOTHY K,EVP & Chief Financial Officer,2022-01-06,Sale,95.79,3925,375964,Jan 07 11:06 AM
Helms Lloyd W Jr,President & COO,2022-01-04,Option Exercise,69.43,9625,668264,Jan 05 03:43 PM
Kerr Michael T.,Director,2021-11-26,Buy,86,50000,4300000,Nov 29 11:39 AM
Donaldson Michael P,"EVP, Gen. Counsel & Corp Sec",2021-11-12,Option Exercise,69.43,8597,596890,Nov 15 06:29 PM
Yacob Ezra Y,Chief Executive Officer,2021-11-12,Option Exercise,69.43,13500,937305,Nov 15 06:32 PM
Donaldson Michael P,"EVP, Gen. Counsel & Corp Sec",2021-11-12,Sale,95.13,12947,1231595,Nov 15 06:29 PM
Helms Lloyd W Jr,President & COO,2021-11-10,Option Exercise,65.4,7700,503606,Nov 12 12:11 PM
Helms Lloyd W Jr,President & COO,2021-11-10,Sale,95.55,1470,140460,Nov 12 12:11 PM
