Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Major Sean D,Executive VP & General Counsel,2021-12-03,Sale,288.96,6000,1733760,Dec 06 03:43 PM
Flugel Russell A,"VP, Controller and PAO",2021-12-01,Option Exercise,77.16,3618,279165,Dec 02 01:16 PM
Smith Wayne Thomas,Director,2021-11-22,Buy,297.76,1679,499939,Nov 23 09:43 AM
Schaeffer Melissa N.,Senior Vice President and CFO,2021-11-10,Sale,314,318,99853,Nov 12 07:57 AM
MONSER EDWARD L,Director,2021-11-09,Buy,314.49,80,25159,Nov 09 12:39 PM
Smith Wayne Thomas,Director,2021-11-05,Buy,305.61,1637,500282,Nov 05 02:57 PM
