Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
GOLDMAN SACHS GROUP INC,Director,2022-06-15,Sale,15.97,79485,1269375,Jun 16 03:56 PM
GOLDMAN SACHS GROUP INC,Director,2022-06-14,Sale,15.3,86068,1316840,Jun 16 03:56 PM
GOLDMAN SACHS GROUP INC,Director,2022-06-08,Sale,19.03,19898,378659,Jun 10 03:36 PM
GOLDMAN SACHS GROUP INC,Director,2022-06-07,Sale,19.38,158554,3072777,Jun 08 08:44 PM
GOLDMAN SACHS GROUP INC,Director,2022-06-06,Sale,19.23,41300,794199,Jun 08 08:44 PM
GOLDMAN SACHS GROUP INC,Director,2022-06-03,Sale,19.49,64401,1255175,Jun 06 07:04 PM
GOLDMAN SACHS GROUP INC,Director,2022-06-02,Sale,20.48,451401,9244692,Jun 06 07:04 PM
GOLDMAN SACHS GROUP INC,Director,2022-06-01,Sale,19.41,90070,1748259,Jun 02 08:16 PM
GOLDMAN SACHS GROUP INC,Director,2022-05-31,Sale,19.34,76517,1479839,Jun 02 08:16 PM
GOLDMAN SACHS GROUP INC,Director,2022-05-27,Sale,19.99,467944,9354201,May 31 08:02 PM
GOLDMAN SACHS GROUP INC,Director,2022-05-26,Sale,19.39,437248,8478239,May 31 08:02 PM
GOLDMAN SACHS GROUP INC,10% Owner,2022-05-24,Sale,12.2,380000,4636000,May 26 09:55 PM
GOLDMAN SACHS GROUP INC,Director,2022-05-23,Sale,19.18,13818,265029,May 24 06:42 PM
GOLDMAN SACHS GROUP INC,Director,2022-05-20,Sale,19.26,242472,4670011,May 24 06:42 PM
GOLDMAN SACHS GROUP INC,Director,2022-05-19,Sale,19.16,123843,2372832,May 20 04:43 PM
GOLDMAN SACHS GROUP INC,Director,2022-05-18,Sale,19.11,18443,352446,May 20 04:43 PM
GOLDMAN SACHS GROUP INC,Director,2022-05-17,Sale,19.16,90427,1732581,May 19 08:46 PM
SOLOMON DAVID M,Chairman of the Board and CEO,2022-04-19,Sale,334.57,9768,3268080,Apr 21 04:30 PM
