Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
BERG MARK STEPHEN,"EVP, Corporate Operations",2022-06-08,Sale,286.9,2500,717250,Jun 09 04:28 PM
Taylor Tyson L.,"SVP, Human Resources",2022-06-03,Sale,279.02,1835,512002,Jun 07 04:16 PM
BERG MARK STEPHEN,"EVP, Corporate Operations",2022-05-17,Sale,274.41,2500,686025,May 17 04:40 PM
Hall Jerome D JR,"EVP, Operations",2022-05-13,Sale,262.19,2000,524378,May 17 04:44 PM
RISCH FRANK A,Director,2022-03-31,Sale,254.81,1000,254810,Mar 31 04:44 PM
CHEATWOOD CHRIS J,"EVP, Advisor to Management",2022-03-30,Sale,257.19,4653,1196710,Mar 31 04:38 PM
BERG MARK STEPHEN,"EVP, Corporate Operations",2022-03-30,Sale,256.7,2500,641762,Mar 31 04:37 PM
Shah Neal H,SVP and CFO,2022-03-30,Sale,256.97,3500,899392,Mar 31 04:33 PM
Montemayor Margaret,VP & CAO,2022-03-29,Sale,250.34,500,125168,Mar 31 04:31 PM
SHEFFIELD SCOTT D,Chief Executive Officer,2022-03-23,Sale,254.87,23147,5899545,Mar 25 04:19 PM
THOMPSON J KENNETH,Director,2022-03-21,Sale,248.73,2000,497468,Mar 23 04:16 PM
McDonald Elizabeth Anne,"SVP, Strategic Planning, Field",2022-03-17,Sale,240.3,3667,881187,Mar 17 04:40 PM
Taylor Tyson L.,"SVP, Human Resources",2022-03-15,Sale,228.55,1978,452072,Mar 16 04:56 PM
SHEFFIELD SCOTT D,Chief Executive Officer,2022-03-03,Sale,240.12,22247,5341972,Mar 03 05:18 PM
BUCHANAN EDISON C,Director,2022-03-02,Sale,245,4400,1078000,Mar 03 05:13 PM
Hall Jerome D JR,"EVP, Operations",2022-03-01,Sale,239.99,5000,1199955,Mar 03 05:20 PM
Gallagher Matthew,Director,2022-03-01,Sale,240.23,25000,6005873,Mar 03 05:16 PM
Montemayor Margaret,VP & CAO,2022-03-01,Sale,239.21,3855,922170,Mar 03 05:11 PM
Grillot Larry R.,Director,2022-02-28,Sale,234.37,500,117185,Feb 28 05:17 PM
KLEINMAN MARK H,EVP & General Counsel,2022-02-25,Sale,224.55,7745,1739140,Feb 28 05:15 PM
Gallagher Matthew,Director,2022-02-25,Sale,229.81,17477,4016382,Feb 28 05:12 PM
Grillot Larry R.,Director,2022-02-24,Sale,222.71,1000,222710,Feb 28 05:17 PM
Gallagher Matthew,Director,2022-02-24,Sale,230.17,2523,580729,Feb 28 05:12 PM
THOMPSON J KENNETH,Director,2022-02-23,Sale,228.67,1500,343005,Feb 25 04:34 PM
CHEATWOOD CHRIS J,"EVP, Advisor to Management",2021-12-06,Option Exercise,113.76,8235,936814,Dec 07 04:30 PM
CHEATWOOD CHRIS J,"EVP, Advisor to Management",2021-12-06,Sale,180.86,8235,1489388,Dec 07 04:30 PM
Grillot Larry R.,Director,2021-11-09,Sale,184.39,900,165949,Nov 10 04:14 PM
Dreyfus Maria S.,Director,2021-11-08,Buy,188.07,10632,1999611,Nov 10 04:10 PM
