Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Graziano Jessica,"EVP, CFO",2022-07-29,Sale,325,977,317525,Aug 01 04:45 PM
Flannery Matthew John,President & CEO,2022-07-28,Sale,300,19076,5722800,Jul 29 04:32 PM
Singh Shiv,Director,2022-05-09,Buy,288.65,173,49936,May 09 05:02 PM
Asplund Dale A,"EVP, Chief Operating Officer",2022-04-29,Sale,318.58,6575,2094669,Apr 29 06:45 PM
PINTOFF CRAIG ADAM,"EVP, Chief Admin. Officer",2022-03-14,Sale,323.41,1652,534276,Mar 14 06:51 PM
PINTOFF CRAIG ADAM,"EVP, Chief Admin. Officer",2022-01-28,Sale,315.08,6325,1992877,Jan 28 05:30 PM
Alvarez Jose B,Director,2021-10-29,Sale,375.8,925,347614,Nov 02 04:30 PM
