Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Nelson Christopher John,"President, HVAC",2022-06-14,Option Exercise,0,74489,0,Jun 16 04:27 PM
Villeneuve Nadia,Senior VP & CHRO,2022-06-14,Option Exercise,0,24850,0,Jun 16 04:27 PM
Timperman Jurgen,"President, Fire & Security",2022-06-14,Option Exercise,0,74489,0,Jun 16 04:28 PM
Crockett Kyle,"Vice President, Controller",2022-02-10,Option Exercise,0,16,0,Feb 14 04:30 PM
Agrawal Ajay,"Senior VP, Strategy & Services",2022-02-10,Option Exercise,0,25,0,Feb 14 04:31 PM
Timperman Jurgen,"President, Fire & Security",2022-02-05,Option Exercise,0,34301,0,Feb 08 06:42 PM
Nelson Christopher John,"President, HVAC",2022-02-05,Option Exercise,0,50403,0,Feb 08 06:42 PM
Villeneuve Nadia,Senior VP & CHRO,2022-02-05,Option Exercise,0,19259,0,Feb 08 06:31 PM
Gitlin David L.,Chairman and CEO,2022-02-05,Option Exercise,0,133556,0,Feb 08 06:32 PM
Agrawal Ajay,"Senior VP, Strategy & Services",2022-02-05,Option Exercise,0,22250,0,Feb 08 06:31 PM
Crockett Kyle,"Vice President, Controller",2022-02-04,Sale,45.73,3682,168360,Feb 04 08:19 PM
Crockett Kyle,"Vice President, Controller",2022-02-03,Option Exercise,0,5028,0,Feb 04 08:19 PM
Nelson Christopher John,"President, HVAC",2021-12-01,Option Exercise,0,1396,0,Dec 03 04:17 PM
Goris Patrick P.,Senior Vice President & CFO,2021-12-01,Option Exercise,0,17908,0,Dec 03 04:17 PM
Agrawal Ajay,"Senior VP, Strategy & Services",2021-12-01,Option Exercise,0,522,0,Dec 03 04:18 PM
Gitlin David L.,Chairman and CEO,2021-12-01,Option Exercise,0,7243,0,Dec 03 04:18 PM
Timperman Jurgen,"President, Fire & Security",2021-11-12,Option Exercise,21.22,37121,787603,Nov 16 04:19 PM
Timperman Jurgen,"President, Fire & Security",2021-11-12,Sale,56.05,33036,1851813,Nov 16 04:19 PM
Timperman Jurgen,"President, Fire & Security",2021-10-02,Option Exercise,0,27244,0,Oct 05 04:48 PM
Timperman Jurgen,"President, Fire & Security",2021-10-01,Option Exercise,0,5715,0,Oct 05 04:48 PM
Agrawal Ajay,"Senior VP, Strategy & Services",2021-08-19,Option Exercise,16.98,27409,465310,Aug 20 05:19 PM
Agrawal Ajay,"Senior VP, Strategy & Services",2021-08-19,Sale,55.13,18969,1045825,Aug 20 05:19 PM
Nelson Christopher John,"President, HVAC",2021-08-17,Sale,55.08,96583,5319589,Aug 18 04:22 PM
Appel David,"President, Refrigeration",2021-08-04,Option Exercise,17.78,49592,881775,Aug 06 07:20 AM
Appel David,"President, Refrigeration",2021-08-04,Sale,57.38,34259,1965709,Aug 06 07:20 AM
