Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
JOHNSON ROBERT D,Director,2022-06-01,Sale,443.69,250,110922,Jun 02 04:14 PM
JOHNSON ROBERT D,Director,2022-03-01,Sale,449.21,250,112302,Mar 03 06:14 AM
WALLMAN RICHARD F,Director,2021-12-15,Sale,474,1000,474000,Dec 17 04:17 PM
WALLMAN RICHARD F,Director,2021-12-14,Sale,475.5,500,237750,Dec 14 04:32 PM
WALLMAN RICHARD F,Director,2021-12-14,Sale,475.5,1250,594375,Dec 14 04:32 PM
WALLMAN RICHARD F,Director,2021-12-13,Sale,475.5,2000,951000,Dec 14 04:32 PM
JOHNSON ROBERT D,Director,2021-12-01,Sale,468.37,500,234185,Dec 02 05:15 PM
Stipancich John K,"Executive VP, GC & Secretary",2021-11-19,Option Exercise,228.84,1000,228840,Nov 22 04:44 PM
Stipancich John K,"Executive VP, GC & Secretary",2021-11-19,Sale,500,1000,500000,Nov 22 04:44 PM
JOHNSON ROBERT D,Director,2021-09-01,Sale,483.35,500,241674,Sep 02 05:02 PM
