Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
PATSLEY PAMELA H,Director,2022-07-29,Option Exercise,44.09,12299,542263,Aug 02 05:17 PM
Flessner Kyle M,Sr. Vice President,2022-07-29,Option Exercise,110.15,43068,4743940,Aug 02 05:41 PM
PATSLEY PAMELA H,Director,2022-07-29,Sale,176.64,12299,2172465,Aug 02 05:17 PM
Flessner Kyle M,Sr. Vice President,2022-07-29,Sale,178.91,43068,7705124,Aug 02 05:41 PM
SANCHEZ ROBERT E,Director,2022-05-13,Option Exercise,44.09,12299,542263,May 17 05:02 PM
Gary Mark,Sr. Vice President,2022-05-13,Sale,169.92,2043,347147,May 17 06:24 PM
Kozanian Hagop H,Sr. Vice President,2022-05-13,Sale,170.23,5904,1005067,May 17 06:06 PM
SANCHEZ ROBERT E,Director,2022-05-13,Sale,169.4,12299,2083484,May 17 05:02 PM
Ron Amichai,Sr. Vice President,2022-02-08,Sale,171.96,2037,350280,Feb 08 06:53 PM
BLINN MARK A,Director,2022-02-04,Option Exercise,114.36,3188,364577,Feb 08 05:54 PM
BLINN MARK A,Director,2022-02-04,Sale,170.54,4095,698369,Feb 08 05:54 PM
TEMPLETON RICHARD K,"Chairman, President & CEO",2022-01-31,Sale,177.44,33469,5938659,Feb 02 04:19 PM
BAHAI AHMAD,Sr. Vice President,2021-11-15,Option Exercise,52.93,4250,224952,Nov 16 08:49 PM
BAHAI AHMAD,Sr. Vice President,2021-11-15,Sale,189.49,4250,805316,Nov 16 08:49 PM
Gary Mark,Sr. Vice President,2021-11-04,Option Exercise,52.93,4991,264174,Nov 08 05:26 PM
Gary Mark,Sr. Vice President,2021-11-04,Sale,190,4991,948290,Nov 08 05:26 PM
Ilan Haviv,Sr. Vice President,2021-10-29,Option Exercise,79.26,48000,3804480,Nov 02 04:54 PM
Ilan Haviv,Sr. Vice President,2021-10-29,Sale,187.89,48000,9018744,Nov 02 04:54 PM
Knecht Julie C.,VP & Chief Accounting Officer,2021-08-05,Option Exercise,79.26,4550,360633,Aug 09 04:24 PM
Knecht Julie C.,VP & Chief Accounting Officer,2021-08-05,Sale,192.17,7399,1421836,Aug 09 04:24 PM
Hobby Jean M.,Director,2021-08-05,Sale,192.04,900,172839,Aug 09 04:19 PM
BAHAI AHMAD,Sr. Vice President,2021-07-29,Sale,189.71,3682,698527,Aug 03 05:01 PM
