Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Gibbs David W,Director,2022-05-31,Buy,9.6,25000,240085,Jun 01 04:32 PM
Gibbs David W,Director,2022-05-27,Buy,9.39,25000,234732,Jun 01 04:32 PM
Maheshwari Aditya,Chief Accounting Officer,2022-02-28,Sale,15.64,2899,45340,Mar 01 05:07 PM
Bergman David,Chief Financial Officer,2021-11-12,Sale,21.29,3500,74524,Nov 15 04:14 PM
Browne Colin,Chief Operating Officer,2021-11-09,Sale,21.04,47550,1000276,Nov 10 05:49 PM
Plank Kevin A,Exec. Chairman and Brand Chief,2021-11-09,Sale,21.07,123338,2599200,Nov 10 04:21 PM
Plank Kevin A,Exec. Chairman and Brand Chief,2021-11-08,Sale,21.17,263340,5575145,Nov 10 04:21 PM
Plank Kevin A,Exec. Chairman and Brand Chief,2021-11-05,Sale,21.49,526423,11313761,Nov 08 06:42 PM
Plank Kevin A,Exec. Chairman and Brand Chief,2021-11-04,Sale,22.31,336899,7516153,Nov 08 06:42 PM
SANDERS HARVEY,Director,2021-08-24,Sale,24.01,10480,251645,Aug 24 04:28 PM
SANDERS HARVEY,Director,2021-08-24,Sale,20.57,10405,214070,Aug 24 04:28 PM
