Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Engel Klaus A,Director,2022-03-15,Sale,52.76,3000,158280,Mar 17 05:07 PM
Cassidy Meghan,See Remarks,2022-03-02,Option Exercise,33.52,87022,2917224,Mar 04 04:25 PM
Cassidy Meghan,See Remarks,2022-03-02,Sale,51.53,87022,4484244,Mar 04 04:25 PM
Magro Charles V.,Chief Executive Officer,2022-02-11,Buy,51.14,50000,2556763,Feb 15 05:04 PM
TITUS BRIAN,See Remarks,2022-02-11,Sale,51.53,23500,1210946,Feb 15 05:09 PM
Engel Klaus A,Director,2021-12-08,Sale,47.12,4000,188468,Dec 10 04:09 PM
GLENN TIMOTHY P,"EVP, Chief Commercial Officer",2021-09-02,Option Exercise,26.76,32788,877407,Sep 07 04:32 PM
Collins James C. Jr.,Chief Executive Officer,2021-08-10,Option Exercise,34.58,241026,8333795,Aug 12 05:54 PM
GLENN TIMOTHY P,"EVP, Chief Commercial Officer",2021-08-09,Option Exercise,32.36,17832,577044,Aug 11 04:31 PM
