Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Cawley Timothy,"Chairman, President & CEO",2022-08-01,Buy,99.03,80,7922,Aug 01 04:38 PM
Cawley Timothy,"Chairman, President & CEO",2022-07-01,Buy,95.56,80,7645,Jul 01 04:44 PM
Miller Joseph,VP & Controller,2022-06-15,Buy,89.27,1,86,Jun 16 04:31 PM
Cawley Timothy,"Chairman, President & CEO",2022-06-01,Buy,99.33,80,7946,Jun 01 04:34 PM
de la Bastide Lore,"SVP, Utility Shared Services",2022-05-31,Buy,99.26,3,333,Jun 03 05:06 PM
Cawley Timothy,"Director, President, CEO",2022-05-31,Buy,99.26,23,2316,Jun 03 05:04 PM
Donnley Deneen L,SVP and General Counsel,2022-05-31,Buy,99.26,23,2313,Jun 03 04:58 PM
Ketschke Matthew,President CECONY,2022-05-31,Buy,99.26,1,111,Jun 03 04:56 PM
HOGLUND ROBERT N,SVP & CFO,2022-05-31,Buy,99.26,23,2315,Jun 03 04:57 PM
Nachmias Stuart,President & CEO CET,2022-05-31,Buy,99.26,7,667,Jun 03 04:54 PM
Miller Joseph,VP & Controller,2022-05-31,Buy,99.26,2,222,Jun 03 04:55 PM
Nadkarni Gurudatta D,"VP, Strategic Planning",2022-05-31,Buy,99.26,21,2079,Jun 03 04:54 PM
Sanchez Robert,"President & CEO, O&R",2022-05-31,Buy,99.26,23,2311,Jun 03 04:53 PM
Cawley Timothy,"Chairman, President & CEO",2022-05-02,Buy,93.61,80,7489,May 02 04:39 PM
Cawley Timothy,"Chairman, President & CEO",2022-04-01,Buy,94.38,80,7550,Apr 01 04:47 PM
Sanchez Robert,"President & CEO, O&R",2022-03-31,Buy,94.68,59,5633,Apr 06 08:34 PM
RESHESKE FRANCES,"SVP, Corporate Affairs",2022-03-31,Buy,94.68,1,110,Apr 06 08:32 PM
Nadkarni Gurudatta D,"VP, Strategic Planning",2022-03-31,Buy,94.68,102,9672,Apr 06 08:30 PM
Nachmias Stuart,President & CEO CET,2022-03-31,Buy,94.68,18,1751,Apr 06 08:29 PM
Miller Joseph,VP & Controller,2022-03-31,Buy,94.68,10,994,Apr 06 08:28 PM
Ketschke Matthew,President CECONY,2022-03-31,Buy,94.68,7,655,Apr 06 08:26 PM
HOGLUND ROBERT N,SVP & CFO,2022-03-31,Buy,94.68,129,12234,Apr 06 08:25 PM
Donnley Deneen L,SVP and General Counsel,2022-03-31,Buy,94.68,34,3245,Apr 06 08:24 PM
Cawley Timothy,"Director, President, CEO",2022-03-31,Buy,94.68,65,6152,Apr 06 08:22 PM
de la Bastide Lore,"SVP, Utility Shared Services",2022-03-31,Buy,94.68,11,1047,Apr 06 08:18 PM
Miller Joseph,VP & Controller,2022-03-15,Buy,90.41,1,85,Mar 16 04:48 PM
Cawley Timothy,"Chairman, President & CEO",2022-03-01,Buy,86.09,80,6887,Mar 01 04:40 PM
Nadkarni Gurudatta D,"VP, Strategic Planning",2022-02-28,Buy,85.77,24,2079,Mar 04 04:50 PM
Nachmias Stuart,President & CEO CET,2022-02-28,Buy,85.77,8,667,Mar 04 04:48 PM
Miller Joseph,VP & Controller,2022-02-28,Buy,85.77,3,222,Mar 04 04:46 PM
Ketschke Matthew,President CECONY,2022-02-28,Buy,85.77,1,111,Mar 04 04:44 PM
HOGLUND ROBERT N,SVP & CFO,2022-02-28,Buy,85.77,27,2315,Mar 04 04:43 PM
Donnley Deneen L,SVP and General Counsel,2022-02-28,Buy,85.77,27,2313,Mar 04 04:42 PM
Cawley Timothy,"Chairman, President & CEO",2022-02-28,Buy,85.77,27,2316,Mar 04 04:40 PM
de la Bastide Lore,"SVP, Utility Shared Services",2022-02-28,Buy,85.77,4,333,Mar 04 04:38 PM
Sanchez Robert,"President & CEO, O&R",2022-02-28,Buy,85.77,27,2311,Mar 04 04:52 PM
McAvoy John,Director,2022-02-22,Sale,84.69,74715,6327359,Feb 23 04:41 PM
Cawley Timothy,"Chairman, President & CEO",2022-01-31,Buy,86.45,27,2316,Feb 04 05:08 PM
Donnley Deneen L,SVP and General Counsel,2022-01-31,Buy,86.45,27,2313,Feb 04 05:09 PM
de la Bastide Lore,"SVP, Utility Shared Services",2022-01-31,Buy,86.45,4,333,Feb 04 05:08 PM
Miller Joseph,VP & Controller,2022-01-31,Buy,86.45,3,222,Feb 04 05:10 PM
Ketschke Matthew,President CECONY,2022-01-31,Buy,86.45,1,111,Feb 04 05:10 PM
HOGLUND ROBERT N,SVP & CFO,2022-01-31,Buy,86.45,27,2315,Feb 04 05:09 PM
Sanchez Robert,"President & CEO, O&R",2022-01-31,Buy,86.45,27,2311,Feb 04 05:11 PM
Nadkarni Gurudatta D,"VP, Strategic Planning",2022-01-31,Buy,86.45,24,2079,Feb 04 05:11 PM
