Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
HORMATS ROBERT D,Director,2022-07-01,Sale,254.53,150,38180,Jul 06 04:03 PM
HORMATS ROBERT D,Director,2022-06-15,Sale,235.4,200,47080,Jun 17 05:50 PM
HORMATS ROBERT D,Director,2022-06-01,Sale,256.13,200,51226,Jun 03 04:08 PM
Tanner Bruce L,Director,2022-04-29,Buy,244.96,9,2205,May 03 04:07 PM
Smith Rodney M,"EVP, CFO & Treasurer",2022-04-21,Option Exercise,76.9,25389,1952414,Apr 25 04:24 PM
Smith Rodney M,"EVP, CFO & Treasurer",2022-04-21,Sale,270,25389,6855030,Apr 25 04:24 PM
Meyer Robert Joseph JR,SVP & Chief Accounting Officer,2022-03-15,Sale,235.76,2800,660119,Mar 17 04:06 PM
THOMPSON SAMME L,Director,2022-02-04,Option Exercise,62,1590,98580,Feb 08 04:15 PM
THOMPSON SAMME L,Director,2022-02-04,Sale,248.16,1590,394574,Feb 08 04:15 PM
Tanner Bruce L,Director,2022-01-14,Buy,252.12,4,1008,Mar 14 07:56 PM
Smith Rodney M,"EVP, CFO & Treasurer",2022-01-13,Option Exercise,71.07,3956,281153,Jan 18 04:11 PM
Smith Rodney M,"EVP, CFO & Treasurer",2022-01-13,Sale,260,3956,1028560,Jan 18 04:11 PM
THOMPSON SAMME L,Director,2022-01-03,Option Exercise,62,2000,124000,Jan 05 04:30 PM
THOMPSON SAMME L,Director,2022-01-03,Sale,292.37,2000,584740,Jan 05 04:30 PM
REEVE PAMELA D A,Director,2021-12-09,Option Exercise,62,3590,222580,Dec 13 04:14 PM
REEVE PAMELA D A,Director,2021-12-09,Sale,273.02,3590,980142,Dec 13 04:14 PM
REED JOANN A,Director,2021-11-16,Option Exercise,62,3590,222580,Nov 18 04:31 PM
REED JOANN A,Director,2021-11-16,Sale,260.5,866,225593,Nov 18 04:31 PM
HORMATS ROBERT D,Director,2021-09-07,Sale,300.5,100,30050,Sep 09 04:17 PM
SHARBUTT DAVID E,Director,2021-09-03,Sale,300.71,739,222225,Sep 08 04:08 PM
HORMATS ROBERT D,Director,2021-08-24,Sale,289.49,100,28949,Aug 26 04:19 PM
SHARBUTT DAVID E,Director,2021-08-23,Option Exercise,81.18,2400,194832,Aug 25 04:19 PM
SHARBUTT DAVID E,Director,2021-08-23,Sale,290,2400,696000,Aug 25 04:19 PM
HORMATS ROBERT D,Director,2021-08-10,Sale,281.55,100,28155,Aug 12 04:20 PM
Meyer Robert Joseph JR,SVP & Chief Accounting Officer,2021-07-30,Sale,284.89,5289,1506801,Aug 03 04:12 PM
HORMATS ROBERT D,Director,2021-07-20,Sale,283.11,100,28311,Jul 22 04:13 PM
Vondran Steven O,"EVP & President, U.S. Tower",2021-07-13,Sale,278.14,816,226962,Jul 14 04:10 PM
Vondran Steven O,"EVP & President, U.S. Tower",2021-07-12,Sale,279.09,8046,2245551,Jul 14 04:10 PM
HORMATS ROBERT D,Director,2021-07-06,Sale,272.87,100,27287,Jul 08 04:22 PM
