Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Saligram Ravichandra Krishnamu,Director,2022-06-13,Option Exercise,26.91,16718,449798,Jun 14 12:02 PM
IRWIN BRADLEY C,Director,2022-05-11,Option Exercise,41.91,7000,293405,May 13 09:00 AM
IRWIN BRADLEY C,Director,2022-05-11,Sale,97.86,7000,685043,May 13 09:00 AM
Price Penry W,Director,2022-02-11,Option Exercise,26.91,16718,449798,Feb 14 09:24 AM
Price Penry W,Director,2022-02-11,Sale,98.39,16718,1644819,Feb 14 09:24 AM
Hemsey Rene,E.V.P. HR,2021-12-17,Option Exercise,26.91,2275,61209,Dec 20 03:29 PM
Hemsey Rene,E.V.P. HR,2021-12-17,Sale,99.56,2275,226501,Dec 20 03:29 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-15,Option Exercise,41.91,13814,578993,Dec 16 12:51 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-15,Sale,99.12,13814,1369215,Dec 16 12:51 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-14,Option Exercise,41.91,25166,1054854,Dec 15 02:53 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-14,Sale,98,25166,2466385,Dec 15 02:53 PM
Bruno Barry A.,"EVP, Chief Marketing Officer",2021-12-13,Option Exercise,30.97,4400,136268,Dec 14 09:59 AM
Bruno Barry A.,"EVP, Chief Marketing Officer",2021-12-13,Sale,97.2,4400,427695,Dec 14 09:59 AM
Craigie James,Director,2021-12-10,Option Exercise,30.96,293151,9075955,Dec 13 12:26 PM
Craigie James,Director,2021-12-10,Sale,95.58,293151,28020721,Dec 13 12:26 PM
FARRELL MATTHEW,President and CEO,2021-12-08,Option Exercise,30.96,89640,2775254,Dec 09 01:49 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-08,Option Exercise,34.81,32974,1147825,Dec 09 02:57 PM
DE MAYNADIER PATRICK D,"EVP, Gen. Counsel & Secretary",2021-12-08,Sale,95.01,32974,3132810,Dec 09 02:57 PM
FARRELL MATTHEW,President and CEO,2021-12-08,Sale,94.07,89640,8432560,Dec 09 01:49 PM
Craigie James,Director,2021-12-06,Option Exercise,30.96,245377,7596872,Dec 07 11:06 AM
FARRELL MATTHEW,President and CEO,2021-12-06,Option Exercise,30.96,100000,3096000,Dec 07 10:52 AM
FARRELL MATTHEW,President and CEO,2021-12-06,Sale,94.02,100000,9402350,Dec 07 10:52 AM
Craigie James,Director,2021-12-06,Sale,93.38,245377,22914384,Dec 07 11:06 AM
Craigie James,Director,2021-12-03,Option Exercise,30.96,64285,1990264,Dec 06 09:53 AM
Craigie James,Director,2021-12-03,Sale,92,64285,5914361,Dec 06 09:53 AM
Craigie James,Director,2021-12-02,Option Exercise,30.96,11704,362356,Dec 03 07:59 AM
Craigie James,Director,2021-12-02,Sale,92.01,11704,1076830,Dec 03 07:59 AM
Craigie James,Director,2021-12-01,Option Exercise,27.84,342328,9529232,Dec 02 10:53 AM
Dierker Richard A,E.V.P. Finance & C.F.O.,2021-12-01,Option Exercise,50.28,46679,2347020,Dec 02 10:12 AM
IRWIN BRADLEY C,Director,2021-12-01,Option Exercise,34.81,14904,518808,Dec 02 09:59 AM
IRWIN BRADLEY C,Director,2021-12-01,Sale,91.57,14904,1364756,Dec 02 09:59 AM
Dierker Richard A,E.V.P. Finance & C.F.O.,2021-12-01,Sale,91.36,46679,4264715,Dec 02 10:12 AM
Craigie James,Director,2021-12-01,Sale,92.04,342328,31507116,Dec 02 10:53 AM
WINKLEBLACK ARTHUR B,Director,2021-11-30,Option Exercise,41.91,14660,614474,Dec 01 03:01 PM
Craigie James,Director,2021-11-30,Option Exercise,26.91,164471,4425092,Dec 01 02:20 PM
IRWIN BRADLEY C,Director,2021-11-30,Option Exercise,34.81,600,20886,Dec 01 02:33 PM
Dierker Richard A,E.V.P. Finance & C.F.O.,2021-11-30,Option Exercise,50.28,53281,2678969,Dec 01 02:46 PM
Dierker Richard A,E.V.P. Finance & C.F.O.,2021-11-30,Sale,90.33,53281,4813049,Dec 01 02:46 PM
WINKLEBLACK ARTHUR B,Director,2021-11-30,Sale,92.4,12000,1108762,Dec 01 03:30 PM
IRWIN BRADLEY C,Director,2021-11-30,Sale,93.01,600,55803,Dec 01 02:33 PM
Craigie James,Director,2021-11-30,Sale,92.51,164471,15215804,Dec 01 02:20 PM
WINKLEBLACK ARTHUR B,Director,2021-11-30,Sale,92.36,14660,1353981,Dec 01 03:01 PM
Bomhard Britta,EVP & Chief Marketing Officer,2021-08-20,Option Exercise,46.95,38738,1818854,Aug 23 01:55 PM
SHEARER ROBERT K,Director,2021-08-20,Option Exercise,41.91,14660,614474,Aug 23 01:30 PM
SHEARER ROBERT K,Director,2021-08-20,Sale,86.6,14660,1269524,Aug 23 01:30 PM
Bomhard Britta,EVP & Chief Marketing Officer,2021-08-20,Sale,86.68,38738,3357701,Aug 23 01:55 PM
Bomhard Britta,EVP & Chief Marketing Officer,2021-08-03,Option Exercise,34.81,1937,67427,Aug 04 05:34 PM
Bomhard Britta,EVP & Chief Marketing Officer,2021-08-03,Sale,85.95,1937,166485,Aug 04 05:34 PM
Bomhard Britta,EVP & Chief Marketing Officer,2021-08-02,Option Exercise,50.28,40675,2045139,Aug 04 05:34 PM
Bomhard Britta,EVP & Chief Marketing Officer,2021-08-02,Sale,85.59,40675,3481373,Aug 04 05:34 PM
Hemsey Rene,"EVP, HR",2021-07-02,Option Exercise,85.27,20,1705,Jul 07 02:34 PM
Bruno Barry A.,"EVP, International",2021-07-02,Option Exercise,85.27,20,1705,Jul 07 02:32 PM
