Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Yarkadas Hayati,Senior Vice President,2022-06-27,Option Exercise,63.55,5898,374818,Jun 29 04:04 PM
Yarkadas Hayati,Senior Vice President,2022-06-27,Sale,80.06,5898,472212,Jun 29 04:04 PM
Yarkadas Hayati,Senior Vice President,2022-06-21,Sale,74.18,2082,154436,Jun 22 04:06 PM
Cerwinka Franz,"SVP and President, Emerging Ma",2022-06-14,Sale,75.79,925,70106,Jun 14 04:14 PM
Yarkadas Hayati,Senior Vice President,2022-05-09,Sale,86.37,75,6478,May 10 05:45 PM
Sabol Colin R,Senior Vice President,2022-04-18,Sale,83.05,4233,351538,Apr 19 04:00 PM
Yarkadas Hayati,Senior Vice President,2022-03-02,Sale,87.87,43,3778,Mar 03 05:03 PM
Cerwinka Franz,"SVP and President, Emerging Ma",2022-03-02,Sale,87.84,157,13791,Mar 03 04:42 PM
Yarkadas Hayati,Senior Vice President,2022-03-01,Sale,86.61,71,6150,Mar 02 04:18 PM
Cerwinka Franz,"SVP and President, Emerging Ma",2022-03-01,Sale,86.5,292,25257,Mar 02 04:04 PM
MOHAPATRA SURYA N,Director,2022-02-09,Buy,95.03,245,23282,Feb 11 04:01 PM
Pine Matthew Francis,Senior Vice President,2022-01-03,Option Exercise,63.55,1000,63550,Jan 04 04:01 PM
Pine Matthew Francis,Senior Vice President,2022-01-03,Sale,120.21,1000,120210,Jan 04 04:01 PM
Pine Matthew Francis,Senior Vice President,2021-12-01,Option Exercise,63.55,2000,127100,Dec 02 04:06 PM
Pine Matthew Francis,Senior Vice President,2021-12-01,Sale,121.32,2000,242647,Dec 02 04:06 PM
Decker Patrick,President & CEO,2021-11-09,Option Exercise,36.81,54643,2011409,Nov 10 04:36 PM
Decker Patrick,President & CEO,2021-11-09,Sale,132.91,54643,7262415,Nov 10 04:36 PM
Pine Matthew Francis,Senior Vice President,2021-11-05,Option Exercise,63.55,2000,127100,Nov 05 05:22 PM
Pine Matthew Francis,Senior Vice President,2021-11-05,Sale,130.49,2000,260980,Nov 05 05:22 PM
Sabol Colin R,Senior Vice President,2021-10-19,Option Exercise,48.33,3800,183654,Oct 21 03:50 PM
Sabol Colin R,Senior Vice President,2021-10-19,Sale,125.84,5595,704051,Oct 21 03:50 PM
Pine Matthew Francis,Senior Vice President,2021-10-01,Option Exercise,63.55,2000,127100,Oct 04 06:13 PM
Pine Matthew Francis,Senior Vice President,2021-10-01,Sale,121.42,2000,242835,Oct 04 06:13 PM
TAMBAKERAS MARKOS I,Director,2021-09-13,Sale,131.96,5000,659799,Sep 15 04:03 PM
Pine Matthew Francis,Senior Vice President,2021-09-01,Option Exercise,63.55,2000,127100,Sep 02 04:33 PM
Pine Matthew Francis,Senior Vice President,2021-09-01,Sale,136.36,2000,272725,Sep 02 04:33 PM
Decker Patrick,President & CEO,2021-08-10,Option Exercise,36.81,54643,2011409,Aug 10 05:37 PM
Decker Patrick,President & CEO,2021-08-10,Sale,129.53,54643,7078023,Aug 10 05:37 PM
Pine Matthew Francis,Senior Vice President,2021-08-06,Option Exercise,63.55,2000,127100,Aug 10 04:08 PM
Pine Matthew Francis,Senior Vice President,2021-08-06,Sale,128.48,6804,874150,Aug 10 04:08 PM
Decker Patrick,President & CEO,2021-08-06,Sale,128.24,9106,1167717,Aug 10 05:37 PM
Sabol Colin R,Senior Vice President,2021-07-19,Option Exercise,48.33,3800,183654,Jul 20 04:02 PM
Sabol Colin R,Senior Vice President,2021-07-19,Sale,117.28,5595,656205,Jul 20 04:02 PM
Toussaint Claudia S,"SVP,CSO,Gen Counsel & Corp Sec",2021-07-15,Option Exercise,48.33,5956,287853,Jul 16 04:01 PM
Toussaint Claudia S,"SVP,CSO,Gen Counsel & Corp Sec",2021-07-15,Sale,120.12,5956,715419,Jul 16 04:01 PM
Decker Patrick,President & CEO,2021-07-09,Sale,120.77,9154,1105486,Jul 13 04:01 PM
Decker Patrick,President & CEO,2021-07-09,Sale,122.56,9204,1128020,Jul 22 04:01 PM
