Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
RANDLE STUART A,Director,2022-06-07,Option Exercise,78.5,3014,236599,Jun 09 05:33 PM
RANDLE STUART A,Director,2022-06-07,Sale,283.31,3014,853896,Jun 09 05:33 PM
Kelly Liam,"Chairman, President & CEO",2021-12-27,Option Exercise,59.91,8987,538383,Dec 29 04:37 PM
Kelly Liam,"Chairman, President & CEO",2021-12-27,Sale,330,8987,2965710,Dec 29 04:37 PM
Krakauer Andrew A,Director,2021-11-30,Buy,307.23,1000,307232,Dec 02 04:57 PM
Hicks Cameron P,Corp. VP & Chief HR Officer,2021-11-10,Option Exercise,121,3600,435600,Nov 12 04:36 PM
Hicks Cameron P,Corp. VP & Chief HR Officer,2021-11-10,Sale,350,3600,1260000,Nov 12 04:36 PM
Kelly Liam,"Chairman, President & CEO",2021-08-18,Option Exercise,59.75,8987,536973,Aug 20 04:46 PM
Kelly Liam,"Chairman, President & CEO",2021-08-18,Sale,376.32,8987,3381973,Aug 20 04:46 PM
Klasko Stephen K. M.D.,Director,2021-07-12,Option Exercise,59.75,3564,212949,Jul 13 09:12 PM
Klasko Stephen K. M.D.,Director,2021-07-12,Sale,422.55,3564,1505968,Jul 13 09:12 PM
