Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
STEVERSON LEWIS A,EVP and CLAO,2022-06-15,Option Exercise,0,579,0,Jun 16 04:03 PM
Capps Cheryl C,SVP & Chief Supply Chain Off.,2022-06-02,Option Exercise,19.65,1793,35232,Jun 03 04:10 PM
Capps Cheryl C,SVP & Chief Supply Chain Off.,2022-06-02,Sale,35.67,8723,311176,Jun 03 04:10 PM
Bell Michael Alan,"Senior VP & GM, Optical Comm.",2022-05-18,Sale,34.42,2717,93508,May 20 04:09 PM
France Robert P.,"Senior VP, Human Resources",2022-05-18,Sale,34.41,2751,94650,May 20 04:10 PM
Bell Michael Alan,"Senior VP & GM, Optical Comm.",2022-05-16,Option Exercise,7.6,7974,60581,May 18 04:07 PM
Bayne John P JR,"SVP &GM, Mobile Consumer Elec.",2022-05-16,Option Exercise,0,4891,0,May 18 04:05 PM
STEVERSON LEWIS A,EVP and CLAO,2022-05-16,Option Exercise,0,10501,0,May 18 04:35 PM
Zhang John Z,"Senior VP & GM, Display",2022-05-16,Option Exercise,0,5474,0,May 18 04:31 PM
WEEKS WENDELL P,Chairman and CEO,2022-05-16,Option Exercise,0,40606,0,May 18 04:29 PM
Verkleeren Ronald L,"Senior VP & GM, Life Sciences",2022-05-16,Option Exercise,0,3442,0,May 18 04:29 PM
Schlesinger Edward A,Exec. Vice President and CFO,2022-05-16,Option Exercise,0,4373,0,May 18 04:25 PM
Nelson Avery H III,"Senior VP & GM, Automotive",2022-05-16,Option Exercise,0,4659,0,May 18 04:24 PM
Mullins Anne,Senior Vice President & CDIO,2022-05-16,Option Exercise,0,6405,0,May 18 04:24 PM
Musser Eric S,President and COO,2022-05-16,Option Exercise,0,13826,0,May 18 04:22 PM
Morse David L,Exec. VP & Chief Tech. Officer,2022-05-16,Option Exercise,0,10870,0,May 18 04:19 PM
Fang Li,"President & GM, International",2022-05-16,Option Exercise,0,4533,0,May 18 04:17 PM
McRae Lawrence D,Vice Chairman & Corp. Dev. Off,2022-05-16,Option Exercise,0,13123,0,May 18 04:18 PM
France Robert P.,"Senior VP, Human Resources",2022-05-16,Option Exercise,0,5623,0,May 18 04:16 PM
Capps Cheryl C,SVP & Chief Supply Chain Off.,2022-05-16,Option Exercise,0,4517,0,May 18 04:12 PM
Evenson Jeffrey W,Exec. VP & Chief Strategy Off,2022-05-16,Option Exercise,0,8372,0,May 18 04:12 PM
Curran Martin J,Exec. VP & Innovation Officer,2022-05-16,Option Exercise,0,9225,0,May 18 04:11 PM
Becker Stefan,Senior VP & Controller,2022-05-16,Option Exercise,0,4137,0,May 18 04:06 PM
Bell Michael Alan,"Senior VP & GM, Optical Comm.",2022-05-16,Sale,35.18,3083,108473,May 18 04:07 PM
Tripeny R Tony,Retired Exec. Vice President,2022-05-02,Option Exercise,35.96,9821,353163,May 04 04:44 PM
France Robert P.,"Senior VP, Human Resources",2022-04-20,Sale,35.03,2190,76706,Apr 21 04:16 PM
Bell Michael Alan,"Senior VP & GM, Optical Comm.",2022-04-20,Sale,35.03,3355,117521,Apr 21 04:15 PM
Zhang John Z,"Senior VP & GM, Display",2022-04-18,Option Exercise,0,6265,0,Apr 20 04:26 PM
WEEKS WENDELL P,Chairman and CEO,2022-04-18,Option Exercise,0,69052,0,Apr 20 04:25 PM
Tripeny R Tony,Executive Vice President,2022-04-18,Option Exercise,0,16393,0,Apr 20 04:23 PM
Verkleeren Ronald L,"Senior VP & GM, Life Sciences",2022-04-18,Option Exercise,0,4054,0,Apr 20 04:23 PM
STEVERSON LEWIS A,EVP and CLAO,2022-04-18,Option Exercise,0,12301,0,Apr 20 04:21 PM
Nelson Avery H III,"Senior VP & GM, Automotive",2022-04-18,Option Exercise,0,5896,0,Apr 20 04:20 PM
Schlesinger Edward A,Exec. Vice President and CFO,2022-04-18,Option Exercise,0,4422,0,Apr 20 04:21 PM
Morse David L,Exec. VP & Chief Tech. Officer,2022-04-18,Option Exercise,0,16749,0,Apr 20 04:18 PM
Musser Eric S,President and COO,2022-04-18,Option Exercise,0,16393,0,Apr 20 04:19 PM
McRae Lawrence D,Vice Chairman & Corp. Dev. Off,2022-04-18,Option Exercise,0,17816,0,Apr 20 04:17 PM
France Robert P.,"Senior VP, Human Resources",2022-04-18,Option Exercise,0,4270,0,Apr 20 04:16 PM
Curran Martin J,Exec. VP & Innovation Officer,2022-04-18,Option Exercise,0,13546,0,Apr 20 04:14 PM
Evenson Jeffrey W,Exec. VP & Chief Strategy Off,2022-04-18,Option Exercise,0,10745,0,Apr 20 04:15 PM
Capps Cheryl C,SVP & Chief Supply Chain Off.,2022-04-18,Option Exercise,0,5042,0,Apr 20 04:13 PM
Bell Michael Alan,"Senior VP & GM, Optical Comm.",2022-04-18,Option Exercise,0,5795,0,Apr 20 04:12 PM
Becker Stefan,Senior VP & Controller,2022-04-18,Option Exercise,0,4422,0,Apr 20 04:11 PM
Bayne John P JR,"SVP &GM, Mobile Consumer Elec.",2022-04-18,Option Exercise,0,6049,0,Apr 20 04:10 PM
Bell Michael Alan,"Senior VP & GM, Optical Comm.",2022-04-01,Option Exercise,33.92,12529,424984,Apr 05 04:06 PM
Bell Michael Alan,"Senior VP & GM, Optical Comm.",2022-04-01,Sale,36.24,12529,454099,Apr 05 04:06 PM
Morse David L,Exec. VP & Chief Tech. Officer,2022-02-18,Option Exercise,19.65,37,727,Feb 22 04:04 PM
Morse David L,Exec. VP & Chief Tech. Officer,2022-02-18,Sale,42,47,1974,Feb 22 04:04 PM
WEEKS WENDELL P,Chairman and CEO,2022-02-15,Option Exercise,21.5,70567,1516848,Feb 16 04:12 PM
WEEKS WENDELL P,Chairman and CEO,2022-02-15,Sale,41.84,70567,2952876,Feb 16 04:12 PM
WEEKS WENDELL P,Chairman and CEO,2022-02-14,Option Exercise,21.43,104229,2233156,Feb 16 04:12 PM
WEEKS WENDELL P,Chairman and CEO,2022-02-14,Sale,41.52,104229,4327953,Feb 16 04:12 PM
Zhang John Z,"Senior VP & GM, Display",2022-02-04,Option Exercise,27.03,13320,360040,Feb 04 04:24 PM
Zhang John Z,"Senior VP & GM, Display",2022-02-04,Sale,42.01,13320,559593,Feb 04 04:24 PM
WEEKS WENDELL P,Chairman and CEO,2022-01-07,Option Exercise,0,3075,0,Jan 11 04:46 PM
Tripeny R Tony,Exec. Vice President and CFO,2022-01-07,Option Exercise,0,874,0,Jan 11 04:45 PM
STEVERSON LEWIS A,EVP and CLAO,2022-01-07,Option Exercise,0,1098,0,Jan 11 04:43 PM
Musser Eric S,President and COO,2022-01-07,Option Exercise,0,1258,0,Jan 11 04:42 PM
Morse David L,Exec. VP & Chief Tech. Officer,2022-01-07,Option Exercise,0,851,0,Jan 11 04:41 PM
McRae Lawrence D,Vice Chairman & Corp. Dev. Off,2022-01-07,Option Exercise,0,880,0,Jan 11 04:40 PM
Evenson Jeffrey W,Exec. VP & Chief Strategy Off,2022-01-07,Option Exercise,0,699,0,Jan 11 04:38 PM
France Robert P.,"Senior VP, Human Resources",2022-01-07,Option Exercise,0,488,0,Jan 11 04:39 PM
Curran Martin J,Exec. VP & Innovation Officer,2022-01-07,Option Exercise,0,747,0,Jan 11 04:37 PM
Clappin James P,Retired Vice Chair &Strat. Adv,2022-01-07,Option Exercise,0,672,0,Jan 11 04:36 PM
Bell Michael Alan,"Senior VP & GM, Optical Comm.",2022-01-07,Option Exercise,0,534,0,Jan 11 04:35 PM
Bayne John P JR,"SVP &GM, Mobile Consumer Elec.",2022-01-07,Option Exercise,0,609,0,Jan 11 04:34 PM
BURNS STEPHANIE,Director,2022-01-03,Buy,36.95,5,185,Mar 14 04:22 PM
BURNS STEPHANIE,Director,2021-12-27,Buy,37.24,102,3798,Mar 14 04:22 PM
Fang Li,"President & GM, International",2021-12-13,Option Exercise,12.97,16866,218748,Dec 15 04:02 PM
Fang Li,"President & GM, International",2021-12-13,Sale,37.48,16866,632138,Dec 15 04:02 PM
Kinlin Clark S,Retired Exec. Vice President,2021-09-07,Sale,39.4,15302,602831,Sep 09 03:40 PM
Clappin James P,Retired Vice Chair &Strat. Adv,2021-09-02,Option Exercise,26.29,67069,1763233,Sep 03 04:04 PM
Clappin James P,Retired Vice Chair &Strat. Adv,2021-09-02,Sale,39.51,67069,2650077,Sep 03 04:04 PM
Clappin James P,Retired Vice Chair &Strat. Adv,2021-09-01,Option Exercise,27,13702,369954,Sep 03 04:04 PM
Clappin James P,Retired Vice Chair &Strat. Adv,2021-09-01,Sale,39.88,13702,546414,Sep 03 04:04 PM
Curran Martin J,Exec. VP & Innovation Officer,2021-08-19,Option Exercise,25.32,28419,719708,Aug 20 04:00 PM
Curran Martin J,Exec. VP & Innovation Officer,2021-08-19,Sale,40.89,28419,1162033,Aug 20 04:00 PM
McRae Lawrence D,Vice Chairman & Corp. Dev. Off,2021-08-11,Option Exercise,21.48,37537,806258,Aug 13 04:05 PM
McRae Lawrence D,Vice Chairman & Corp. Dev. Off,2021-08-11,Sale,40.91,37537,1535796,Aug 13 04:05 PM
STEVERSON LEWIS A,EVP and CLAO,2021-08-06,Option Exercise,19.65,1812,35606,Aug 10 04:01 PM
STEVERSON LEWIS A,EVP and CLAO,2021-08-06,Sale,41.07,7466,306630,Aug 10 04:01 PM
France Robert P.,"Senior VP, Human Resources",2021-07-26,Option Exercise,25.98,7764,201713,Jul 28 04:03 PM
France Robert P.,"Senior VP, Human Resources",2021-07-26,Sale,41.16,7764,319569,Jul 28 04:03 PM
