Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Muschong Lisa A.,"VP, Corp Sec & Chief of Staff",2022-05-27,Sale,134.28,600,80568,May 31 09:30 AM
Chavez JoAnn,Sr VP & Chief Legal Officer,2022-05-23,Sale,130.31,1938,252541,May 24 03:45 PM
Muschong Lisa A.,"VP, Corp Sec & Chief of Staff",2022-03-04,Sale,127.86,1600,204576,Mar 07 10:14 AM
Myrick Tracy J,Chief Accounting Officer,2022-03-04,Sale,124.99,600,74994,Mar 04 12:41 PM
Harris Joi M.,Pres. & COO - DTE Gas Company,2022-03-02,Sale,120.97,1650,199600,Mar 02 12:39 PM
Chavez JoAnn,Sr VP & Chief Legal Officer,2022-02-16,Sale,116.58,500,58290,Feb 17 10:00 AM
Williams Valerie,Director,2022-01-02,Option Exercise,0,1560,0,Jan 03 05:00 PM
Thomas David A,Director,2022-01-02,Option Exercise,0,1560,0,Jan 03 04:59 PM
SHAW RUTH G,Director,2022-01-02,Option Exercise,0,1560,0,Jan 03 04:59 PM
VANDENBERGHE JAMES H,Director,2022-01-02,Option Exercise,0,1560,0,Jan 03 04:58 PM
MURRAY MARK A,Director,2022-01-02,Option Exercise,0,1560,0,Jan 03 04:58 PM
MCCLURE CHARLES G,Director,2022-01-02,Option Exercise,0,1560,0,Jan 03 04:59 PM
BRANDON DAVID,Director,2022-01-02,Option Exercise,0,1560,0,Jan 03 04:57 PM
Chavez JoAnn,Sr VP & Chief Legal Officer,2021-12-02,Sale,110.78,500,55390,Dec 03 12:04 PM
ANDERSON GERARD M,Executive Chairman,2021-08-11,Sale,120.53,10000,1205300,Aug 12 10:36 AM
Lauer Trevor F,President and COO-DTE Electric,2021-08-11,Sale,120.41,15000,1806150,Sep 03 10:34 AM
