Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Dial Debra L.,Director,2022-08-01,Buy,52.41,400,20962,Aug 02 05:01 PM
Donoso Diego,"President, Pkg & Spec Plastics",2022-05-26,Option Exercise,50.07,16700,836169,May 31 04:17 PM
Ungerleider Howard I,President and CFO,2022-05-04,Option Exercise,32.57,104101,3390570,May 06 04:49 PM
Ungerleider Howard I,President and CFO,2022-05-04,Sale,68.7,104101,7151530,May 06 04:49 PM
Sreeram Attiganal N,Senior Vice President / CTO,2022-04-26,Option Exercise,56.72,122953,6973338,Apr 28 10:00 PM
Dial Debra L.,Director,2022-04-26,Buy,67.69,400,27075,Apr 29 06:03 AM
Dial Debra L.,Director,2022-03-07,Buy,57.84,375,21688,Mar 08 04:19 PM
Hinman Jacqueline C.,Director,2022-03-04,Buy,58.37,3000,175108,Mar 08 04:19 PM
Fitterling James R,Chairman and CEO,2021-10-29,Buy,56.03,5000,280148,Nov 02 04:18 PM
DAVIS RICHARD K,Director,2021-10-29,Buy,56.26,1200,67518,Nov 02 04:19 PM
