Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Lewis Christopher Anthony,Sr VP - Human Resources,2022-06-19,Option Exercise,0,25565,0,Jun 21 10:34 AM
Gitzel Timothy S.,Director,2022-05-23,Option Exercise,0,7169,0,May 25 05:55 PM
SEIBERT STEVEN M,Director,2022-05-23,Option Exercise,0,4301,0,May 25 05:56 PM
BEEBE CHERYL K,Director,2022-05-23,Option Exercise,0,5018,0,May 25 05:56 PM
Johnson Denise C,Director,2022-05-23,Option Exercise,0,4301,0,May 25 05:55 PM
WESTBROOK KELVIN R,Director,2022-05-23,Option Exercise,0,7169,0,May 25 05:54 PM
Koenig Emery N.,Director,2022-05-23,Option Exercise,0,7169,0,May 25 05:54 PM
EBEL GREGORY L,Director,2022-05-23,Option Exercise,0,12026,0,May 25 05:55 PM
Johnson Denise C,Director,2022-05-16,Sale,65,24427,1587755,May 18 08:52 AM
EBEL GREGORY L,Director,2022-05-06,Buy,63.49,15600,990502,May 09 04:14 PM
Isaacson Mark J.,"SVP, Gen. Counsel & Corp. Sec.",2022-04-18,Option Exercise,50.43,7461,376258,Apr 19 04:02 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-04-18,Option Exercise,57.62,7284,419704,Apr 19 04:02 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-04-18,Sale,76.02,17284,1313930,Apr 19 04:02 PM
Precourt Walter F. III,Senior VP - Strategy & Growth,2022-04-18,Sale,78,9647,752466,Apr 19 04:01 PM
Isaacson Mark J.,"SVP, Gen. Counsel & Corp. Sec.",2022-04-18,Sale,76.02,14461,1099325,Apr 19 04:02 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-04-14,Sale,77,10000,770000,Apr 15 09:20 AM
O'Rourke James Calvin,President & CEO,2022-04-12,Option Exercise,57.62,27681,1594979,Apr 13 05:19 PM
O'Rourke James Calvin,President & CEO,2022-04-12,Sale,74.97,27681,2075245,Apr 13 05:19 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-03-21,Sale,67,10000,670010,Mar 22 04:10 PM
Precourt Walter F. III,Senior VP - Strategy & Growth,2022-03-07,Option Exercise,0,38219,0,Mar 09 04:41 PM
Freeland Clint,SVP & Chief Financial Officer,2022-03-07,Option Exercise,0,47772,0,Mar 09 04:42 PM
Wang Yijun,SVP-Global Strategic Marketing,2022-03-07,Option Exercise,0,7256,0,Mar 09 04:42 PM
Swager Karen A,Senior VP - Supply Chain,2022-03-07,Option Exercise,0,22294,0,Mar 09 04:42 PM
Isaacson Mark J.,"SVP, Gen. Counsel & Corp. Sec.",2022-03-07,Option Exercise,0,27072,0,Mar 09 04:43 PM
Bodine Bruce M.,Senior VP - North America,2022-03-07,Option Exercise,0,35034,0,Mar 09 04:41 PM
PRATT BENJAMIN JAMES,Sr VP - Gov. & Public Affairs,2022-03-07,Option Exercise,0,6220,0,Mar 09 04:41 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-03-07,Option Exercise,0,35034,0,Mar 09 04:40 PM
O'Rourke James Calvin,President & CEO,2022-03-07,Option Exercise,0,219760,0,Mar 09 04:40 PM
Ricard Corrine D.,Sr VP - Mosaic Fertilizantes,2022-03-03,Sale,57,10000,570000,Mar 04 04:19 PM
Precourt Walter F. III,Senior VP - Strategy & Growth,2022-03-02,Option Exercise,29.51,63505,1874175,Mar 04 04:19 PM
Precourt Walter F. III,Senior VP - Strategy & Growth,2022-03-02,Sale,55,63505,3492775,Mar 04 04:19 PM
Isaacson Mark J.,"SVP, Gen. Counsel & Corp. Sec.",2022-02-08,Option Exercise,29.46,40094,1181229,Feb 09 11:32 AM
Isaacson Mark J.,"SVP, Gen. Counsel & Corp. Sec.",2022-02-08,Sale,45,40094,1804230,Feb 09 11:32 AM
Swager Karen A,Senior VP - Supply Chain,2022-01-01,Option Exercise,0,10270,0,Jan 04 05:26 PM
Vale S.A.,NA,2021-11-09,Sale,36.84,34176574,1259064986,Nov 10 04:15 PM
