Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Mammen Timothy PV,"SVP, Chief Financial Officer",2022-06-16,Buy,83.54,3000,250620,Jun 21 04:07 PM
Shcherbakov Eugene A,CEO,2022-02-09,Option Exercise,58.65,1500,87975,Feb 09 05:44 PM
Shcherbakov Eugene A,CEO,2022-02-09,Sale,152.3,1500,228450,Feb 09 05:44 PM
Samartsev Igor,"SVP, Chief Technology Officer",2022-01-03,Sale,172.35,500,86175,Jan 03 04:11 PM
CHILD MICHAEL C,Director,2021-11-16,Option Exercise,51.1,13167,672881,Nov 17 04:27 PM
Samartsev Igor,"SVP, Chief Technology Officer",2021-10-01,Sale,159.27,500,79635,Oct 04 04:15 PM
IP FIBRE DEVICES LTD,10% Owner,2021-09-16,Sale,170.58,10700,1825163,Sep 17 04:20 PM
IP FIBRE DEVICES LTD,10% Owner,2021-09-15,Sale,172.27,12500,2153320,Sep 17 04:20 PM
Ness Trevor,"SVP, Worldwide Sales & Mrkting",2021-08-02,Option Exercise,154.88,1200,185856,Aug 04 05:06 PM
IP FIBRE DEVICES LTD,10% Owner,2021-08-02,Sale,220.06,1800,396108,Aug 04 05:08 PM
Ness Trevor,"SVP, Worldwide Sales & Mrkting",2021-08-02,Sale,220.07,2600,572182,Aug 04 05:06 PM
Samartsev Igor,"SVP, Chief Technology Officer",2021-07-01,Sale,211.61,500,105805,Jul 06 04:06 PM
