Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Rumbolz Michael D,Director,2022-03-08,Buy,26.89,1725,46385,Mar 09 06:28 PM
Rumbolz Michael D,Director,2022-03-08,Buy,26.88,2000,53760,Mar 09 06:28 PM
Wasserman Gabriel,Chief Accounting Officer,2022-01-06,Buy,29.19,88,2569,Jan 07 04:31 PM
Gallagher Samantha Sacks,General Counsel and EVP,2021-11-24,Buy,28.3,4400,124520,Nov 24 04:27 PM
Payne John W R,President and COO,2021-11-24,Buy,28.4,8830,250772,Nov 24 04:27 PM
Gallagher Samantha Sacks,General Counsel and EVP,2021-11-04,Buy,29.25,3400,99450,Nov 04 05:23 PM
ABRAHAMSON JAMES R,Director,2021-09-17,Buy,29.5,7400,218300,Sep 20 05:10 PM
ABRAHAMSON JAMES R,Director,2021-09-17,Buy,29.5,350,10325,Sep 20 05:10 PM
