Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Krishnan Ramkumar,CEO Intl Beverages & CCO,2022-07-28,Sale,174.83,3433,600193,Aug 01 04:28 PM
Williams Steven C,"CEO, PFNA",2022-07-15,Sale,171.18,1753,300076,Jul 19 04:35 PM
Tanner Kirk,"CEO, PBNA",2022-05-17,Sale,174.15,13679,2382260,May 19 04:30 PM
Willemsen Eugene,"CEO, AMESA",2022-05-16,Sale,175.61,4560,800779,May 18 05:03 PM
Flavell David,"EVP, Gen Counsel & Corp Sec",2022-05-16,Sale,175.11,5150,901826,May 18 04:52 PM
Krishnan Ramkumar,CEO Intl Beverages & CCO,2022-05-10,Option Exercise,89.25,6723,600028,May 12 04:23 PM
Krishnan Ramkumar,CEO Intl Beverages & CCO,2022-05-10,Sale,171.76,4790,822730,May 12 04:23 PM
Johnston Hugh F,"Vice Chairman, EVP & CFO",2021-10-21,Sale,160.3,37266,5973626,Oct 25 04:12 PM
Flavell David,"EVP, Gen Counsel & Corp Sec",2021-08-06,Sale,154.39,2000,308785,Aug 10 04:18 PM
Gallagher Marie T.,SVP and Controller,2021-07-19,Sale,155.7,7409,1153551,Jul 21 04:28 PM
