Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Begor Mark W,CEO,2022-04-27,Sale,204.74,15000,3071052,Apr 28 04:13 PM
Singh Sid,President - USIS,2022-02-25,Option Exercise,129.88,19222,2496595,Mar 01 04:15 PM
Singh Sid,President - USIS,2022-02-25,Sale,215.93,19222,4150572,Mar 01 04:15 PM
KELLEY JOHN J III,Chief Legal Officer,2021-12-31,Option Exercise,184.38,4949,912516,Jan 04 04:42 PM
Ploder Rodolfo O,Pres-Workforce Solutions,2021-12-03,Option Exercise,124.39,29672,3690861,Dec 07 04:49 PM
Houston Julia A,Chief Strategy & Mktg Officer,2021-08-20,Option Exercise,98.15,12368,1213978,Aug 24 04:13 PM
KELLEY JOHN J III,Chief Legal Officer,2021-08-20,Option Exercise,123.49,16196,2000044,Aug 24 04:13 PM
Singh Sid,President - USIS,2021-08-20,Option Exercise,110.76,6021,666886,Aug 24 04:13 PM
Griggs James M,SVP & Corp Controller,2021-08-20,Option Exercise,105.99,1887,200003,Aug 24 04:12 PM
Griggs James M,SVP & Corp Controller,2021-08-20,Sale,256.78,1877,481975,Aug 24 04:12 PM
Singh Sid,President - USIS,2021-08-20,Sale,256.79,7628,1958772,Aug 24 04:13 PM
KELLEY JOHN J III,Chief Legal Officer,2021-08-20,Sale,256.75,25100,6444500,Aug 24 04:13 PM
Houston Julia A,Chief Strategy & Mktg Officer,2021-08-20,Sale,256.76,12368,3175662,Aug 24 04:13 PM
Koehler Bryson R,Chief Technology Officer,2021-08-20,Sale,256.85,4500,1155811,Aug 24 04:13 PM
Dhore Prasanna,Chief D&A & Innovation Officer,2021-08-04,Sale,257.49,2001,515239,Aug 06 04:13 PM
