Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
FITZSIMONS SHANE,EVP & Chief Financial Officer,2022-02-22,Option Exercise,0,6043,0,Feb 24 04:19 PM
McElroy David,EVP & CEO General Insurance,2022-02-22,Option Exercise,0,12590,0,Feb 24 04:19 PM
Repko John P,EVP and Chief Info. Officer,2022-02-22,Option Exercise,0,14821,0,Feb 24 04:19 PM
Glazer Rose Marie E.,"EVP, CHRO & Corp Secretary",2022-02-22,Option Exercise,0,4356,0,Feb 24 04:19 PM
Mouri Naohiro,EVP and Chief Auditor,2022-02-22,Option Exercise,0,8279,0,Feb 24 04:19 PM
Purtill Sabra R.,EVP and Chief Risk Officer,2022-02-22,Option Exercise,0,4259,0,Feb 24 04:19 PM
Zaffino Peter,Chairman & CEO,2022-02-22,Option Exercise,0,97267,0,Feb 24 04:19 PM
Habayeb Elias F.,"SVP, CFO L&R and CAO",2022-02-22,Option Exercise,0,13268,0,Feb 24 04:18 PM
Fato Luciana,"EVP, GC, Comms & Govt Affairs",2022-02-22,Option Exercise,0,45159,0,Feb 24 04:18 PM
Hogan Kevin T.,EVP - Life & Retirement,2022-02-22,Option Exercise,0,46317,0,Feb 24 04:18 PM
Lyons Mark Donald,"EVP, Actuary & Portfolio Mgmt",2022-02-22,Option Exercise,0,42843,0,Feb 24 04:19 PM
Repko John P,EVP and Chief Info. Officer,2022-02-18,Sale,61.88,7646,473108,Feb 23 04:19 PM
Habayeb Elias F.,"SVP, CFO L&R and CAO",2022-01-01,Option Exercise,0,14954,0,Jan 04 04:26 PM
McElroy David,EVP & CEO General Insurance,2022-01-01,Option Exercise,0,45762,0,Jan 04 04:26 PM
Mouri Naohiro,EVP and Chief Auditor,2022-01-01,Option Exercise,0,4455,0,Jan 04 04:27 PM
Hogan Kevin T.,EVP - Life & Retirement,2022-01-01,Option Exercise,0,24924,0,Jan 04 04:27 PM
Zaffino Peter,Chairman & CEO,2022-01-01,Option Exercise,0,52340,0,Jan 04 04:27 PM
Lyons Mark Donald,"EVP, Actuary & Portfolio Mgmt",2022-01-01,Option Exercise,0,23054,0,Jan 04 04:27 PM
Purtill Sabra R.,EVP and Chief Risk Officer,2022-01-01,Option Exercise,0,6127,0,Jan 04 04:27 PM
Repko John P,EVP and Chief Info. Officer,2022-01-01,Option Exercise,0,7975,0,Jan 04 04:27 PM
Glazer Rose Marie E.,"EVP, CHRO & Corp Secretary",2022-01-01,Option Exercise,0,8648,0,Jan 04 04:27 PM
Fato Luciana,"EVP, GC, Comms & Govt Affairs",2021-11-16,Sale,58.17,7000,407191,Nov 18 04:16 PM
Fato Luciana,"EVP, GC, Comms & Govt Affairs",2021-09-10,Option Exercise,0,17561,0,Sep 14 04:20 PM
Hogan Kevin T.,EVP - Life & Retirement,2021-08-11,Sale,53.61,41400,2219458,Aug 13 04:18 PM
