Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Osborn David P,Director,2022-07-29,Buy,97.69,1000,97690,Aug 02 03:03 PM
Debbink Dirk J,Director,2022-07-29,Buy,96.66,510,49297,Aug 02 03:03 PM
Delaney Angela Ossello,Senior Vice President- Sub,2022-06-10,Option Exercise,54.64,860,46988,Jun 14 03:15 PM
Love Lisa Anne,EVP/CLO & Corp Secy,2022-06-07,Option Exercise,44.7,4527,202357,Jun 09 03:13 PM
Debbink Dirk J,Director,2022-05-20,Buy,120.67,410,49473,May 24 03:19 PM
Schiff Charles Odell,Director,2022-05-12,Sale,123.08,12500,1538500,May 16 03:36 PM
Debbink Dirk J,Director,2022-03-03,Buy,123.28,400,49312,Mar 07 03:32 PM
Aaron Thomas J,Director,2022-03-03,Buy,123.98,200,24796,Mar 07 03:32 PM
Sewell Michael J,"CFO, Sr Vice Pres & Treasurer",2022-03-01,Option Exercise,0,7464,0,Mar 03 03:20 PM
Van Den Heuvel Will H,Sr. Vice President-Subsidiary,2022-03-01,Option Exercise,0,3424,0,Mar 03 03:20 PM
Doyle Donald J Jr,Sr Vice President - Subsidiary,2022-03-01,Option Exercise,0,3664,0,Mar 03 03:19 PM
Givler Sean Michael,Sr Vice President - Subsidiary,2022-03-01,Option Exercise,0,3233,0,Mar 03 03:19 PM
KELLINGTON JOHN S,"EVP, Chief Info Off. -Sub",2022-03-01,Option Exercise,0,5011,0,Mar 03 03:19 PM
Hoffer Theresa A,Sr Vice President - Subsidiary,2022-03-01,Option Exercise,0,2368,0,Mar 03 03:19 PM
Spray Stephen M,President - Sub,2022-03-01,Option Exercise,0,5357,0,Mar 03 03:19 PM
Hollenbeck Martin F,"Sr.VP,Chief Investment Officer",2022-03-01,Option Exercise,0,6151,0,Mar 03 03:20 PM
JOHNSTON STEVEN J,"Chairman, President & CEO",2022-03-01,Option Exercise,0,13034,0,Mar 03 03:20 PM
Love Lisa Anne,"Sr VP, Gen Counsel, Corp Sec",2022-03-01,Option Exercise,0,4685,0,Mar 03 03:20 PM
Brown Roger A,"Sr VP, COO - Subsidiary",2022-03-01,Option Exercise,0,2569,0,Mar 03 03:18 PM
Cracas Teresa C,"EVP, Chief Risk Off. - Sub",2022-03-01,Option Exercise,0,4605,0,Mar 03 03:18 PM
Delaney Angela Ossello,Senior Vice President- Sub,2022-03-01,Option Exercise,0,2070,0,Mar 03 03:18 PM
Sewell Michael J,"CFO, Sr Vice Pres & Treasurer",2022-02-24,Option Exercise,44.7,8016,358315,Feb 28 03:49 PM
Hoffer Theresa A,Sr Vice President - Subsidiary,2022-02-17,Option Exercise,44.7,1092,48812,Feb 22 03:28 PM
Delaney Angela Ossello,Senior Vice President,2022-02-16,Option Exercise,0,130,0,Feb 18 03:40 PM
Debbink Dirk J,Director,2021-11-29,Buy,116.81,855,99873,Dec 01 03:09 PM
JOHNSTON STEVEN J,"Chairman, President & CEO",2021-10-29,Option Exercise,35.63,13472,480007,Nov 02 03:04 PM
Brown Roger A,"Sr VP, COO - Subsidiary",2021-08-26,Option Exercise,35.63,1575,56117,Aug 30 04:34 PM
Debbink Dirk J,Director,2021-08-09,Buy,118.73,419,49749,Aug 11 02:41 PM
