Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Steele Robert Allan,Director,2022-05-04,Option Exercise,0,5167,0,May 06 04:20 PM
SPRIESER JUDITH A,Director,2022-05-04,Option Exercise,0,5167,0,May 06 04:19 PM
LOPEZ GERARDO I,Director,2022-05-04,Option Exercise,0,5167,0,May 06 04:17 PM
ICAHN BRETT,Director,2022-05-04,Option Exercise,0,5167,0,May 06 04:15 PM
Geller Michal J.,"President, eCommerce & Digital",2022-05-04,Option Exercise,0,6236,0,May 06 04:13 PM
RYAN BERMAN BRIDGET,Director,2022-05-04,Option Exercise,0,5167,0,May 06 04:11 PM
ICAHN CARL C,10% Owner,2022-02-21,Sale,25.86,10634184,274999998,Feb 22 09:26 AM
Turner Bradford R,Chief Legal & Admin Off & C.S.,2022-02-18,Option Exercise,0,111166,0,Feb 23 04:34 PM
Peterson Christopher H,"CFO & President, Bus. Op.",2022-02-18,Option Exercise,0,272573,0,Feb 23 04:26 PM
Hurd Laurel,"Pres., Learning & Development",2022-02-18,Option Exercise,0,40919,0,Feb 23 04:19 PM
Malkoski Kristine Kay,Business Unit CEO - Food,2021-08-19,Buy,24.37,400,9748,Aug 20 04:16 PM
Malkoski Kristine Kay,Business Unit CEO - Food,2021-08-18,Buy,24.77,200,4954,Aug 20 04:16 PM
Malkoski Kristine Kay,Business Unit CEO - Food,2021-08-18,Buy,24.83,200,4966,Aug 20 04:16 PM
Malkoski Kristine Kay,Business Unit CEO - Food,2021-08-04,Buy,24.97,150,3746,Aug 06 04:17 PM
Malkoski Kristine Kay,Business Unit CEO - Food,2021-08-02,Buy,24.94,500,12470,Aug 04 04:16 PM
