Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Lance Ryan Michael,Chairman and CEO,2022-06-07,Option Exercise,58.08,584900,33969530,Jun 08 05:03 PM
Lance Ryan Michael,Chairman and CEO,2022-06-07,Sale,121.21,584900,70898186,Jun 08 05:03 PM
Olds Nicholas G,Executive Vice President,2022-05-25,Option Exercise,65.46,19200,1256890,May 26 01:39 PM
Olds Nicholas G,Executive Vice President,2022-05-25,Sale,110.51,19200,2121742,May 26 01:39 PM
LEACH TIMOTHY A,Director,2022-05-19,Sale,102.33,40603,4154982,May 23 04:53 PM
Olds Nicholas G,Executive Vice President,2022-03-04,Option Exercise,33.12,19600,649250,Mar 07 05:08 PM
Sirdashney Heather G,Vice President,2022-03-04,Option Exercise,49.76,5700,283604,Mar 07 05:09 PM
Sirdashney Heather G,Vice President,2022-03-04,Sale,98.71,5700,562647,Mar 07 05:09 PM
Olds Nicholas G,Executive Vice President,2022-03-04,Sale,99.95,19600,1959020,Mar 07 05:08 PM
Bullock William L. Jr.,Executive Vice President & CFO,2022-03-02,Option Exercise,61.86,77100,4769502,Mar 03 05:06 PM
Bullock William L. Jr.,Executive Vice President & CFO,2022-03-02,Sale,99.26,77100,7653185,Mar 03 05:06 PM
Macklon Dominic E.,Executive Vice President,2022-02-08,Option Exercise,49.76,19200,955296,Feb 09 04:37 PM
Macklon Dominic E.,Executive Vice President,2022-02-08,Sale,91.13,19200,1749644,Feb 09 04:37 PM
LUNDQUIST ANDREW D,Senior Vice President,2022-02-07,Option Exercise,64.59,112300,7253630,Feb 09 04:33 PM
Sirdashney Heather G,Vice President,2022-02-07,Option Exercise,49.76,11000,547305,Feb 09 04:39 PM
Olds Nicholas G,Executive Vice President,2022-02-07,Option Exercise,45.08,19200,865563,Feb 09 06:06 PM
Olds Nicholas G,Executive Vice President,2022-02-07,Sale,92.93,19200,1784266,Feb 09 06:06 PM
Sirdashney Heather G,Vice President,2022-02-07,Sale,92.43,11000,1016752,Feb 09 04:39 PM
LUNDQUIST ANDREW D,Senior Vice President,2022-02-07,Sale,92.99,112300,10442710,Feb 09 04:33 PM
Freeman Jody,Director,2021-12-29,Sale,72.84,3420,249123,Dec 30 09:34 AM
Lance Ryan Michael,Chairman and CEO,2021-12-27,Option Exercise,54.8,105098,5759370,Dec 28 05:02 PM
Lance Ryan Michael,Chairman and CEO,2021-12-27,Sale,73.08,105098,7680173,Dec 28 05:02 PM
DeSanctis Ellen,Senior Vice President,2021-12-09,Option Exercise,54.8,28171,1543771,Dec 13 04:16 PM
DeSanctis Ellen,Senior Vice President,2021-12-09,Sale,73.26,28171,2063847,Dec 13 04:16 PM
Bullock William L. Jr.,Executive Vice President & CFO,2021-11-23,Option Exercise,54.8,24441,1339367,Nov 24 05:18 PM
Bullock William L. Jr.,Executive Vice President & CFO,2021-11-23,Sale,74.03,24441,1809245,Nov 24 05:18 PM
Olds Nicholas G,Executive Vice President,2021-11-04,Option Exercise,58.08,9200,534313,Nov 05 04:06 PM
Olds Nicholas G,Executive Vice President,2021-11-04,Sale,74.64,9200,686688,Nov 05 04:06 PM
WALKER R A,Director,2021-08-09,Buy,55.5,4500,249750,Aug 10 01:46 PM
WALKER R A,Director,2021-08-09,Buy,55.5,18000,998989,Aug 10 01:46 PM
