Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
KETCHUM JOHN W,President & CEO,2022-07-01,Buy,78.33,12909,1011162,Jul 05 04:14 PM
Silagy Eric E,"Chairman, Pres & CEO of Sub",2022-06-02,Buy,76.45,13128,1003636,Jun 03 04:07 PM
HACHIGIAN KIRK S,Director,2022-05-03,Buy,70.19,10000,701950,May 04 04:02 PM
May James Michael,"VP, Controller  and CAO",2022-03-08,Sale,85,4321,367285,Mar 09 03:59 PM
ROBO JAMES L,"Chairman, President & CEO",2022-01-31,Buy,77.26,64691,4998285,Feb 01 08:09 AM
BARRAT SHERRY S,Director,2022-01-28,Buy,71.58,2000,143150,Jan 31 03:54 PM
LANE AMY B,Director,2022-01-28,Buy,71.64,700,50148,Jan 31 03:25 PM
Kujawa Rebecca J,"EVP, Finance & CFO",2022-01-28,Buy,71.83,7000,502810,Jan 31 04:38 PM
Gursahaney Naren K,Director,2022-01-27,Buy,73.62,2000,147249,Jan 27 01:53 PM
KETCHUM JOHN W,President & CEO of Sub,2021-12-15,Sale,90.29,12151,1097114,Dec 16 06:03 PM
Arechabala Miguel,EVP Power Generation Div-Sub,2021-12-01,Option Exercise,23.32,16272,379430,Dec 02 03:35 PM
Silagy Eric E,"Director, Pres & CEO of Sub",2021-12-01,Option Exercise,18.12,62480,1132450,Dec 02 03:42 PM
Silagy Eric E,"Director, Pres & CEO of Sub",2021-12-01,Sale,87,62480,5435760,Dec 02 03:42 PM
Arechabala Miguel,EVP Power Generation Div-Sub,2021-12-01,Sale,87,22272,1937664,Dec 02 03:35 PM
Reagan Ronald R,"EVP, Eng., Const. & ISC",2021-11-19,Sale,88,4545,399960,Nov 22 02:23 PM
Sieving Charles E,EVP & General Counsel,2021-11-19,Sale,88,12752,1122176,Nov 22 02:21 PM
KETCHUM JOHN W,President & CEO of Sub,2021-09-15,Sale,84.33,12151,1024694,Sep 16 03:07 PM
Reagan Ronald R,"EVP, Eng., Const. & ISC",2021-08-16,Sale,84,4166,349944,Aug 17 10:57 AM
