Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
MRKONIC GEORGE R JR,Director,2022-06-13,Sale,391.84,476,186517,Jun 14 04:52 PM
Settersten Scott M,Chief Financial Officer,2022-06-09,Option Exercise,240.22,32532,7814771,Jun 13 04:16 PM
Settersten Scott M,Chief Financial Officer,2022-06-09,Sale,426.63,32532,13879016,Jun 13 04:16 PM
Steelman Kecia,Chief Operating Officer,2022-06-03,Option Exercise,232.76,13199,3072184,Jun 07 05:39 PM
Steelman Kecia,Chief Operating Officer,2022-06-03,Sale,405.02,13199,5345834,Jun 07 05:39 PM
Caro Jodi J,GC and Corporate Secretary,2022-03-16,Option Exercise,204.27,5340,1090802,Mar 17 05:19 PM
Caro Jodi J,GC and Corporate Secretary,2022-03-16,Sale,384.54,5340,2053430,Mar 17 05:19 PM
Dillon Mary N,Director,2021-12-08,Option Exercise,164.06,50000,8203000,Dec 09 04:43 PM
Steelman Kecia,Chief Operating Officer,2021-12-08,Option Exercise,147.19,5182,762739,Dec 09 04:46 PM
Steelman Kecia,Chief Operating Officer,2021-12-08,Sale,408.3,5182,2115819,Dec 09 04:46 PM
Dillon Mary N,Director,2021-12-08,Sale,410.61,50000,20530335,Dec 09 04:43 PM
CHILDS JEFFREY J,Chief Human Resources Officer,2021-09-22,Option Exercise,232.23,8699,2020141,Sep 23 04:20 PM
CHILDS JEFFREY J,Chief Human Resources Officer,2021-09-22,Sale,370.14,8699,3219810,Sep 23 04:20 PM
Caro Jodi J,GC and Corporate Secretary,2021-08-30,Option Exercise,281.53,3566,1003936,Sep 01 04:10 PM
Steelman Kecia,Chief Operating Officer,2021-08-30,Option Exercise,191.76,1739,333471,Sep 01 04:12 PM
Steelman Kecia,Chief Operating Officer,2021-08-30,Sale,385.02,1739,669543,Sep 01 04:12 PM
Caro Jodi J,GC and Corporate Secretary,2021-08-30,Sale,382.88,3926,1503205,Sep 01 04:10 PM
MacDonald Michael R,Director,2021-08-05,Sale,350.04,5700,1995230,Aug 09 05:07 PM
