Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
STAGLIN GAREN K,Director,2022-06-07,Sale,484.41,500,242204,Jun 09 02:33 PM
DRAPER MICHELLE,Chief Marketing Officer,2022-05-05,Sale,524.79,50,26240,May 05 07:50 PM
DRAPER MICHELLE,Chief Marketing Officer,2022-05-03,Sale,505.56,790,399392,May 05 07:50 PM
STAGLIN GAREN K,Director,2022-05-03,Sale,504.03,500,252013,May 05 08:20 PM
DRAPER MICHELLE,Chief Marketing Officer,2022-03-01,Option Exercise,105.18,269,28293,Mar 03 05:24 PM
DRAPER MICHELLE,Chief Marketing Officer,2022-03-01,Sale,603.58,269,162363,Mar 03 05:24 PM
Beck Daniel J,Chief Financial Officer,2022-02-28,Sale,595.08,2900,1725732,Mar 02 01:18 PM
Edmonds-Waters Christopher,Chief Human Resources Officer,2022-02-28,Sale,595.08,3851,2291653,Mar 02 01:18 PM
Descheneaux Michael,"President, Silicon Valley Bank",2022-02-07,Option Exercise,178.39,975,173930,Feb 09 11:42 AM
Descheneaux Michael,"President, Silicon Valley Bank",2022-02-07,Sale,611.55,1975,1207811,Feb 09 11:42 AM
DRAPER MICHELLE,Chief Marketing Officer,2022-02-01,Option Exercise,105.18,268,28188,Feb 02 04:37 PM
DRAPER MICHELLE,Chief Marketing Officer,2022-02-01,Sale,582.36,2814,1638753,Feb 02 04:37 PM
Cox Philip C,Chief Operations Officer,2022-02-01,Sale,580.5,4798,2785239,Feb 02 04:37 PM
Cox Philip C,Chief Operations Officer,2022-01-10,Option Exercise,240.79,5205,1253305,Jan 12 10:54 AM
Cox Philip C,Chief Operations Officer,2022-01-10,Sale,721.39,5205,3754835,Jan 12 10:54 AM
DRAPER MICHELLE,Chief Marketing Officer,2022-01-03,Option Exercise,105.18,268,28188,Jan 05 01:40 PM
DRAPER MICHELLE,Chief Marketing Officer,2022-01-03,Sale,683.7,268,183232,Jan 05 01:40 PM
Descheneaux Michael,"President, Silicon Valley Bank",2021-12-27,Sale,674.79,1000,674790,Dec 29 04:48 PM
Izurieta Laura,Chief Risk Officer,2021-12-06,Option Exercise,221.1,2962,654892,Dec 08 01:17 PM
Izurieta Laura,Chief Risk Officer,2021-12-06,Sale,688.94,6062,4176354,Dec 08 01:17 PM
BECKER GREGORY W,President and CEO,2021-12-01,Option Exercise,105.18,12500,1314750,Dec 03 06:37 PM
DRAPER MICHELLE,Chief Marketing Officer,2021-12-01,Option Exercise,129.81,172,22327,Dec 03 12:20 PM
DRAPER MICHELLE,Chief Marketing Officer,2021-12-01,Sale,702.49,172,120828,Dec 03 12:20 PM
Beck Daniel J,Chief Financial Officer,2021-12-01,Sale,702.49,550,386370,Dec 03 12:11 PM
BECKER GREGORY W,President and CEO,2021-12-01,Sale,698.69,12500,8733605,Dec 03 06:37 PM
Cox Philip C,Chief Operations Officer,2021-11-26,Sale,715.35,136,97288,Nov 30 10:42 AM
Descheneaux Michael,"President, Silicon Valley Bank",2021-11-09,Option Exercise,178.39,1000,178390,Nov 12 11:19 AM
Descheneaux Michael,"President, Silicon Valley Bank",2021-11-09,Sale,736.09,2200,1619398,Nov 12 11:19 AM
Cox Philip C,Chief Operations Officer,2021-11-05,Option Exercise,0,108,0,Nov 09 01:05 PM
Edmonds-Waters Christopher,Chief Human Resources Officer,2021-11-05,Option Exercise,0,68,0,Nov 09 01:31 PM
DRAPER MICHELLE,Chief Marketing Officer,2021-11-01,Option Exercise,129.81,172,22327,Nov 03 04:11 PM
DRAPER MICHELLE,Chief Marketing Officer,2021-11-01,Sale,724.19,172,124561,Nov 03 04:11 PM
DRAPER MICHELLE,Chief Marketing Officer,2021-10-01,Option Exercise,129.81,172,22327,Oct 05 02:55 PM
DRAPER MICHELLE,Chief Marketing Officer,2021-10-01,Sale,650,299,194350,Oct 05 02:55 PM
DRAPER MICHELLE,Chief Marketing Officer,2021-09-01,Option Exercise,129.81,172,22327,Sep 03 02:50 PM
DRAPER MICHELLE,Chief Marketing Officer,2021-09-01,Sale,562.25,172,96707,Sep 03 02:50 PM
Descheneaux Michael,"President, Silicon Valley Bank",2021-08-09,Option Exercise,178.39,1000,178390,Aug 11 11:04 AM
Descheneaux Michael,"President, Silicon Valley Bank",2021-08-09,Sale,584.41,2000,1168820,Aug 11 11:04 AM
DRAPER MICHELLE,Chief Marketing Officer,2021-08-02,Option Exercise,129.81,172,22327,Aug 04 11:54 AM
DRAPER MICHELLE,Chief Marketing Officer,2021-08-02,Sale,554.27,172,95334,Aug 04 11:54 AM
BECKER GREGORY W,President and CEO,2021-07-15,Option Exercise,129.81,16237,2107725,Jul 19 03:03 PM
BECKER GREGORY W,President and CEO,2021-07-15,Sale,584.57,16237,9491648,Jul 19 03:03 PM
STAGLIN GAREN K,Director,2021-07-13,Buy,588.02,500,294010,Jul 15 11:40 AM
DRAPER MICHELLE,Chief Marketing Officer,2021-07-06,Option Exercise,129.81,173,22457,Jul 08 11:27 AM
STAGLIN GAREN K,Director,2021-07-06,Buy,563.04,500,281520,Jul 08 11:22 AM
DRAPER MICHELLE,Chief Marketing Officer,2021-07-06,Sale,550,395,217250,Jul 08 11:27 AM
Hon Karen,Chief Accounting Officer,2021-06-30,Sale,551.85,127,70085,Jul 02 02:14 PM
