Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
LOVELESS KATHY,Vice President & Controller,2022-07-29,Sale,64,2512,160768,Aug 02 01:49 PM
Quincey James,Chairman and CEO,2022-07-28,Sale,64.09,32000,2051011,Jul 29 03:06 PM
Everson Carolyn,Director,2022-07-27,Buy,62.29,983,61231,Jul 28 12:40 PM
Perez Beatriz R,Senior Vice President,2022-05-05,Option Exercise,37.61,143924,5412982,May 06 03:08 PM
Perez Beatriz R,Senior Vice President,2022-05-05,Sale,64.78,143924,9323800,May 06 03:08 PM
SMITH BRIAN JOHN,President & COO,2022-04-25,Option Exercise,37.61,35800,1346438,Apr 27 02:40 PM
SMITH BRIAN JOHN,President & COO,2022-04-25,Sale,67.04,35800,2400096,Apr 27 02:40 PM
KOUMETTIS NIKOLAOS,Europe OU President,2022-04-18,Option Exercise,37.61,153466,5771856,Apr 19 02:14 PM
KOUMETTIS NIKOLAOS,Europe OU President,2022-04-18,Sale,65.03,153466,9979840,Apr 19 02:14 PM
QUAN NANCY,SVP & Chief Technical Officer,2022-04-14,Option Exercise,37.2,40000,1488200,Apr 18 02:33 PM
QUAN NANCY,SVP & Chief Technical Officer,2022-04-14,Sale,65.05,35335,2298579,Apr 18 02:33 PM
MANN JENNIFER K,Senior Vice President,2022-04-08,Option Exercise,37.2,43636,1623477,Apr 11 03:53 PM
MANN JENNIFER K,Senior Vice President,2022-04-08,Sale,63.81,43636,2784483,Apr 11 03:53 PM
Braun Henrique,Latin America OU President,2022-03-18,Sale,59.91,9436,565264,Mar 21 03:38 PM
Douglas Monica Howard,SVP & General Counsel,2022-03-16,Option Exercise,37.61,17139,644598,Mar 17 02:12 PM
Douglas Monica Howard,SVP & General Counsel,2022-03-16,Sale,58.85,14122,831071,Mar 17 02:12 PM
MURPHY JOHN,Executive VP & CFO,2022-03-04,Option Exercise,37.61,101594,3820950,Mar 08 01:04 PM
MURPHY JOHN,Executive VP & CFO,2022-03-04,Sale,62.29,154080,9597689,Mar 08 01:04 PM
MANN JENNIFER K,Senior Vice President,2022-03-03,Option Exercise,37.61,11337,426385,Mar 04 02:15 PM
MANN JENNIFER K,Senior Vice President,2022-03-03,Sale,62.9,11337,713097,Mar 04 02:15 PM
Simpson Barry,Senior Vice President,2022-03-02,Sale,62.51,33010,2063574,Mar 04 02:11 PM
RANDAZZA MARK,Principal Accounting Officer,2022-02-25,Option Exercise,37.61,38633,1452987,Feb 28 04:35 PM
RIVERA ALFREDO,North America OU President,2022-02-25,Sale,62.6,17709,1108514,Feb 28 04:39 PM
RANDAZZA MARK,Principal Accounting Officer,2022-02-25,Sale,62.67,38633,2421034,Feb 28 04:35 PM
SMITH BRIAN JOHN,President & COO,2022-02-23,Sale,61.66,48292,2977825,Feb 25 03:01 PM
QUAN NANCY,SVP & Chief Technical Officer,2022-02-08,Option Exercise,37.61,30000,1128300,Feb 10 03:13 PM
Perez Beatriz R,Senior Vice President,2022-02-08,Option Exercise,34.35,25406,872760,Feb 10 04:42 PM
Perez Beatriz R,Senior Vice President,2022-02-08,Sale,62.01,25406,1575502,Feb 10 04:42 PM
QUAN NANCY,SVP & Chief Technical Officer,2022-02-08,Sale,62.01,26785,1660918,Feb 10 03:13 PM
Perez Beatriz R,Senior Vice President,2022-01-14,Option Exercise,34.35,30100,1034010,Jan 18 06:29 PM
Perez Beatriz R,Senior Vice President,2022-01-14,Sale,61.07,30100,1838150,Jan 18 06:29 PM
Perez Beatriz R,Senior Vice President,2022-01-13,Option Exercise,34.35,27900,958435,Jan 18 06:29 PM
Perez Beatriz R,Senior Vice President,2022-01-13,Sale,61.01,27900,1702171,Jan 18 06:29 PM
MANN JENNIFER K,Senior Vice President,2022-01-04,Option Exercise,37.61,11336,426347,Jan 06 04:56 PM
MURPHY JOHN,Executive VP & CFO,2022-01-04,Option Exercise,34.35,115896,3981317,Jan 06 05:23 PM
QUAN NANCY,SVP & Chief Technical Officer,2022-01-04,Option Exercise,37.61,30000,1128300,Jan 06 01:28 PM
Braun Henrique,Latin America OU President,2022-01-04,Option Exercise,37.61,25652,964772,Jan 06 01:32 PM
Braun Henrique,Latin America OU President,2022-01-04,Sale,60,23118,1387159,Jan 06 01:32 PM
QUAN NANCY,SVP & Chief Technical Officer,2022-01-04,Sale,60.02,26950,1617496,Jan 06 01:28 PM
MANN JENNIFER K,Senior Vice President,2022-01-04,Sale,59.9,11336,679026,Jan 06 04:56 PM
MURPHY JOHN,Executive VP & CFO,2022-01-04,Sale,60.03,115896,6957816,Jan 06 05:23 PM
Perez Beatriz R,Senior Vice President,2021-12-29,Option Exercise,34.35,25000,858812,Dec 30 11:09 AM
Perez Beatriz R,Senior Vice President,2021-12-29,Sale,59.04,25000,1476110,Dec 30 11:09 AM
QUAN NANCY,SVP & Chief Technical Officer,2021-12-14,Option Exercise,37.61,20000,752200,Dec 16 03:16 PM
QUAN NANCY,SVP & Chief Technical Officer,2021-12-14,Sale,58.01,18090,1049488,Dec 16 03:16 PM
Braun Henrique,Latin America OU President,2021-12-13,Option Exercise,34.35,12022,412986,Dec 15 12:41 PM
Braun Henrique,Latin America OU President,2021-12-13,Sale,57.5,12022,691265,Dec 15 12:41 PM
RIVERA ALFREDO,North America OU President,2021-11-16,Option Exercise,34.35,7964,273583,Nov 18 03:03 PM
RIVERA ALFREDO,North America OU President,2021-11-16,Sale,56.36,7964,448851,Nov 18 03:03 PM
QUAN NANCY,SVP & Chief Technical Officer,2021-11-05,Option Exercise,37.61,20000,752200,Nov 09 03:12 PM
SMITH BRIAN JOHN,President & COO,2021-11-05,Sale,56.64,37000,2095732,Nov 09 03:18 PM
QUAN NANCY,SVP & Chief Technical Officer,2021-11-05,Sale,56.82,18206,1034541,Nov 09 03:12 PM
SMITH BRIAN JOHN,President & COO,2021-08-27,Sale,55.65,10000,556505,Aug 31 03:03 PM
QUAN NANCY,SVP & Chief Technical Officer,2021-08-10,Sale,57.08,6625,378187,Aug 12 03:03 PM
Douglas Monica Howard,SVP & General Counsel,2021-08-09,Option Exercise,34.35,15986,549159,Aug 11 03:02 PM
Douglas Monica Howard,SVP & General Counsel,2021-08-09,Sale,56.62,12089,684479,Aug 11 03:02 PM
RANDAZZA MARK,Principal Accounting Officer,2021-07-26,Option Exercise,34.35,31652,1087325,Jul 28 03:18 PM
