Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Caveney Brian J,"EVP, President of Diagnostics",2022-06-07,Buy,242.19,42,10174,Jun 14 08:46 AM
Schroeder Mark S,"EVP, President-Diagnostics Lab",2022-03-29,Sale,277.11,2356,652871,Mar 31 10:24 AM
van der Vaart Sandra D,"EVP, Chief Legal Officer",2022-03-29,Sale,277.11,2449,678642,Mar 31 10:20 AM
Williams R Sanders,Director,2022-03-25,Sale,272.98,572,156145,Mar 29 09:46 AM
Summy Amy B.,"EVP, Chief Marketing Officer",2022-03-10,Sale,262.21,249,65290,Mar 14 04:36 PM
NEUPERT PETER M,Director,2022-02-16,Buy,263.66,3500,922815,Feb 18 08:46 PM
Schroeder Mark S,"EVP, President-Diagnostics Lab",2022-02-15,Sale,273.98,207,56714,Feb 17 03:05 PM
van der Vaart Sandra D,"EVP, Chief Legal Officer",2022-02-15,Sale,273.98,207,56714,Feb 17 03:03 PM
Schroeder Mark S,"EVP, President-Diagnostics Lab",2022-02-07,Sale,277.38,204,56586,Feb 08 11:08 AM
van der Vaart Sandra D,"EVP, Chief Legal Officer",2022-02-07,Sale,277.38,218,60469,Feb 08 11:01 AM
Schroeder Mark S,"EVP, President-Diagnostics Lab",2022-02-03,Sale,271.81,161,43761,Feb 04 12:15 PM
van der Vaart Sandra D,"EVP, Chief Legal Officer",2022-02-03,Sale,271.81,172,46751,Feb 04 12:14 PM
Gilliland Dwight Gary,Director,2021-12-15,Sale,302.26,500,151128,Dec 17 10:36 AM
van der Vaart Sandra D,"EVP, Chief Legal Officer",2021-09-15,Option Exercise,84.86,4500,381870,Sep 17 12:20 PM
van der Vaart Sandra D,"EVP, Chief Legal Officer",2021-09-15,Sale,296.78,4500,1335510,Sep 17 12:20 PM
