Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
HUDSON DAWN E,Director,2022-05-09,Sale,32.45,18376,596301,May 09 05:06 PM
GUILFOILE MARY,Director,2022-05-06,Sale,32.41,6301,204215,May 06 05:17 PM
Carter-Miller Jocelyn,Director,2022-04-29,Buy,33.26,6764,224971,May 03 05:13 PM
Johnson Ellen Tobi,CFO,2022-03-02,Sale,36.32,2778,100897,Mar 02 07:26 PM
CARROLL CHRISTOPHER F,"SVP, Controller & CAO",2022-03-02,Sale,36.03,38000,1369140,Mar 02 07:42 PM
Johnson Ellen Tobi,CFO,2022-03-01,Sale,35.71,4222,150768,Mar 02 07:26 PM
Bonzani Andrew,EVP & General Counsel,2022-03-01,Sale,35.51,34195,1214264,Mar 02 06:07 PM
ROTH MICHAEL ISOR,Executive Chairman,2021-10-29,Sale,36.54,100000,3654000,Nov 01 04:27 PM
ROTH MICHAEL ISOR,Executive Chairman,2021-10-28,Sale,36.21,150000,5431500,Nov 01 04:27 PM
ROTH MICHAEL ISOR,Executive Chairman,2021-07-28,Sale,35.27,200000,7054000,Jul 28 07:33 PM
