Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Kendrick Charles Morgan JR,"EVP & President, Commercial",2022-06-09,Option Exercise,285.52,6328,1806785,Jun 13 04:32 PM
Kendrick Charles Morgan JR,"EVP & President, Commercial",2022-06-09,Sale,488.6,6328,3091872,Jun 13 04:32 PM
Dixon Robert L JR,Director,2022-06-06,Sale,497.14,420,208799,Jun 07 04:50 PM
PERU RAMIRO G,Director,2022-05-19,Sale,468.88,990,464191,May 20 04:49 PM
Haytaian Peter D,"EVP & Pres., DBG & IngenioRx",2022-03-10,Option Exercise,131.8,1848,243566,Mar 14 04:36 PM
Haytaian Peter D,"EVP & Pres., DBG & IngenioRx",2022-03-10,Sale,460.71,17703,8155863,Mar 14 04:36 PM
Penczek Ronald W,CAO & Controller,2022-03-03,Option Exercise,293.5,1559,457562,Mar 03 06:06 PM
Penczek Ronald W,CAO & Controller,2022-03-03,Sale,463.68,2423,1123497,Mar 03 06:06 PM
Penczek Ronald W,CAO & Controller,2022-02-07,Option Exercise,258.5,2763,714237,Feb 08 04:34 PM
Penczek Ronald W,CAO & Controller,2022-02-07,Sale,453.48,2763,1252965,Feb 08 04:34 PM
Penczek Ronald W,"SVP, Chief Accounting Officer",2021-10-28,Sale,436,1150,501400,Oct 29 04:30 PM
Schneider Ryan M.,Director,2021-07-23,Buy,384.36,1300,499668,Jul 26 04:32 PM
