Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Shook Ellyn,Chief Leadership & HR Officer,2022-07-28,Sale,300,750,225000,Jul 29 04:54 PM
Unruch Joel,General Counsel/Corp Secretary,2022-07-28,Sale,300,555,166500,Jul 29 04:55 PM
Unruch Joel,General Counsel/Corp Secretary,2022-07-25,Sale,287.51,556,159858,Jul 26 04:07 PM
Sweet Julie Spellman,Chair & CEO,2022-07-15,Sale,270.93,3278,888110,Jul 18 04:17 PM
Ollagnier Jean-Marc,Chief Executive - Europe,2022-07-15,Sale,270.93,6250,1693333,Jul 18 04:17 PM
Shook Ellyn,Chief Leadership & HR Officer,2022-04-25,Sale,310.55,750,232914,Apr 26 08:26 AM
Ollagnier Jean-Marc,Chief Executive - Europe,2022-04-18,Sale,315.13,6250,1969573,Apr 20 04:07 PM
Sweet Julie Spellman,Chair & CEO,2022-04-18,Sale,315.22,3287,1036141,Apr 20 04:07 PM
Unruch Joel,General Counsel/Corp Secretary,2022-04-18,Sale,315.06,470,148079,Apr 20 04:07 PM
Casati Gianfranco,CEO-Growth Markets,2022-04-18,Sale,315.14,3146,991419,Apr 20 04:06 PM
McClure Kathleen R,Chief Financial Officer,2022-02-09,Sale,352.79,1646,580692,Feb 10 04:16 PM
Sweet Julie Spellman,Chair & CEO,2022-02-03,Sale,348.72,3742,1304913,Feb 04 05:04 PM
CLARK RICHARD P,Chief Accounting Officer,2022-02-03,Sale,348.66,2902,1011804,Feb 04 05:01 PM
Etheredge James O,Chief Exec-North America,2022-02-03,Sale,348.64,1952,680542,Feb 04 05:01 PM
Shook Ellyn,Chief Leadership & HR Officer,2022-01-31,Sale,350,1500,525000,Jan 31 05:03 PM
Shook Ellyn,Chief Leadership & HR Officer,2022-01-21,Sale,340,1500,509996,Jan 24 05:40 PM
Ollagnier Jean-Marc,Chief Executive - Europe,2022-01-14,Sale,353.42,6250,2208848,Jan 18 04:29 PM
Sweet Julie Spellman,Chair & CEO,2022-01-14,Sale,353.4,5027,1776562,Jan 18 04:29 PM
Unruch Joel,General Counsel/Corp Secretary,2022-01-14,Sale,353.62,416,147107,Jan 18 04:30 PM
CLARK RICHARD P,Chief Accounting Officer,2022-01-14,Sale,353.53,2111,746304,Jan 18 04:28 PM
Deblaere Johan,Chief Operating Officer,2022-01-14,Sale,353.3,3000,1059890,Jan 18 04:28 PM
Etheredge James O,Chief Exec-North America,2022-01-14,Sale,353.55,3397,1201006,Jan 18 04:28 PM
Sweet Julie Spellman,Chair & CEO,2021-11-01,Sale,354.33,5602,1984943,Nov 02 07:58 AM
CLARK RICHARD P,Chief Accounting Officer,2021-10-25,Sale,356.08,2131,758811,Oct 26 04:36 PM
Etheredge James O,Chief Exec-North America,2021-10-25,Sale,356.11,1966,700119,Oct 26 04:36 PM
McClure Kathleen R,Chief Financial Officer,2021-10-25,Sale,356.47,1797,640582,Oct 26 04:36 PM
Sweet Julie Spellman,Chair & CEO,2021-10-25,Sale,356.11,5000,1780559,Oct 26 04:37 PM
Casati Gianfranco,CEO-Growth Markets,2021-10-25,Sale,355.41,20516,7291534,Oct 26 04:35 PM
Ollagnier Jean-Marc,Chief Executive - Europe,2021-10-15,Sale,340.81,5233,1783454,Oct 19 04:17 PM
Unruch Joel,General Counsel/Corp Secretary,2021-10-15,Sale,340.79,1328,452573,Oct 19 04:17 PM
Deblaere Johan,Chief Operating Officer,2021-10-15,Sale,340.84,3000,1022527,Oct 19 04:16 PM
Ollagnier Jean-Marc,Chief Executive - Europe,2021-09-27,Sale,334.78,581,194507,Sep 28 04:34 PM
Shook Ellyn,Chief Leadership & HR Officer,2021-07-23,Sale,317.47,2600,825426,Jul 26 04:32 PM
McClure Kathleen R,Chief Financial Officer,2021-07-16,Sale,314.2,4500,1413919,Jul 19 04:07 PM
Ollagnier Jean-Marc,Chief Executive - Europe,2021-07-16,Sale,314.2,5233,1644199,Jul 19 04:08 PM
Deblaere Johan,Chief Operating Officer,2021-07-16,Sale,314.21,3000,942645,Jul 19 04:07 PM
