Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Nelson Roderick,Director,2022-06-16,Option Exercise,13.62,4761,64845,Jun 21 04:17 PM
Nelson Roderick,Director,2022-06-16,Sale,95.26,4761,453533,Jun 21 04:17 PM
FEGO PAUL J,"VP, Global Operations",2022-06-15,Sale,97.38,3403,331384,Jun 17 04:23 PM
GARDNER JEFFERY R,Director,2022-06-02,Sale,109.6,3000,328800,Jun 02 04:10 PM
GARDNER JEFFERY R,Director,2022-05-31,Sale,110.57,1000,110570,Jun 01 04:28 PM
GARDNER JEFFERY R,Director,2022-05-26,Sale,108.68,5000,543400,May 31 04:18 PM
FEGO PAUL J,"VP, Global Operations",2022-05-18,Sale,106.7,1941,207105,May 19 04:15 PM
Nelson Roderick,Director,2022-05-16,Option Exercise,13.62,4761,64845,May 18 04:57 PM
Nelson Roderick,Director,2022-05-16,Sale,104.45,4761,497286,May 18 04:57 PM
FEGO PAUL J,"VP, Global Operations",2022-05-16,Sale,104.45,1145,119595,May 18 04:45 PM
FEGO PAUL J,"VP, Global Operations",2022-02-15,Sale,131.78,861,113463,Feb 16 04:49 PM
HARDING JOHN R,Director,2021-12-03,Sale,151.05,1325,200141,Dec 06 04:03 PM
Klein James L,Former VP & Pres. Infra. & Def,2021-11-15,Sale,160.85,1909,307063,Nov 16 04:14 PM
FEGO PAUL J,"VP, Global Operations",2021-11-15,Sale,160.85,5135,825965,Nov 16 04:15 PM
Nelson Roderick,Director,2021-09-16,Option Exercise,13.62,1587,21615,Sep 17 04:07 PM
Nelson Roderick,Director,2021-09-16,Sale,180,1587,285660,Sep 17 04:07 PM
Klein James L,VP and Pres. Infra. & Defense,2021-09-15,Sale,182.26,1909,347934,Sep 16 04:04 PM
FEGO PAUL J,"VP, Global Operations",2021-09-15,Sale,182.26,2798,509963,Sep 16 04:01 PM
Harrison Gina,VP and Corporate Controller,2021-09-07,Sale,185.16,1187,219785,Sep 08 04:00 PM
HARDING JOHN R,Director,2021-09-02,Sale,185.53,1700,315401,Sep 03 04:02 PM
RHINES WALDEN C,Director,2021-08-30,Option Exercise,11.68,15390,179755,Aug 31 04:10 PM
RHINES WALDEN C,Director,2021-08-30,Sale,191.29,15390,2943953,Aug 31 04:10 PM
BRUGGEWORTH ROBERT A,President and CEO,2021-08-19,Sale,178.3,2843,506907,Aug 20 04:01 PM
BRUGGEWORTH ROBERT A,President and CEO,2021-08-18,Sale,181.8,4868,885002,Aug 20 04:01 PM
BRUGGEWORTH ROBERT A,President and CEO,2021-08-17,Sale,185.76,3894,723349,Aug 18 04:01 PM
Nelson Roderick,Director,2021-08-16,Option Exercise,13.62,1587,21615,Aug 17 05:24 PM
BRUGGEWORTH ROBERT A,President and CEO,2021-08-16,Sale,186.72,4340,810365,Aug 18 04:01 PM
Nelson Roderick,Director,2021-08-16,Sale,186.72,1587,296325,Aug 17 05:24 PM
SPRADLEY SUSAN LOUISE,Director,2021-08-16,Sale,186.72,1216,227052,Aug 17 05:22 PM
Klein James L,VP and Pres. Infra. & Defense,2021-08-16,Sale,186.72,1909,356448,Aug 17 05:21 PM
FEGO PAUL J,"VP, Global Operations",2021-08-16,Sale,186.72,2714,506758,Aug 17 05:20 PM
WILKINSON WALTER H,Director,2021-08-09,Sale,194.33,2935,570359,Aug 11 04:09 PM
